label,iters,tot_time,avg_time
C-BC-FW,10002,36239.90462494399,3.623265809332533
C-BC-BPFW,10002,23684.179042699994,2.367944315406918
F-BC-BPFW,10002,20556.228725069996,2.0552118301409714
AP,160,982.7837897889997,6.142398686181248
