label,iters,tot_time,avg_time
C-BC-FW,10002,20049.407028945003,2.0045397949355133
C-BC-BPFW,10002,12217.734092963003,1.221529103475605
F-BC-BPFW,10002,11134.402436107,1.113217600090682
AP,160,377.3917481839998,2.358698426149999
