label,iters,tot_time,avg_time
C-BC-FW,10002,149336.90902934596,14.930704761982199
C-BC-BPFW,10002,135147.61614471202,13.512059202630676
F-BC-BPFW,10002,135331.99854374994,13.53049375562387
AP,559,142330.85393200102,254.6169122218265
