label,iters,tot_time,avg_time
C-BC-FW,10002,1.5261997442004015e6,152.5894565287344
C-BC-BPFW,10002,1.2832531680504587e6,128.29965687367113
F-BC-BPFW,10002,1.204885236307462e6,120.46443074459728
AP,1072,5.2851381055232445e6,4930.166143211982
