label,iters,tot_time,avg_time
C-BC-FW,1002,2137.1159169939974,2.132850216560876
F-BC-BPFW,1002,1130.5376293720014,1.1282810672375263
F-BC-AFW,1002,1328.3289646760015,1.3256776094570875
F-BPFW,1003,420.3044050439999,0.4190472632542372
