iter,CBCFW_pgap,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_pgap,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_pgap,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_pgap,FFW_dual,FFW_dgap,FFW_time,FAFW_pgap,FAFW_dual,FAFW_dgap,FAFW_time
1,54170.10705406219,5.04539945041777e7,1.9935264280227346e6,0.0,52879.18014544994,5.044786834116165e7,1.9983616641301645e6,0.0,52879.18014544994,5.044786834116165e7,1.9983616641301645e6,0.0,1.722511442970775e6,5.211750060398699e7,1.9983616641301513e6,0.0,1.722511442970775e6,-Inf,Inf,0.0
2,9895.986211538315,5.220553463935252e7,197712.17200538504,0.003883333,9280.975694723427,5.220803650287716e7,194595.29796393332,0.059374023,9280.975694723427,5.220803650287716e7,194595.29796393332,0.019691199,57459.23067791015,5.224167416637021e7,209135.88945406675,0.039052839,57459.23067791015,5.045244839169413e7,1.9983616641301513e6,0.040002058
3,3065.426143527031,5.234322700044832e7,53189.25084157742,0.036057509,3057.087036393583,5.23455450406771e7,50862.871505664545,0.07011947,3057.087036393583,5.23455450406771e7,50862.871505664545,0.030613527,11088.774602867663,5.235079093406561e7,53648.66568362713,0.040753246,57459.23067791015,5.224167416637021e7,209135.88945406675,0.040184792
4,1569.2878020256758,5.237740358661975e7,17516.52632864227,0.046751972,1544.7950127124786,5.237727682743297e7,17618.79272611515,0.100205708,1553.512208007276,5.237728554462826e7,17618.79272611515,0.059690093,6006.823188371956,5.236457086407122e7,34786.78426352143,0.042400388,11088.774602867663,5.219530371029517e7,209135.88945406675,0.041771898
5,1227.5433201044798,5.2385656624677315e7,8921.743789155094,0.079264564,1189.772182583809,5.2385427335332215e7,9113.26199673774,0.128477003,451.4418844431639,5.2381077507914074e7,12724.759116737812,0.068995162,2977.3542279675603,5.237890955114998e7,17418.628224357963,0.044033581,6006.82318842411,5.234570898265117e7,53648.66568362713,0.043364666
6,1051.4465849846601,5.238900113555164e7,5401.13617971848,0.090285207,1006.2399950996041,5.2388678085297555e7,5678.979843913985,0.139149754,186.12507631629705,5.238765938940506e7,5877.560817625374,0.094728353,2154.496846936643,5.238277477735452e7,12730.54463878274,0.045649596,2977.3542279675603,5.2361541395110816e7,34786.78426352143,0.045009897
7,908.4430451840162,5.239067468815382e7,3584.5800377317355,0.120743828,885.7006000503898,5.2390674445615485e7,3562.0801309337257,0.160481937,81.59134747833014,5.239000979149068e7,3422.6250031681266,0.114447406,1596.8407381549478,5.238193345457108e7,13014.211313441396,0.047270092,2154.4968469813466,5.237808669376899e7,17418.628224357963,0.046889476
8,834.5513401255012,5.239103723088622e7,3148.1456002773484,0.142552659,800.9041031375527,5.239124498685798e7,2906.7423915293766,0.172494622,58.260388158261776,5.239193917641466e7,1469.9091198670794,0.124206698,974.1906294822693,5.238573325079992e7,8591.76497593522,0.048904548,1596.8417671695352,5.238221713514781e7,12730.531765729189,0.048614761
9,790.2207210063934,5.2391767272368744e7,2373.7734986307914,0.153573148,756.9986139982939,5.239183962975775e7,2268.1940026185475,0.194617577,32.240980572998524,5.239216977918778e7,1213.286939159676,0.143965418,752.7107612341642,5.23876055803852e7,6497.955522403121,0.050787264,974.1886652931571,5.238131076801722e7,13014.245794445276,0.050292932
10,745.4756318107247,5.239157436393186e7,2521.9368463216233,0.175721044,716.2519152611494,5.23917713153301e7,2295.7617315271636,0.216014638,18.20783891528845,5.239259333855399e7,775.6944312949199,0.154110068,619.8784551396966,5.238858203165713e7,5388.6719443798065,0.052529339,752.7076385468245,5.238551174400791e7,8591.788777008653,0.052161157
11,701.0939703956246,5.2392191497204185e7,1860.421912581136,0.19823464,692.3006408661604,5.2392324081046194e7,1719.0447410430643,0.226812845,10.575068473815918,5.239285680943908e7,504.59077576885466,0.174232009,538.0629910454154,5.239015808169423e7,3730.806443184614,0.054235409,619.8765404447913,5.238747277683921e7,6497.924847602844,0.053913557
12,658.1708930209279,5.23921982619096e7,1810.734129794524,0.209346275,641.1852196678519,5.2392280296959326e7,1711.7134067128063,0.248747943,8.055850625038147,5.2392896274865426e7,462.6061315695988,0.193676921,480.33370339870453,5.238960499723566e7,4226.161614105105,0.05606212,538.0589962676167,5.238850014149153e7,5388.742651104927,0.055627652
13,631.532572388649,5.23923363826454e7,1645.975073360256,0.231848392,607.3731343224645,5.239218646996187e7,1771.7283188272268,0.274551514,2.676217742264271,5.23929693737373e7,384.1276268118527,0.204005594,425.15387112647295,5.239079854392342e7,2977.435094073415,0.057919128,480.3285006508231,5.239010030680005e7,3730.8468469679356,0.057311206
14,610.6382084861398,5.239235169976659e7,1609.7635882615577,0.253904619,593.3213594928384,5.2392727038903914e7,1217.1076019451139,0.285494212,1.8613196089863777,5.2393115426457845e7,237.2600081342971,0.224275479,393.9338947311044,5.239072705146043e7,3017.7075806707144,0.059719679,425.14993987232447,5.238954986332752e7,4226.111758723855,0.059105959
15,583.9007727354765,5.239254311327559e7,1391.6126435145852,0.265210232,578.8015836253762,5.239262413781923e7,1305.4889107665513,0.309824167,1.3014970049262047,5.239321359739685e7,138.52924652356887,0.234467849,362.3267542347312,5.239099956473248e7,2713.5871681272984,0.06147932,393.9309339001775,5.239076736817147e7,2977.3879088014364,0.060905907
16,559.6281362771988,5.239231393628531e7,1596.5169973385637,0.288794034,553.1572246551514,5.239261645634352e7,1287.5260275087785,0.332680073,1.2282222509384155,5.239324325170827e7,108.80166034918511,0.256473623,337.4888370707631,5.2391205842904985e7,2482.471078455448,0.063217365,362.32427675276995,5.239069546534279e7,3017.6840803325176,0.062662247
17,537.5439667925239,5.239270777361682e7,1180.5954963409458,0.309424498,525.1802658289671,5.239245601934694e7,1419.9860652606585,0.343825288,1.1229616850614548,5.23933063853142e7,45.562793858814985,0.276811706,313.54092452675104,5.239107415976071e7,2590.20631018281,0.064970991,337.4865650162101,5.2390974735932544e7,2713.5757788419724,0.080579532
18,518.9424717873335,5.2392571985514514e7,1297.7821036454407,0.320050134,507.85300390422344,5.239249546700951e7,1363.2111407672055,0.36627873,1.0785959735512733,5.239329840429405e7,53.49944829073502,0.287594133,290.8349545225501,5.239157136881608e7,2070.291284814477,0.066701623,308.65727288275957,5.239117711492054e7,2482.3674987107515,0.081932858
19,500.1172008961439,5.239244244990378e7,1408.49244348699,0.35880784,492.47265961021185,5.239278241306143e7,1060.8847445449792,0.387800869,1.0376872271299362,5.239329717253747e7,54.69029612740269,0.307170074,274.06538870185614,5.239119763758002e7,2427.2529550492764,0.068478469,263.81714057922363,5.239035267426341e7,3261.9680235385895,0.083461956
20,484.2111119031906,5.2392503164318964e7,1331.8719393073698,0.381697732,477.82981596142054,5.2392639217096366e7,1189.4378659636131,0.398970809,1.0280307307839394,5.239332419075312e7,27.66242398187751,0.327441565,253.40381438285112,5.239183607007499e7,1768.1588857620955,0.070396983,240.09263598918915,5.23910248122867e7,2566.105495661497,0.085071136
21,474.467196367681,5.239289197730559e7,933.31503714883,0.415986781,464.4448002576828,5.239266457573262e7,1150.6942140073515,0.422445447,1.015749216079712,5.239333212683688e7,19.714058704441413,0.338661595,242.19908887892962,5.239164801363382e7,1945.0106014311314,0.072212503,227.18877861648798,5.2391741743077084e7,1836.270847901702,0.086699108
22,453.4021708741784,5.239276825549182e7,1035.97182542074,0.445435477,447.80587349087,5.239282765643507e7,970.9745847856975,0.433330553,1.007999062538147,5.2393332433714874e7,19.399430559424218,0.36027634,229.78415951877832,5.239214482678923e7,1435.7825166583061,0.073954876,216.32559613883495,5.239178079267628e7,1786.3580662310123,0.088288035
23,436.10718343406916,5.23924691287299e7,1317.80359990109,0.457764639,432.0927330031991,5.239275089903594e7,1032.018843431666,0.456041769,1.0060134381055832,5.2393335667340025e7,16.163819786161184,0.380802963,222.4908097013831,5.239190088071622e7,1672.4352398514748,0.075695951,205.95466542243958,5.239192694712495e7,1629.8326868414879,0.089716123
24,429.165852047503,5.239288982017656e7,890.1708218625281,0.480839365,420.0537221208215,5.239269790760332e7,1072.9712651649606,0.478461478,1.0039340257644653,5.23933407468476e7,11.082232792978175,0.392076998,212.41171274334192,5.239197073597185e7,1592.500887259841,0.077461146,186.8291850760579,5.23912731821187e7,2264.4722127467394,0.091391299
25,421.41558737307787,5.239286089836236e7,911.3423713847296,0.503885778,412.94614212214947,5.239294007890501e7,823.6923834858462,0.489785856,1.0027967914938927,5.239334631348822e7,5.514454937481787,0.414052557,204.18032813072205,5.239217037560687e7,1384.6298676282167,0.079303105,172.30968541651964,5.239191644603324e7,1606.688798546791,0.092869902
26,408.82224445044994,5.239284563813287e7,914.0092579462798,0.5149589,406.3970548585057,5.2392916156400464e7,841.0658007620368,0.512519048,1.0021118894219398,5.239334614298681e7,5.684271447360516,0.424080452,196.8251652494073,5.239189437167314e7,1653.2786384820938,0.0810227,160.74291567504406,5.2391649084493704e7,1862.48356834054,0.095078193
27,394.59789783507586,5.2392736998330705e7,1008.4247134969337,0.537838965,395.1269206777215,5.239296420020826e7,781.7518587825471,0.535066071,1.0013296380639076,5.239334450287843e7,7.3235975817078725,0.444462286,188.05975709110498,5.2392347717871994e7,1191.167031466961,0.082869321,149.98737590014935,5.2391983884507634e7,1516.9280146360397,0.096791395
28,383.28840608149767,5.23927818773678e7,952.2361846508575,0.56140199,378.05729470402,5.239269006187394e7,1038.8205671287724,0.546830632,1.0006526932120323,5.2393347829157546e7,3.9966415201779455,0.464733497,183.11967024952173,5.2392273261950195e7,1260.6828664243221,0.084744923,137.33783845603466,5.2391917222754784e7,1570.9402300417423,0.098434038
29,375.58794014155865,5.239300090066872e7,725.5124177950202,0.573330239,370.9424692168832,5.239293318107099e7,788.5865445953677,0.569431956,1.0004663243889809,5.239334998151004e7,1.844102653034497,0.47520346,177.95386888831854,5.239229720978014e7,1231.5692351162434,0.086620191,123.5521991699934,5.239168566247461e7,1788.714870929718,0.100087177
30,368.1494915485382,5.239283126085991e7,887.713778010977,0.598837721,364.26249434798956,5.239300616928952e7,708.9183511954616,0.591484909,1.000336930155754,5.239334970769651e7,2.1177867894875817,0.495066418,171.5113356783986,5.239222475235982e7,1297.5841222256422,0.088367072,113.4513046965003,5.2392130649759784e7,1333.6266912817955,0.10154237
31,361.53599002212286,5.2392877134396836e7,835.2267395570525,0.625933481,356.1571011021733,5.239283702394798e7,869.95829949365,0.601960608,1.0002387538552284,5.2393349606462345e7,2.218922782165464,0.514971289,166.77704989910126,5.239237014887711e7,1147.4533191621304,0.090156596,104.51339340209961,5.2391790125710495e7,1665.2128292769194,0.103367638
32,351.99869410693645,5.23929666178912e7,736.2059492798871,0.637329238,348.87426690757275,5.2392842484900616e7,857.2145126617397,0.622422506,1.0001806989312172,5.239334923585317e7,2.5894738935749047,0.525683743,161.35186698287725,5.239244254140593e7,1069.6356074213982,0.092110133,99.3453997373581,5.239220824046489e7,1241.930081218481,0.105145322
33,341.61279451847076,5.2392853846760854e7,838.591180036834,0.660117551,340.85920202732086,5.2393020976442434e7,670.7079059651005,0.642820471,1.0001138225197792,5.239334981898922e7,2.0062709721387364,0.546605697,158.0146659091115,5.239243180586925e7,1077.033943027258,0.093893886,93.16307098418474,5.239251325519583e7,930.7330215275288,0.106537188
34,334.19851849228144,5.239289165022016e7,793.373444696248,0.683173406,330.51841516047716,5.239282801764324e7,853.3259182839538,0.653589399,1.000073291361332,5.239335083264498e7,0.9925746830413118,0.568839453,152.99379856139421,5.23923479571477e7,1155.8617972284555,0.095645321,86.70098764449358,5.239213558374986e7,1301.9423841536045,0.108281941
35,329.4341467618942,5.2393016818388216e7,663.4409049122478,0.695662262,324.0445793867111,5.2392893438308924e7,781.4314168294659,0.674330542,1.0000550970435143,5.2393351037682645e7,0.7875188231118955,0.579022923,148.5693440437317,5.239244360697704e7,1055.7875133752823,0.097431824,81.99401316791773,5.239247645185657e7,956.3673029690981,0.109639325
36,325.86477568000555,5.23930216998252e7,654.9900968486909,0.718375563,319.88090348243713,5.239304069975473e7,630.0062951240689,0.695715195,1.0000358074903488,5.239335082711276e7,0.9980694193509407,0.599718231,144.222481533885,5.239242432041607e7,1070.7272118330002,0.099254766,76.90806867927313,5.239232662188013e7,1101.1113349199295,0.111421419
37,315.3006144538522,5.2392994281129286e7,671.8446315376204,0.741385014,316.0168516114354,5.239301835566309e7,648.4863348933286,0.706322084,1.0000236704945564,5.239335090789672e7,0.9172733210143633,0.620193276,140.58828864246607,5.239257462063977e7,916.7927952408791,0.101115669,73.29211714118719,5.239244715100218e7,976.9662613272667,0.113262304
38,307.63936433941126,5.239279213062271e7,866.3338879998191,0.752860465,307.420008584857,5.23930473912236e7,610.8539313524379,0.729151038,1.0000125393271446,5.239335089424792e7,0.9309109923779033,0.630279548,137.71987178176641,5.2392639434965774e7,849.1100523769855,0.102898962,70.40409161895514,5.23924361499023e7,985.0793356895447,0.115106039
39,303.4703703597188,5.2393057967141636e7,596.3283750907285,0.775506451,298.55127956718206,5.2392765686363354e7,883.6900625799899,0.740297237,1.0000091567635536,5.239335140490376e7,0.4202517664525658,0.651409403,135.55085379630327,5.239250226498254e7,984.1110176295042,0.104716647,66.6651531457901,5.239263403144092e7,783.4588585942984,0.116722307
40,298.8242337703705,5.239312603355773e7,523.615822408523,0.786985645,295.0822138786316,5.239305877503641e7,587.1323238384211,0.761205864,1.0000059083104134,5.239335131923729e7,0.5059149827575311,0.67198251,132.25623510032892,5.239268328150965e7,799.7998718172312,0.106459813,61.727761290967464,5.239239599832095e7,1016.5545867085457,0.118463354
41,293.09688725322485,5.239290480669446e7,739.115339162061,0.809695122,290.35653553158045,5.239308616028796e7,555.0213939402602,0.782072959,1.0000045076012611,5.239335151295179e7,0.31219908531056717,0.682961601,129.5786562934518,5.239261972155224e7,860.6822504252195,0.108201618,58.450572200119495,5.239259211376923e7,817.1619493365288,0.119979341
42,289.20831517875195,5.2392982372177996e7,657.6612835502019,0.832204246,286.2447949871421,5.239298813683204e7,648.9331093126093,0.792613075,1.0000027865171432,5.2393351477720216e7,0.3474289407604374,0.70301668,127.38168401271105,5.239269679486601e7,781.4119643718004,0.10996675,54.85679952800274,5.239254344862986e7,862.2333160340786,0.121809713
43,282.57684833556414,5.239304868543225e7,584.7165624605259,0.843705189,280.63886058330536,5.239300310160889e7,628.3623980639968,0.815327836,1.0000021234154701,5.239335159016933e7,0.2349791603628546,0.723872719,125.30157232284546,5.2392703460917406e7,772.6658012866974,0.111743821,52.704581305384636,5.239266233918152e7,741.1905461549759,0.12361425
44,276.3881830200553,5.239296499005182e7,662.2232775661978,0.866262924,275.88070084899664,5.239298644986132e7,640.2559858972672,0.836115975,1.0000016912817955,5.239335149544858e7,0.32969948259415105,0.734347795,123.11371459811926,5.2392652742480785e7,821.1963801831007,0.113639846,49.908151008188725,5.239272285918529e7,677.8741120845079,0.125006999
45,270.7846714258194,5.239291853849684e7,703.0713209606474,0.888452615,271.2263485863805,5.239310540818363e7,516.6433113295934,0.846337488,1.0000012889504433,5.239335153200919e7,0.2931384684634395,0.754989703,120.45406808704138,5.239268216295619e7,789.116258263588,0.115476773,46.63676989078522,5.2392473487648554e7,923.974267706275,0.12680921
46,268.03712920844555,5.239312737877754e7,491.4834980395972,0.89867392,266.7333358004689,5.239299326485934e7,624.2936228311155,0.867844576,1.0000005215406418,5.2393351499140725e7,0.32600616314448416,0.765020133,118.72572245448828,5.239274893744294e7,720.6134258806705,0.117762089,44.26563722640276,5.239266980308826e7,725.2876953333616,0.128139786
47,265.7905830591917,5.239309852151516e7,518.0942142696003,0.920783312,264.2611015290022,5.239314708093992e7,468.00530797819374,0.889128924,1.0000005438923836,5.239335157795782e7,0.24718909716466442,0.785468622,117.02178961783648,5.239277001742764e7,697.8295083492994,0.136337105,42.02916056662798,5.239257638405512e7,816.4702518135309,0.12996316
48,259.231481552124,5.239308048110937e7,529.5755185478483,0.941531018,259.4986165985465,5.239307516195203e7,535.1618109353003,0.899397488,1.0000003054738045,5.239335166057779e7,0.16456888359971344,0.806484544,115.24421393871307,5.2392660251242064e7,805.8181182444096,0.137950928,40.403474636375904,5.2392667773179844e7,723.4554411619902,0.13184731
49,253.6840224713087,5.239289095607604e7,713.5530928015942,0.952122632,253.87497884780169,5.239294992521698e7,654.7749082347145,0.920389605,1.0000002831220627,5.2393351651150614e7,0.17399603716330603,0.815981265,113.02608897536993,5.239278588808867e7,677.9631466716528,0.139563454,39.34122131019831,5.239287366023879e7,516.5061288923025,0.133227102
50,250.8089795783162,5.239309139219036e7,510.24193558702245,0.972902079,249.47512266784906,5.239294934937937e7,650.9508896687767,0.944205363,1.0000003799796104,5.239335165888827e7,0.16625848022522405,0.836289871,110.67097525298595,5.2392691433718644e7,770.0624029785395,0.141311381,36.8565729111433,5.2392566121577166e7,821.5601421147585,0.134960421
51,247.86572615802288,5.239316751904254e7,431.1718299894128,0.993839282,246.8863275051117,5.239311703364865e7,480.67782522412017,0.956413208,1.0000002160668373,5.239335165157285e7,0.17357373295817524,0.856844834,109.04613535106182,5.239270247356004e7,757.3977216780186,0.143094304,35.18340506404638,5.23929310308204e7,454.97773103415966,0.13623427
52,244.13478679209948,5.2393027765620835e7,567.1943123262026,1.005028628,243.2562516927719,5.2393122143186025e7,471.9382120402879,0.982789046,1.000000186264515,5.2393351607085414e7,0.21806114009814337,0.867018745,106.96698927879333,5.2392742405271314e7,715.3868643343449,0.144870023,33.21974050998688,5.23926734141737e7,710.6307131797075,0.138049277
53,239.29758916050196,5.2393020343974814e7,569.7787607198698,1.033172447,238.8295849338174,5.2393065401671045e7,524.2530602594488,1.006332675,1.0000001192092896,5.239335165462209e7,0.1705243950127624,0.887313842,105.2521516084671,5.239282268305542e7,633.394242554903,0.14659419,31.946952983736992,5.239296347721236e7,419.29488699138165,0.139326174
54,236.11777820438147,5.2393016537144594e7,570.4057799805305,1.060551842,233.90890777111053,5.23929022646167e7,682.469437441614,1.018235866,1.0000000968575478,5.2393351688052416e7,0.13709405023837462,0.907883252,103.40000474452972,5.239272762655892e7,726.5985921919346,0.148268393,29.905903458595276,5.239268527024438e7,695.4608054459095,0.141104615
55,232.51925470679998,5.239310637949447e7,476.96490660397103,1.07114975,232.02077896147966,5.2393164400927834e7,418.4449974964373,1.041421242,1.0,5.239335166822428e7,0.1569220854435116,0.917953727,101.99876964092255,5.239284899696765e7,603.8269483596087,0.150058918,28.583134196698666,5.239290174077733e7,477.6675032377243,0.142442189
56,228.88451594859362,5.239300327058865e7,576.4390736680361,1.092880076,228.78364660590887,5.239310566668743e7,473.94210554810707,1.063237675,1.0000000447034836,5.239335171647929e7,0.10866712697315961,0.939228406,100.72973956912756,5.239289957845406e7,551.976431876421,0.151857432,27.397126123309135,5.2392820790532224e7,557.4317402690649,0.144302055
57,226.98432392627,5.2393184577349864e7,393.232120434579,1.113787856,224.56183183193207,5.239305798797685e7,517.3990013490547,1.074451159,1.0000000223517418,5.2393351662323825e7,0.16282256657723337,0.960256998,99.8111736997962,5.239283080620974e7,619.8301103264093,0.15362196,26.717560291290283,5.239286824734246e7,509.2953642010689,0.146074131
58,223.76928474754095,5.239312922830595e7,445.3661251637968,1.124463393,221.8106798157096,5.239311303096785e7,459.6048583405209,1.097558365,1.0000002160668373,5.23933517075113e7,0.11763528955634683,0.970915077,98.39292476326227,5.2392862452690005e7,586.7653811275959,0.155446587,25.938602969050407,5.239297375566422e7,403.00808511674404,0.147549865
59,219.6761617437005,5.239304491202008e7,525.5892880317406,1.145969138,219.80920078605413,5.239311203070019e7,458.6036469620303,1.109133005,1.0000000447034836,5.239335166287919e7,0.16226722521241754,0.991832199,97.10679320991039,5.239285768118588e7,590.2507537007332,0.157202882,24.078575037419796,5.239274747639863e7,627.4273227751255,0.149321706
60,216.9706058949232,5.239305396268975e7,513.8330625177477,1.167288769,216.6270783394575,5.23931346703644e7,432.7818603059277,1.13123045,1.0000000447034836,5.239335171186971e7,0.11327670712489635,1.002212612,95.6737782433629,5.239284588260968e7,600.616314932704,0.158967969,23.23369700461626,5.2392981809070915e7,392.24977245926857,0.150593111
61,214.78099012374878,5.239312408802678e7,441.51810971845407,1.178402198,213.71965532004833,5.2393048402920276e7,516.1418814170756,1.154169684,1.0,5.23933516707494e7,0.1543969624908641,1.022734943,94.53472676128149,5.239286251492421e7,582.8449489176273,0.160743877,21.99067959934473,5.239282224217968e7,550.5736462920904,0.152536964
62,212.10156548023224,5.239313345245823e7,429.4742536181584,1.19983751,210.74988005310297,5.239315695371093e7,404.621315497905,1.164845817,1.0000000670552254,5.239335172946597e7,0.09568047052016482,1.043948929,93.3872241973877,5.239293491248978e7,509.2998807877302,0.16254469,21.08195488154888,5.239296957110519e7,402.3359960615635,0.153791751
63,208.83689320087433,5.2393093350790374e7,466.31124919780996,1.221063749,208.00260446220636,5.239307973642819e7,479.0913226447883,1.185284558,1.0000000223517418,5.239335170057521e7,0.12457118189195171,1.054406538,92.44192308932543,5.239285061758906e7,592.6494804024696,0.164650916,20.315871357917786,5.239286456229489e7,506.5787228345871,0.155637839
64,205.48927817493677,5.239300364865955e7,552.6657649980625,1.231951677,205.22850620746613,5.239304930005756e7,506.75359501317143,1.205978749,1.0000000670552254,5.239335166336962e7,0.1617768174619414,1.07553475,91.30074615031481,5.239291227350566e7,529.8523868620396,0.166385678,19.72563300281763,5.23929877063466e7,382.8444327712059,0.156951724
65,203.88566110283136,5.2393159894472584e7,394.81633488542866,1.253125833,203.26614527404308,5.239309334276934e7,460.7485223043477,1.215992388,1.0000001639127731,5.23933517125893e7,0.11255723179783672,1.096145766,90.45130918174982,5.239296496606566e7,476.3103898912668,0.16813054,18.844613052904606,5.2392869847145736e7,499.82261368632317,0.158797488
66,201.2001513466239,5.23931432946491e7,408.7306486138841,1.264185195,201.29459869861603,5.2393152885873206e7,399.23387186363107,1.236999592,1.0,5.2393351652549334e7,0.17259703419404104,1.106721194,89.35751707106829,5.2392793107461214e7,647.0752022266388,0.169852768,18.007303953170776,5.239298173381015e7,387.09864017367363,0.160371979
67,198.79672791808844,5.239306498778183e7,484.6340924554388,1.285789317,197.00786781311035,5.239310147329103e7,446.3597231506719,1.257537982,1.0000000223517418,5.239335171782649e7,0.10731989901978523,1.127814953,88.12259404361248,5.239295663367704e7,482.3140633702278,0.171630119,17.22845008224249,5.239294638624285e7,421.6673536002636,0.162160682
