iter,CBCFW_pgap,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_pgap,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_pgap,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_pgap,FFW_dual,FFW_dgap,FFW_time,FAFW_pgap,FAFW_dual,FAFW_dgap,FAFW_time
1,68538.54472553753,1.6658078940668027e6,383712.2611490679,0.0,71478.47714388627,1.654747988102415e6,397712.0995318042,0.0,71478.47714388627,1.654747988102415e6,397712.0995318042,0.0,217658.1235498304,1.8009276345083597e6,397712.09953180375,0.0,217658.1235498304,-Inf,Inf,0.0
2,27154.959860007977,1.8241561543319207e6,183980.41601842036,0.002220343,25983.64082181896,1.8129470624335527e6,194018.18887859932,0.002035446,25983.64082181896,1.8129470624335527e6,194018.18887859932,0.005883676,69663.52880359697,1.873915875946316e6,176729.2633476141,0.00259705,69663.52880359697,1.6529330397621263e6,397712.09953180375,0.002504768
3,16644.627041234868,1.9196359338492502e6,77990.30368231767,0.003858071,13399.384974209359,1.9083446781996563e6,86036.31726488614,0.00377599,13399.384974209359,1.9083446781996563e6,86036.31726488614,0.007449601,28904.11263669259,1.9250700877016266e6,84815.63542539906,0.004208554,28904.11263669259,1.8331564597794116e6,176729.2633476141,0.004271415
4,10760.109830988338,1.933795252412027e6,57946.467909294355,0.005392266,7469.502889191965,1.9312081031068268e6,57243.0102726983,0.005225439,9470.533201419516,1.9332091334190543e6,57243.0102726983,0.009087662,17502.399658389622,1.9378325007247669e6,60651.50942395581,0.005765157,17502.399658390088,1.913668374723324e6,84815.63542539906,0.006179834
5,6670.703830722021,1.9430100577704879e6,44642.25655056731,0.020373893,4640.0255381565075,1.9465049542885462e6,39116.681739943364,0.006786973,4827.164356565336,1.9433534197389442e6,42455.35510795415,0.010312265,10631.478870133637,1.9503711417241762e6,41241.94763629045,0.007335379,12414.19306241232,1.932744294128789e6,60651.509423956275,0.006786816
6,5017.348699947586,1.9576186019441914e6,28380.35724608932,0.021916723,3516.406090867007,1.9594051184146125e6,25092.898166587693,0.019204793,2023.6779376107734,1.943738196881358e6,39267.09154658567,0.011272073,7539.4390765714925,1.9594761366730686e6,29044.91289383592,0.008911229,5403.877991131274,1.9234593515448808e6,62926.136936583556,0.009181761
7,4489.835300968261,1.969276053976872e6,16195.39181442943,0.023547533,3149.9152977957856,1.970290580767833e6,13840.94502029597,0.020785906,771.5761469209101,1.9547237861692565e6,27029.400467997446,0.012928454,5983.64393066871,1.9719070292067002e6,15058.225214301609,0.01054016,2757.616519744275,1.9439784807605068e6,39760.74624957051,0.011463991
8,4050.2595549130347,1.970458593374692e6,14573.276670554158,0.025203238,2882.296099184314,1.9724637026521442e6,11400.203937373211,0.022230456,444.51726872916333,1.9692443174309107e6,12181.810328151507,0.017738583,5394.484913368011,1.9690139577453774e6,17362.137658323627,0.012128588,1220.8260543646757,1.9546669266801998e6,27535.50986449793,0.013205273
9,3655.4370706102345,1.9729419748577366e6,11695.072703206708,0.028498689,2562.290065994719,1.9737431893474981e6,9800.711208829685,0.023700524,268.73100049677305,1.9718103497577952e6,9439.991733034694,0.019454596,4591.401662683347,1.969339360852526e6,16233.651300490368,0.013829097,920.4866623452399,1.9696856266944432e6,12216.470458235126,0.014979649
10,3329.4609921958763,1.9732285174957495e6,11082.55398677953,0.044331431,2244.3805473584216,1.9730746461874582e6,10151.34485023332,0.025251624,129.15097369416617,1.9752852644366766e6,5825.497027350619,0.021051502,4100.536574032856,1.971463901772018e6,13618.245292347856,0.015544244,656.8772952945437,1.9723631585301883e6,9275.329255439341,0.016654939
11,3101.806852298556,1.9742786290994016e6,9804.788243230083,0.045883331,2111.29446187499,1.9761424887324313e6,6950.416219776671,0.037229591,78.25605439743958,1.977492233663713e6,3567.632881017431,0.022522923,3744.7227415365633,1.9757224494383195e6,9003.883793550078,0.017188312,462.5853270741645,1.9718033760206127e6,9640.81979679456,0.018401381
