iter,CBCFW_pgap,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_pgap,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_pgap,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_pgap,FFW_dual,FFW_dgap,FFW_time,FAFW_pgap,FAFW_dual,FAFW_dgap,FAFW_time
1,176544.89558689296,1.2904110301244704e7,1.3954679460047144e6,0.0,175299.89973694645,1.2885146522029255e7,1.4131867293702173e6,0.0,175299.89973694645,1.2885146522029255e7,1.4131867293702173e6,0.0,778526.2320299502,1.3488372854322258e7,1.4131867293702178e6,0.0,778526.2320299502,-Inf,Inf,0.0
2,76439.25562074967,1.3662511224554555e7,536961.38272872,0.00699322,73546.2596170064,1.3657080627776314e7,539498.9835032196,0.007286947,73546.2596170064,1.3657080627776314e7,539498.9835032196,0.007159522,192141.26223343052,1.378063968986125e7,534534.9240347072,0.008041208,192141.26223343052,1.2901987884525739e7,1.4131867293702178e6,0.008859434
3,42909.9184397459,1.3894017399901124e7,271925.8702011489,0.013729577,41825.656758895144,1.3901165126075424e7,263693.8823459975,0.020109652,41825.656758895144,1.3901165126075424e7,263693.8823459975,0.01408458,89767.02741781063,1.394800630745107e7,264794.0716292672,0.015366171,89767.02741781622,1.3678265455045635e7,534534.9240347072,0.015260805
4,30614.96200109087,1.4007529123027468e7,146119.19063614937,0.030422503,27733.864211475477,1.3998328245648684e7,152438.97022531764,0.026793738,28420.76741116494,1.3999015148848373e7,152438.97022531764,0.020863949,58585.0720341187,1.4004258395860434e7,177360.02783621103,0.022462691,58585.07257408835,1.3916824355606377e7,264794.06863023713,0.021808442
5,23982.14851422794,1.4045143405831873e7,101872.09434488125,0.036898601,21794.62098013051,1.4049583317363009e7,95244.65527964744,0.033428643,17711.622971832752,1.4004638396285519e7,136106.57834883884,0.025296042,36054.15646966733,1.402875528230358e7,130332.22582861409,0.028892268,42465.22207231261,1.398813853003494e7,177360.04369989783,0.024543293
6,18674.500497804955,1.406218638789144e7,79521.46426889044,0.043801972,16769.972184991464,1.4061016752539717e7,78786.57130780071,0.039947899,12272.55930393003,1.4042165163488073e7,93140.74747838208,0.03183473,28091.42843147181,1.4064298959202625e7,86825.82089137286,0.036148508,22997.82530084066,1.3980054445007976e7,165976.73195539042,0.030989923
7,16086.12562264502,1.4085765004242176e7,53354.47304299509,0.055127714,14223.142630362883,1.407981618785773e7,57440.306435158476,0.046768003,8623.935744209215,1.406586268005418e7,65794.6073525555,0.045072715,24258.449649034068,1.4082865989743214e7,64425.811568345875,0.043048209,15309.785214329138,1.4008816070033312e7,129527.0668435432,0.03896582
8,14050.253919040784,1.4088604823171204e7,48478.7824103625,0.072478954,12265.527832599357,1.408941286116369e7,45886.01833143411,0.053190849,6734.027450332418,1.4089229196596889e7,40538.1825159688,0.051550555,20626.20501267165,1.4079583895443996e7,64075.66123120114,0.050134833,11826.661533089355,1.4051293930478252e7,83566.08271736279,0.045101708
9,12491.167742403224,1.4095790028462553e7,39734.4909423755,0.089905824,11076.171618444845,1.4097425214871323e7,36684.308409648365,0.059416445,5549.140004014596,1.4096876707166843e7,31705.784499696805,0.058075172,18010.52451223135,1.4086612517539771e7,54431.35863498598,0.057591391,9171.430953891948,1.4076792468493916e7,55412.31412250176,0.051323809
10,11371.132694495842,1.4105159202613207e7,29245.28174381517,0.114927888,10118.330836355686,1.4104426176318122e7,28725.50618075952,0.072442931,4456.998918442056,1.4094572037350558e7,32918.31323041103,0.063046878,16349.868743123487,1.4089359640851758e7,50023.57955389097,0.064088262,8080.734945723787,1.408678669372464e7,44327.39288360998,0.057623945
