iter,CBCFW_pgap,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_pgap,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_pgap,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_pgap,FFW_dual,FFW_dgap,FFW_time,FAFW_pgap,FAFW_dual,FAFW_dgap,FAFW_time
1,173444.0645242706,3.0924377538919758e7,1.853636747597005e6,0.0,173429.1058545485,3.093635810832508e7,1.841641219521962e6,0.0,173429.1058545485,3.093635810832508e7,1.841641219521962e6,0.0,1.2804384552280903e6,3.2043367457698613e7,1.8416412195219696e6,0.0,1.2804384552280903e6,-Inf,Inf,0.0
2,63401.47604845837,3.2105763154955428e7,562208.5430855227,0.003619029,64097.41091989353,3.2102449737847045e7,566217.89506534,0.042355409,64097.41091989353,3.2102449737847045e7,566217.89506534,0.003868012,190674.04697532952,3.217665172879319e7,618592.5401746333,0.040552018,190674.04697532952,3.0953603049445853e7,1.8416412195219696e6,0.04105541
3,29035.049350965768,3.2373299422194272e7,260305.84914918744,0.017497317,29863.466968823224,3.2376719312769644e7,257714.376191671,0.048223731,32988.04588058218,3.2379843891681403e7,257714.376191671,0.037681766,68394.60908987746,3.240470540996659e7,268259.4211157784,0.044461454,68394.60908988863,3.2054372290907748e7,618592.5401746333,0.045032972
4,12205.791496291757,3.245090847339324e7,165867.54009554582,0.045169195,12947.880144573748,3.2451738617162067e7,165779.4849749999,0.069174351,13562.541561305523,3.243586845088592e7,182264.31266787497,0.043051509,33726.15232761204,3.2468563308659174e7,169733.06566093117,0.048388782,68394.60908988863,3.2404705409966618e7,268259.4211157635,0.046173791
5,7791.194776762277,3.252821993041097e7,84141.4863582846,0.055226009,8593.397253800184,3.2530460992817905e7,82702.6264283869,0.075375659,8586.387331858277,3.2525617120175928e7,87539.48914842284,0.049158236,16143.852076973766,3.2528627359618593e7,92086.71445087343,0.052899791,33726.15232759714,3.2370036953204326e7,268259.4211157635,0.050105383
6,5315.246686592698,3.2553205162949402e7,56680.30572968186,0.09063731,6038.125090017915,3.2552755274932012e7,57853.07215049898,0.081289103,5240.4966250658035,3.2545709231977317e7,64101.486640241,0.06755023,11234.522285282612,3.25430090744967e7,72795.66978107393,0.057076975,16143.853112425655,3.2450981015748177e7,169733.0593567416,0.054363154
7,3797.332389034331,3.2567786792466093e7,40580.76191543299,0.09638637,4253.141752302647,3.2566441224621072e7,42382.13912372349,0.104331377,3533.1586770564318,3.256454891716353e7,43554.46350602119,0.072620666,7432.072263337672,3.255814021476408e7,53862.079491749406,0.061156585,11234.523081626743,3.2523718028235953e7,92086.71683816612,0.058644685
8,2937.9143424630165,3.257644139991743e7,31066.736417523585,0.102680086,3343.3357062004507,3.2575442297116887e7,32471.260581806884,0.110150699,2228.036616779864,3.2572946286318798e7,33851.972290473874,0.078392909,5672.039624739438,3.256941526660231e7,40826.99501492083,0.065214706,7432.070775523782,3.253920659866511e7,72795.69410290569,0.062716575
9,2498.8229218125343,3.258824799790573e7,18821.047008574707,0.122204098,2875.5919454842806,3.258804254987139e7,19403.264066587784,0.127692246,1440.2976902611554,3.2583465263569392e7,22545.256113362382,0.096024953,4295.374303568155,3.2578622901095804e7,30242.695200257003,0.069742993,5672.038235332817,3.2556380182243418e7,53862.077984407544,0.06693156
10,2234.168065752834,3.2591433847961374e7,15370.542096873629,0.128009868,2538.0889790058136,3.259062331569953e7,16484.995271969237,0.133584238,1040.8560748584569,3.259051551785026e7,15095.560217090067,0.101766845,3583.819750417024,3.2580094814506475e7,28059.227236434817,0.073852422,4295.373885169625,3.2568038616202064e7,40826.97967559844,0.071234462
11,1991.116249050945,3.259452564559195e7,12035.692649596254,0.14011204,2259.7679036855698,3.259325748228711e7,13572.507609068532,0.13950439,809.2262718938291,3.2593312054321423e7,12067.39394296403,0.111412853,2850.221349850297,3.2581691660415374e7,25728.78292696923,0.077932041,3583.8192103654146,3.257791134326914e7,30242.697933718562,0.075442648
12,1750.205083526671,3.259452467834366e7,11795.748732359847,0.146275791,2042.5305594578385,3.259516340195329e7,11449.350598658435,0.150504852,656.0260605104268,3.2595686119978398e7,9540.128074603505,0.11716359,2323.1035655513406,3.258941456632524e7,17478.75923280418,0.082268775,2850.21935261786,3.2579361184673853e7,28059.256671257317,0.07948837
13,1605.330529667437,3.259675949501671e7,9416.057505450444,0.152282879,1884.9224355481565,3.2596393461911935e7,10061.68251610652,0.15644909,526.2995681762695,3.2596111513369612e7,8985.008191056899,0.122694867,1984.481188800186,3.258945213666058e7,17102.56652071327,0.086278015,2323.1025424152613,3.2581164566310167e7,25728.758224740624,0.083655789
14,1488.28503395617,3.2598028297279727e7,8030.209746722481,0.162583292,1760.5939727202058,3.2597780984727096e7,8549.831238116836,0.166861027,422.2408493049443,3.2598381943124507e7,6610.519717289251,0.133007778,1706.760203447193,3.25881863129022e7,18090.6692937389,0.090347913,1984.4797616004944,3.2589075931631997e7,17478.770122095942,0.088062903
15,1382.5643931999803,3.259880985444316e7,7142.93194253312,0.168664256,1662.3914598971605,3.2598810785891898e7,7421.827560490929,0.172727058,306.4564890265465,3.259859615709387e7,6280.521387649351,0.138842114,1455.435648906976,3.2589054392843027e7,16971.264798372984,0.094675459,1706.7585613131523,3.2589174407145396e7,17102.573408409953,0.092126524
16,1316.254020024091,3.25993232630185e7,6563.212994017871,0.178936237,1583.3808774128556,3.2599567323694956e7,6586.279174949741,0.179127384,214.5564717054367,3.2598860995269924e7,5923.783194275573,0.144451787,1240.124353852123,3.259446021166629e7,11350.134680055082,0.098855979,1455.4362070336938,3.258793507031163e7,18090.587887898088,0.096315999
17,1254.0652617104352,3.2599901612071972e7,5922.675182230887,0.184851141,1502.4019242674112,3.259959707145943e7,6475.552457329584,0.189438104,155.47697631269693,3.2599932665658865e7,4793.033309940132,0.154302864,1110.277018275112,3.259479398841873e7,10886.51059203595,0.102975661,1240.1266505122185,3.2588839154159755e7,16971.19448325038,0.1006157
18,1169.846111729741,3.2599964667146903e7,5775.400957320584,0.191159132,1433.1507876887918,3.2599983793016933e7,6019.5797632467,0.195442134,115.64103138446808,3.260038728857098e7,4298.574452895322,0.160349275,1007.4113615304232,3.259613807573823e7,9439.557615794241,0.107130681,1110.279531314969,3.2594330376577176e7,11350.124946631491,0.104639304
19,1119.185307648033,3.2601003213969097e7,4686.193331043934,0.201431899,1375.586566556245,3.2601260000380293e7,4685.808178757317,0.205776867,95.12541295588017,3.2601998348605726e7,2666.9987997222925,0.170376629,928.4876663573086,3.259721457773183e7,8284.131927020848,0.111564846,1007.4135023020208,3.259469110487209e7,10886.530622705817,0.108694333
20,1057.3401169776917,3.2600688559910163e7,4939.002199306386,0.207761178,1315.4280675053596,3.2600814401048258e7,5071.249011738226,0.21190326,82.1980633996427,3.260256174006427e7,2090.679991620593,0.176214879,874.087039925158,3.2596345666093253e7,9098.642939165235,0.115714691,928.4876430183649,3.2596059020437725e7,9439.689197786152,0.128943344
21,999.5871306657791,3.2600749118674576e7,4820.690448583569,0.218832664,1253.9402731917799,3.2600472249958493e7,5351.91230719327,0.218144578,66.74587541818619,3.2602595360823907e7,2041.6070440026233,0.181843361,784.6826208718121,3.259806042509905e7,7294.479514315724,0.119780639,872.6449476368725,3.2597158627696913e7,8284.239243216813,0.132220911
