iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,14628.246330916882,-5.5829072129452504e7,5.584370037578342e7,0.0,14961.60552623272,-5.582670668692962e7,5.584166829245585e7,0.0,14961.60552623272,-5.582670668692962e7,5.584166829245585e7,0.0,2.7662485067039445e7,-2.8179183225416414e7,5.584166829245586e7,0.0,2.7662485067039445e7,-Inf,Inf,0.0
2,10171.275759160519,-308435.69897570496,318606.9747348655,1.638863909,10171.205861854554,-312397.68670586037,322568.8925677149,0.507220181,10170.70799459219,-312398.1845731227,322568.8925677149,0.305037019,25913.773173916343,-526778.335951749,552692.1091256654,1.10478934,25913.773173916343,-5.5815754519281946e7,5.584166829245586e7,1.136117374
3,8947.787396323682,-160889.8001509686,169837.5875472923,3.222167777,8949.032049512864,-159900.95577610735,168849.98782562022,1.057720571,8948.847339451313,-160895.39592031206,169844.24325976337,0.598488409,13540.057689952851,-254683.2051483008,268223.26283825363,2.210365484,13540.057689976693,-539152.0514356887,552692.1091256654,2.237999577
4,8613.15290797949,-79950.46257991563,88563.61548789512,5.018612612,8608.957189643383,-79267.10984177463,87876.067031418,1.449290853,7032.628840100766,-80942.35819578884,87974.9870358896,0.911084989,10344.924306917192,-127517.93604519418,137862.86035211137,3.304532285,10344.924967575074,-257878.30946529616,268223.2344328712,3.345512928
5,8510.145558083057,-39731.11677997016,48241.26233805322,7.576464614,8510.392038917542,-39727.59360010565,48237.98563902319,1.955196436,5701.304419529439,-167382.95828318543,173084.26270271488,1.212064854,9468.788088023663,-63531.56329667538,73000.35138469904,4.409570082,9156.58222796917,-128706.51362896618,137863.09585693534,4.408083847
6,8483.115205931665,-15989.69085245051,24472.806058382175,9.547242654,8483.352750849725,-16786.8544725997,25270.207223449426,2.578545784,5332.635770940781,-86010.92175323558,91343.55752417636,1.52818722,9224.21337966919,-31899.216943845473,41123.430323514665,5.510886281,7891.99390718937,-158185.25778622134,166077.2516934107,5.508101464
7,6172.53249219656,-13118.448026776963,19290.980518973523,11.399381347,6177.58330732584,-13497.649935373374,19675.233242699214,3.211517412,4738.598096096516,-46290.63289640681,51029.230992503326,1.805130821,9143.534255826473,-13368.326914211788,22511.86117003826,6.621319567,6616.022313213349,-82137.64237475742,88753.66468797077,6.564899062
8,5313.9548468709,-133720.7990087908,139034.75385566172,12.946788642,5322.84265986681,-132309.72850124483,137632.57116111164,3.716433538,4309.891846203805,-94134.52924563659,98444.42109184038,2.076026984,9119.358367276192,-11423.627052778062,20542.985420054254,7.785027919,5421.984823977948,-156523.29753580238,161945.28235978034,7.659995418
9,5065.512343847752,-69170.31081482023,74235.82315866798,14.596135959,5073.258842682839,-69357.72150060936,74430.9803432922,4.197347906,3819.277632367611,-50720.98797572275,54540.26560809036,2.347414803,6498.884715688229,-136206.14827462117,142705.0329903094,8.851103074,5077.494697129727,-81786.63016531552,86864.12486244526,8.770924936
10,4989.255151665211,-35611.74901335563,40601.00416502084,16.508297885,4996.073314857484,-36388.580200177836,41384.653515035316,4.739435489,3380.268725681305,-95461.9793570814,98842.24808276272,2.654004448,5578.323691725731,-71650.83104518634,77229.15473691207,9.939298847,4488.835219871998,-42913.34260831695,47402.17782818894,10.295929505
