iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,1.6166208861826545e8,1.6274159341642258e8,1.5702095490342185e8,5.720638513000735e6,0.0,1.6274314704829857e8,1.5701083279223603e8,5.732314256062541e6,0.0,1.6274314704829857e8,1.5701083279223603e8,5.732314256062541e6,0.0,1.6508154991875124e8,1.5934923566268873e8,5.732314256062508e6,0.0,1.6508154991875124e8,-Inf,Inf,0.0
2,1.6166208861826545e8,1.6221360026485816e8,1.59739392582554e8,2.474207682304145e6,0.063239925,1.6221473139475486e8,1.5974066986344746e8,2.474061531307387e6,0.061788625,1.6221473139475486e8,1.5974066986344746e8,2.474061531307387e6,0.030081455,1.629055066025839e8,1.6027571206886935e8,2.629794533714533e6,0.079822226,1.629055066025839e8,1.5717319234652138e8,5.732314256062508e6,0.081955326
3,1.6166208861826545e8,1.6199356519607407e8,1.6055432154339075e8,1.439243652683306e6,0.15040417,1.6199305539893162e8,1.60545385884452e8,1.4476695144796371e6,0.08032138,1.6199305539893162e8,1.60545385884452e8,1.4476695144796371e6,0.049232724,1.6231024578393292e8,1.607459579165818e8,1.5642878673511147e6,0.124650741,1.623102457839329e8,1.5968045125021836e8,2.629794533714533e6,0.126465437
4,1.6166208861826545e8,1.618787349881691e8,1.6088938488406485e8,989350.1041042376,0.267805227,1.6187839107791921e8,1.6088958742192924e8,988803.6559899608,0.09797982,1.6187839107791921e8,1.6088958742192924e8,988803.6559899608,0.065754589,1.6205980493290818e8,1.6100469237245744e8,1.0551125604507327e6,0.16954131,1.6205980493290818e8,1.6049551706555712e8,1.5642878673510551e6,0.172015721
5,1.6166208861826545e8,1.618138101163845e8,1.610895727670239e8,724237.3493606136,0.359716539,1.6181363551258618e8,1.6108890513006192e8,724730.3825242552,0.158642902,1.6181307053701058e8,1.6108834015448633e8,724730.3825242552,0.083985523,1.6193347404658005e8,1.6113035720071068e8,803116.8458693624,0.214282806,1.6193347404525104e8,1.6087836147750375e8,1.055112567747295e6,0.218480223
6,1.6166208861826545e8,1.6177795061648408e8,1.6124676637095255e8,531184.2455315259,0.432887873,1.6177771249910808e8,1.612468692289189e8,530843.2701891591,0.178826882,1.617667619893743e8,1.6119056771690112e8,576194.2724731853,0.101402778,1.6185248626777115e8,1.612600783464891e8,592407.921282053,0.258796654,1.6185894554080164e8,1.6105582869396436e8,803116.8468372822,0.244609407
7,1.6166208861826545e8,1.6175560664728284e8,1.6134798353394982e8,407623.11333300546,0.514067222,1.6175571041501305e8,1.6134898525968954e8,406725.1553235012,0.196129397,1.6173611223573127e8,1.6124683977048796e8,489272.46524329484,0.117202382,1.618109229228295e8,1.6136389332955348e8,447029.59327602386,0.30427563,1.6178631417683107e8,1.6101825698098922e8,768057.1958418489,0.290494628
8,1.6166208861826545e8,1.6174100019399068e8,1.6141135040564117e8,329649.7883494976,0.624369781,1.6174098382015273e8,1.6140891300238e8,332070.81777273025,0.213157836,1.61716301492887e8,1.6133083891891396e8,385462.5739730266,0.136737665,1.61786584996477e8,1.614184802723477e8,368104.7241293192,0.35005535,1.61750469415929e8,1.611967534328027e8,553715.9831262827,0.335848046
9,1.6166208861826545e8,1.617297725530467e8,1.6144511898779073e8,284653.5652559642,0.710264223,1.6172960365674606e8,1.6144425039277765e8,285353.2639684146,0.230283019,1.6170381957162142e8,1.6140148384674227e8,302335.72487914236,0.185450444,1.617679309726548e8,1.6143093400862768e8,336996.96402710676,0.421686556,1.6172937486277795e8,1.6131053642631656e8,418838.43646138906,0.382130264
10,1.6166208861826545e8,1.617209379118768e8,1.6148529504897356e8,235642.86290324898,0.803125852,1.6172080066880882e8,1.614859598249345e8,234840.84387429524,0.247693853,1.6169446095769197e8,1.614418441236846e8,252616.83400735818,0.205620676,1.6175205731847358e8,1.6147001538599658e8,282041.9324769974,0.466908508,1.617147850286369e8,1.6138823887650934e8,326546.15212756395,0.42720037
11,1.6166208861826545e8,1.6171390397655255e8,1.614973182980528e8,216585.6784997643,0.896603662,1.6171377099864814e8,1.6149763911893547e8,216131.87971267197,0.270346199,1.6168811975144613e8,1.6147914256422442e8,208977.1872217022,0.223331965,1.6174183142857707e8,1.6148750989934796e8,254321.52922910452,0.512287504,1.617037955717612e8,1.614157357860427e8,288059.7857185006,0.474085
12,1.6166208861826545e8,1.617083038325547e8,1.6151740751041016e8,190896.32214455074,1.029689511,1.617081737577218e8,1.615182490285809e8,189924.72914092196,0.318418947,1.6168304328508684e8,1.615001465794259e8,182896.7056609355,0.241542257,1.6173271646322948e8,1.6150978387193388e8,222932.59129559994,0.557106456,1.6169586050500774e8,1.614508178583209e8,245042.64668685198,0.520180789
13,1.6166208861826545e8,1.6170430901672426e8,1.6154680598105833e8,157503.0356659172,1.10249369,1.617041563233161e8,1.6154630065996948e8,157855.66334661376,0.336328721,1.616788835581691e8,1.6152164049691972e8,157243.0612493856,0.259433082,1.6172614653557134e8,1.615195287252807e8,206617.81029063463,0.602380115,1.6168951326291943e8,1.6147427049545318e8,215242.76746624708,0.56714446
14,1.6166208861826545e8,1.6170072974657184e8,1.615593981203632e8,141331.62620861921,1.192014159,1.6170057663843915e8,1.6155918367773336e8,141392.96070579346,0.354171503,1.6167582535570866e8,1.6153855203647074e8,137273.31923790742,0.276300002,1.61719823382424e8,1.6153086936333108e8,188954.01909291744,0.65001771,1.616852216608092e8,1.6150526331606725e8,179958.3447419405,0.612481567
15,1.6166208861826545e8,1.6169796121515632e8,1.6156348227686185e8,134478.93829447404,1.278832633,1.6169749841125652e8,1.6156117020959306e8,136328.20166346338,0.372077413,1.6167361470275995e8,1.6155974341276416e8,113871.28999579139,0.292430984,1.617143294894161e8,1.6153393101798716e8,180398.47142893076,0.697658403,1.6168202821045992e8,1.6152734366524503e8,154684.54521489143,0.659132865
16,1.6166208861826545e8,1.6169510604149818e8,1.615673305009389e8,127775.54055929976,1.376603499,1.6169490781605273e8,1.615659753147449e8,128932.5013078549,0.389966235,1.6167185159970632e8,1.6156958139481622e8,102270.20489009377,0.337502356,1.6170959895146853e8,1.6154904900297374e8,160549.94849479198,0.742595704,1.6167896050779963e8,1.6154273513440382e8,136225.3733958006,0.703923041
17,1.6166208861826545e8,1.616924256968238e8,1.6157110723349804e8,121318.46332576126,1.471102537,1.6169227393027988e8,1.6157087243219167e8,121401.49808821548,0.407841711,1.6167041975001356e8,1.6158743400965932e8,82985.74035423249,0.356857188,1.6170559677619803e8,1.6155379685522532e8,151799.9209727049,0.789869889,1.6167659910666385e8,1.6154604705875733e8,130552.04790651798,0.748341293
18,1.6166208861826545e8,1.6169024310517874e8,1.615780099966531e8,112233.10852562403,1.556827771,1.616901150154774e8,1.6157738143372473e8,112733.58175267046,0.426188487,1.616690847043687e8,1.6158701289034966e8,82071.81401905138,0.374563536,1.617025754667277e8,1.6156083007412115e8,141745.39260655642,0.834227126,1.6167476443732253e8,1.6155777089984897e8,116993.53747355938,0.792711771
19,1.6166208861826545e8,1.6168877140905362e8,1.6159252829370102e8,96243.1153526036,1.647429217,1.6168865806464994e8,1.6159244657574016e8,96211.4889097684,0.47347657,1.6166789735493204e8,1.615911357326953e8,76761.62223672774,0.391506537,1.6169963364528704e8,1.6158297608034384e8,116657.56494319439,0.880097065,1.6167273676218164e8,1.6156076402245474e8,111972.73972690105,0.838092823
20,1.6166208861826545e8,1.616875283726603e8,1.616017197247285e8,85808.64793182584,1.760603089,1.6168740397927204e8,1.616024503125377e8,84953.66673433501,0.493040542,1.616670036464032e8,1.6160275762637094e8,64246.02003225451,0.408578381,1.616975789416237e8,1.6158413964428705e8,113439.29733663797,0.925448738,1.616711460991272e8,1.615690955307099e8,102050.56841731071,0.884063366
21,1.6166208861826545e8,1.6168641919460177e8,1.6160653901436615e8,79880.18023563409,1.845712067,1.6168635092169642e8,1.6160768089025798e8,78670.03143845359,0.510373998,1.6166631160626507e8,1.6161089891328716e8,55412.69297790574,0.425481059,1.6169577359585395e8,1.6159807794341782e8,97695.6524361372,0.974236694,1.616700471798764e8,1.6158219682752967e8,87850.35234671831,0.930984683
22,1.6166208861826545e8,1.616854638450058e8,1.6161390320884275e8,71560.63616304658,1.938461587,1.6168540623852736e8,1.616142119044933e8,71194.33403404243,0.529097621,1.6166578965452242e8,1.616193640084775e8,46425.64604491182,0.443550936,1.6169434453118291e8,1.6160269122562543e8,91653.3055574894,1.01913657,1.6166906400323653e8,1.6158850658961886e8,80557.41361767054,0.976243663
23,1.6166208861826545e8,1.616846225951278e8,1.6161373534730664e8,70887.24782114336,2.031912387,1.616845854510924e8,1.6161475849937886e8,69826.9517135336,0.546072128,1.6166535658735788e8,1.6162625123010162e8,39105.35725626163,0.482498726,1.6169307736465284e8,1.6161401402935085e8,79063.33530199528,1.066671918,1.6166835644453284e8,1.615987221459895e8,69634.298543334,1.023013663
24,1.6166208861826545e8,1.616838308793211e8,1.616198896096214e8,63941.26969968295,2.13296365,1.6168376934025586e8,1.6161820708477426e8,65562.25548160868,0.565793832,1.6166495013023573e8,1.6162781660933635e8,37133.52089938149,0.502268058,1.6169210439340177e8,1.616150244864836e8,77079.90691816807,1.1110012,1.6166779154032698e8,1.6160897373689994e8,58817.80342704058,1.072835305
25,1.6166208861826545e8,1.6168322956658784e8,1.616242921127101e8,58937.4538777601,2.22208346,1.6168316838077718e8,1.6162374867734954e8,59419.70342765283,0.582653554,1.6166459619292867e8,1.616319663863753e8,32629.806553368457,0.518147255,1.6169121267191684e8,1.6161216259033066e8,79050.08158618212,1.156824172,1.6166737173335183e8,1.616126781666956e8,54693.56665623188,1.130184666
26,1.6166208861826545e8,1.6168263897847787e8,1.616245936461388e8,58045.332339076325,2.313017423,1.6168259026341888e8,1.616249349028619e8,57655.360556983855,0.622978665,1.6166432336227667e8,1.6163466579320854e8,29657.569068147335,0.535162959,1.6169024657332125e8,1.61609529786733e8,80716.78658825159,1.202936533,1.6166698774698558e8,1.6161730439726308e8,49683.349722504616,1.174672551
27,1.6166208861826545e8,1.6168213013657427e8,1.6162953691536638e8,52593.221207886,2.414925646,1.616821128603016e8,1.6163053398565874e8,51578.874642889015,0.642123386,1.616640978376929e8,1.616389187937968e8,25179.04389608791,0.552430295,1.616892063580813e8,1.6161050343124536e8,78702.92683595419,1.25204572,1.6166663872028175e8,1.616201948344539e8,46443.885827839375,1.220178464
28,1.6166208861826545e8,1.616816213599681e8,1.6162852117674187e8,53100.18322621612,2.508495735,1.616815725290528e8,1.6162803552303502e8,53537.00601776317,0.659681684,1.6166406779346314e8,1.616422377016872e8,21830.091775964946,0.570767371,1.6168832629415536e8,1.6161225565537655e8,76070.63877880573,1.29965732,1.616663541673278e8,1.61622749663317e8,43604.50401079655,1.266612568
29,1.6166208861826545e8,1.6168117052919808e8,1.616325449548342e8,48625.5743638915,2.604345001,1.616811180502174e8,1.616299196910615e8,51198.35915590543,0.676195025,1.6166389736019802e8,1.6164304743083423e8,20849.929363778792,0.588169193,1.6168738634998533e8,1.6161300592081293e8,74380.42917239666,1.347096124,1.6166607196130592e8,1.616246023903516e8,41469.570954322815,1.312995439
30,1.6166208861826545e8,1.6168074082375142e8,1.6163137802155322e8,49362.80219819816,2.715174167,1.6168069521709225e8,1.6163065567711502e8,50039.53997722268,0.693759996,1.6166375000181508e8,1.6164410013626578e8,19649.865549304523,0.604619566,1.616865656135985e8,1.616231350393372e8,63430.57426130772,1.39327898,1.6166580013170505e8,1.616231940977447e8,42606.03396034241,1.418372052
31,1.6166208861826545e8,1.6168035834626195e8,1.6163193764568716e8,48420.70057477523,2.82401589,1.6168026336341506e8,1.616316879131662e8,48575.45024887519,0.710943285,1.616636120978221e8,1.6164509386144665e8,18518.236375437584,0.644734242,1.6168593788390446e8,1.616224908706478e8,63447.013256669044,1.438156969,1.6166555042612606e8,1.6162625220705146e8,39298.219074606895,1.464740703
32,1.6166208861826545e8,1.616800028527436e8,1.6163544227881e8,44560.573933593,2.903109095,1.6167989495572805e8,1.6163431692995688e8,45578.025771182496,0.728821588,1.6166348154433894e8,1.6164520355499053e8,18277.989348405506,0.660894695,1.6168533906614867e8,1.6162895728185686e8,56381.78429180384,1.483608673,1.616653301207347e8,1.6162834514405346e8,36984.97668123245,1.513320122
33,1.6166208861826545e8,1.6167969079818302e8,1.6163616549526352e8,43525.302919494454,2.991204563,1.6167958772955742e8,1.6163593612755403e8,43651.602003386244,0.770179608,1.6166334874227405e8,1.6164830604016572e8,15042.702108329162,0.678233871,1.616848641359254e8,1.6163296428583634e8,51899.85008907318,1.528463306,1.616651682120145e8,1.6163147797376698e8,33690.23824751377,1.559187038
34,1.6166208861826545e8,1.6167940519982955e8,1.6163772438135684e8,41680.818472719286,3.082923575,1.616792840717088e8,1.616368811523498e8,42402.919359004125,0.787401765,1.6166324534056503e8,1.6164903325853032e8,14212.082034694497,0.69676116,1.6168443640207177e8,1.6162598983015853e8,58446.57191324234,1.574275896,1.616649952804917e8,1.6163240285754853e8,32592.42294317484,1.604749529
35,1.6166208861826545e8,1.6167910447466698e8,1.616377489043888e8,41355.57027818961,3.190680492,1.6167897150721088e8,1.616371664064401e8,41805.100770768244,0.80564359,1.6166315382979596e8,1.61650756115225e8,12397.714570978656,0.713297451,1.6168384438146925e8,1.616264370716325e8,57407.30983674526,1.620510176,1.6166485433064124e8,1.616350234079878e8,29830.92265343666,1.654667185
36,1.6166208861826545e8,1.6167877059755212e8,1.6163690530038083e8,41865.29717129236,3.279679419,1.6167866436516514e8,1.6163730007444856e8,41364.29071657965,0.822739635,1.6166305991414243e8,1.616509741630629e8,12085.751079532318,0.731109852,1.6168334247772524e8,1.616284460126761e8,54896.465049147606,1.666449029,1.6166472610053936e8,1.616360143253714e8,28711.775167942047,1.706506926
37,1.6166208861826545e8,1.6167842456430745e8,1.616361084367783e8,42316.12752913358,3.36909191,1.6167833707213092e8,1.61636201996261e8,42135.07586992625,0.841433103,1.6166298452388692e8,1.6165239924407193e8,10585.279814978596,0.748288836,1.6168288390201986e8,1.6163343147156644e8,49452.430453419685,1.714218834,1.6166460930515215e8,1.6163623433292946e8,28374.972222685814,1.751534845
38,1.6166208861826545e8,1.6167810064487955e8,1.616356002624133e8,42500.38246625289,3.461170082,1.6167802534447098e8,1.616364413439691e8,41584.00050188275,0.85850565,1.6166290495610332e8,1.6165238561658928e8,10519.3395140348,0.789433397,1.6168253061512944e8,1.6163148172247353e8,51048.89265590906,1.759031333,1.6166448981959125e8,1.6163723591508004e8,27253.904511213303,1.796186863
39,1.6166208861826545e8,1.6167782768259013e8,1.616369825931205e8,40845.08946965402,3.553981353,1.6167774350331002e8,1.61637421882487e8,40321.62082302896,0.874974249,1.616628405380677e8,1.616529799793889e8,9860.558678804897,0.807534261,1.6168210200302926e8,1.6163272236396852e8,49379.6390607357,1.804523713,1.6166438317411762e8,1.616384184327287e8,25964.74138891697,1.844220957
