iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,4.068359181580018e7,4.20286711289034e7,3.647090647756591e7,5.557764651337491e6,0.0,4.2042869550057024e7,3.646932172725865e7,5.573547822798373e6,0.0,4.2042869550057024e7,3.646932172725865e7,5.573547822798373e6,0.0,4.3626816867875315e7,3.8053269045076944e7,5.573547822798371e6,0.0,4.3626816867875315e7,-Inf,Inf,0.0
2,4.068359181580018e7,4.151403420647587e7,3.881959265948935e7,2.6944415469865175e6,0.253483621,4.152081850688605e7,3.878186249416828e7,2.7389560127177685e6,0.145620862,4.152081850688605e7,3.878186249416828e7,2.7389560127177685e6,0.142470891,4.204424962530932e7,3.931542902547875e7,2.728820599830568e6,0.171711564,4.204424962530932e7,3.647070180251095e7,5.573547822798371e6,0.172424013
3,4.068359181580018e7,4.125974823606527e7,3.9485523350255765e7,1.7742248858095007e6,0.424107049,4.126377005282472e7,3.946514905778389e7,1.798620995040833e6,0.289193772,4.126377005282472e7,3.946514905778389e7,1.798620995040833e6,0.280919874,4.1516713424168475e7,3.9733088228191026e7,1.7836251959774494e6,0.341726598,4.15167134241685e7,3.878789282433793e7,2.728820599830568e6,0.337701445
4,4.068359181580018e7,4.111232334167183e7,3.97983274864698e7,1.313995855202035e6,0.614837159,4.111136209766811e7,3.97821669745379e7,1.3291951231302125e6,0.435932202,4.111136209766811e7,3.97821669745379e7,1.3291951231302125e6,0.420416555,4.126008704736138e7,3.9935486886784606e7,1.3246001605767757e6,0.512181964,4.12600870483938e7,3.9476461857453704e7,1.783625190940097e6,0.500221147
5,4.068359181580018e7,4.1012101483645305e7,3.995309141195234e7,1.0590100716929631e6,0.808618375,4.101506670484305e7,3.9960846439421326e7,1.054220265421724e6,0.582781039,4.101506670484305e7,3.9960846439421326e7,1.054220265421724e6,0.558075933,4.1109389938983016e7,4.006031568685713e7,1.049074252125889e6,0.680285941,4.1109389936350994e7,3.9784789755229615e7,1.3246001811213791e6,0.667487294
6,4.068359181580018e7,4.094295881095278e7,4.0073893573773496e7,869065.2371792877,1.005626933,4.094753075345737e7,4.007571015076324e7,871820.6026941258,0.728872363,4.094753075345737e7,4.007571015076324e7,871820.6026941258,0.697996107,4.1011176289286554e7,4.014023801672681e7,870938.2725597471,0.85114031,4.101117628771386e7,3.996210204194262e7,1.0490742457712442e6,0.832549185
7,4.068359181580018e7,4.089281392516588e7,4.01548519215652e7,737962.0036006784,1.19943429,4.089626639744135e7,4.015152158007322e7,744744.8173681237,0.875822427,4.089626639744135e7,4.015152158007322e7,744744.8173681237,0.83619055,4.094132080405273e7,4.021976821826377e7,721552.5857889652,1.016280423,4.094132080386164e7,4.007038254125992e7,870938.2626017183,0.999233871
8,4.068359181580018e7,4.085383934764165e7,4.021135660067081e7,642482.7469708379,1.401838957,4.085684281521942e7,4.021268790444247e7,644154.9107769532,1.023469717,4.085684281521942e7,4.021268790444247e7,644154.9107769532,0.973776175,4.08927495760583e7,4.025759959187481e7,635149.9841834903,1.187346878,4.089274957575017e7,4.017119698892671e7,721552.5868234634,1.168058114
9,4.068359181580018e7,4.0824605865939826e7,4.027221398178069e7,552391.8841591291,1.594612025,4.0825871666738436e7,4.026411615521779e7,561755.5115206484,1.178463639,4.082396093241073e7,4.0262205420890085e7,561755.5115206484,1.112288187,4.085462521104112e7,4.031171403139436e7,542911.1796467602,1.35679346,4.085462521061523e7,4.021947522527504e7,635149.9853401929,1.341837847
10,4.068359181580018e7,4.080465806055782e7,4.0352210622428976e7,452447.4381288467,1.787643689,4.0805196906404e7,4.034153789316036e7,463659.0132436473,1.327153077,4.080187862525291e7,4.032417610286083e7,477702.5223920774,1.243052596,4.082588729098777e7,4.037392826517563e7,451959.02581213415,1.532567673,4.0825887290261015e7,4.028297610738541e7,542911.1828756034,1.508466423
11,4.068359181580018e7,4.0787755236971e7,4.0369969899479985e7,417785.3374910159,1.984548935,4.0787871765960954e7,4.036986325477333e7,418008.5111876214,1.473824281,4.078119914284688e7,4.034387065842506e7,437328.4844218157,1.380110887,4.0805735684738666e7,4.03874743755655e7,418261.30917316675,1.700921971,4.079975189177853e7,4.034779286520903e7,451959.02656950057,1.643410715
12,4.068359181580018e7,4.077425510822937e7,4.040361323906961e7,370641.8691597562,2.18109614,4.077434653396772e7,4.040281543114851e7,371531.1028192127,1.622137274,4.0764181277628355e7,4.034542143615905e7,418759.8414693028,1.512748177,4.0788693000033155e7,4.041488296303442e7,373810.0369987339,1.873641777,4.077997254805271e7,4.032715543391125e7,452817.11414146423,1.808748676
13,4.068359181580018e7,4.076311603826415e7,4.042777778001219e7,335338.25825195573,2.377710448,4.0762967993490756e7,4.042311517883505e7,339852.81465570256,1.769844161,4.075120772703609e7,4.038624372100169e7,364964.0060343975,1.651029554,4.077506870567922e7,4.043673146365899e7,338337.24202023447,2.043818864,4.076334131324979e7,4.034992945533655e7,413411.8579132408,1.972953538
14,4.068359181580018e7,4.075322366053186e7,4.044149521558268e7,311728.44494918175,2.575152093,4.0753198974842116e7,4.044209503912695e7,311103.9357151659,1.914447642,4.074047646365075e7,4.04141366929134e7,326339.7707373528,1.789931534,4.076388448697373e7,4.045146140460198e7,312423.08237175643,2.210300928,4.075045530997473e7,4.0385765743183285e7,364689.566791445,2.141747286
15,4.068359181580018e7,4.07457704367609e7,4.04726195798162e7,273150.8569447044,2.768366991,4.074542589386392e7,4.046494726626527e7,280478.62759864423,2.058387185,4.073156193467874e7,4.042979324998095e7,301768.6846977947,1.930351152,4.0754062975855604e7,4.048015280771825e7,273910.16813735664,2.378252434,4.073966625633567e7,4.041413124349261e7,325535.0128430575,2.306982576
16,4.068359181580018e7,4.073958640334525e7,4.049058144341683e7,249004.95992842317,2.964085523,4.0738954155988246e7,4.048564055259322e7,253313.60339502618,2.203084879,4.072438091813976e7,4.045623853383353e7,268142.3843062278,2.068839945,4.07465681117635e7,4.049447150503229e7,252096.60673120618,2.549082723,4.073110060734135e7,4.043648526378259e7,294615.3435587585,2.472619622
