iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,4.026652755346093e7,4.16770571077518e7,3.601549787627204e7,5.66155923147976e6,0.0,4.168319128400184e7,3.596936109989998e7,5.713830184101861e6,0.0,4.168319128400184e7,3.596936109989998e7,5.713830184101861e6,0.0,4.339698480437853e7,3.768315462027667e7,5.713830184101865e6,0.0,4.339698480437853e7,-Inf,Inf,0.0
2,4.026652755346093e7,4.1131987342304915e7,3.834105334257388e7,2.7909339997310378e6,0.213099326,4.1121021709102534e7,3.828464082978108e7,2.836380879321456e6,0.173752507,4.1121021709102534e7,3.828464082978108e7,2.836380879321456e6,0.152606118,4.168861337538779e7,3.887131708222261e7,2.817296293165177e6,0.181641409,4.1688613375387765e7,3.59747831912859e7,5.713830184101865e6,0.178788052
3,4.026652755346093e7,4.086546577938491e7,3.903586530508687e7,1.8296004742980367e6,0.420971938,4.085898951366046e7,3.904136383823001e7,1.8176256754304552e6,0.338685077,4.085898951366046e7,3.904136383823001e7,1.8176256754304552e6,0.303894123,4.113152504702504e7,3.9315411558215424e7,1.8161134888096154e6,0.363904388,4.1131525047025025e7,3.831422875385985e7,2.817296293165177e6,0.356125061
4,4.026652755346093e7,4.0709374691030756e7,3.9359273767221e7,1.350100923809762e6,0.629704617,4.070371651890911e7,3.9360095565284185e7,1.3436209536249265e6,0.508028119,4.070371651890911e7,3.9360095565284185e7,1.3436209536249265e6,0.455409151,4.086911114462711e7,3.952174955415742e7,1.3473615904696882e6,0.545660619,4.086911115656188e7,3.905299772583701e7,1.8161134307248741e6,0.536011123
5,4.026652755346093e7,4.0605495020143785e7,3.954209618176314e7,1.063398838380645e6,0.836588174,4.06023973672816e7,3.954105531148136e7,1.061342055800246e6,0.665368607,4.06023973672816e7,3.954105531148136e7,1.061342055800246e6,0.603726711,4.0712668347668e7,3.964627086669288e7,1.0663974809751213e6,0.727267483,4.071266836223096e7,3.936530679011166e7,1.3473615721192956e6,0.71559506
6,4.026652755346093e7,4.053819090130441e7,3.96889476364111e7,849243.264893312,1.047543069,4.0536419143664956e7,3.969656628820073e7,839852.8554642303,0.832787886,4.053409673886591e7,3.9694243883401684e7,839852.8554642303,0.754207628,4.061025435419802e7,3.9763546603637025e7,846707.7505609989,0.909795543,4.0610254370075256e7,3.954385690103161e7,1.0663974690436423e6,0.896588224
7,4.026652755346093e7,4.049071035117604e7,3.9781210385818586e7,709499.9653574545,1.253169632,4.0488976607957624e7,3.977915981067463e7,709816.7972829947,0.998757953,4.048290304485696e7,3.9741314700083695e7,741588.3447732609,0.901611159,4.0543252788896486e7,3.982631511570355e7,716937.6731929332,1.093923047,4.054325280797906e7,3.969654508446437e7,846707.723514691,1.07509343
8,4.026652755346093e7,4.0455093431407616e7,3.984595564592935e7,609137.785478265,1.461654096,4.045454727355073e7,3.985830497204828e7,596242.3015024457,1.154620255,4.0446365168243416e7,3.98206323928148e7,625732.7754286127,1.05522349,4.0494893340760104e7,3.989277205488617e7,602121.2858739346,1.281108043,4.049489336053303e7,3.977795569623132e7,716937.6643017083,1.257684561
9,4.026652755346093e7,4.042566876102863e7,3.9876028569483735e7,549640.1915448951,1.694412552,4.042758312520693e7,3.989723010147009e7,530353.0237368438,1.323199579,4.041849865548039e7,3.9878002539459825e7,540496.1160205714,1.208892134,4.04598331481154e7,3.992515014139126e7,534683.0067241341,1.463404639,4.045603189626339e7,3.9853910609423205e7,602121.2868401855,1.406600876
10,4.026652755346093e7,4.0403900357686244e7,3.993338963155307e7,470510.7261331761,1.886972356,4.0404480394216046e7,3.992137888269933e7,483101.5115167154,1.485560009,4.039520230289083e7,3.991700512826447e7,478197.174626356,1.360969622,4.043242981721706e7,3.9945377064467095e7,487052.7527499646,1.643531297,4.042133787165631e7,3.981733095942579e7,604006.9122305214,1.592775855
11,4.026652755346093e7,4.0385525619205765e7,3.995719975153024e7,428325.86767552793,2.064145331,4.038660192234227e7,3.9962619320283815e7,423982.60205845535,1.646454649,4.03737479314082e7,3.990634343396882e7,467404.4974393798,1.502884772,4.040899549583514e7,3.9981627636821374e7,427367.85901376605,1.823701927,4.0395480622175194e7,3.987764576287698e7,517834.8592982143,1.7733516
12,4.026652755346093e7,4.037061067583806e7,3.9985154157463804e7,385456.5183742549,2.247860611,4.037196701969296e7,3.998889984314203e7,383067.17655092105,1.805190242,4.03565247137765e7,3.9943782073938824e7,412742.639837672,1.654456408,4.039086128362624e7,4.000458174193087e7,386279.54169537127,2.003690498,4.037387145763805e7,3.990797130623297e7,465900.15140508115,1.954397115
13,4.026652755346093e7,4.035769422540449e7,4.000294413693094e7,354750.0884735519,2.428584627,4.035909359491621e7,4.0002341485048205e7,356752.1098680021,1.961981493,4.0342870554287896e7,3.9975096955906786e7,367773.59838110674,1.804040456,4.03761092300574e7,4.001519551619032e7,360913.7138670832,2.185138421,4.035721896095831e7,3.994572347180989e7,411495.4891484231,2.136561197
14,4.026652755346093e7,4.034714745834765e7,4.0024454758933455e7,322692.6994141955,2.609344658,4.034746234865381e7,4.001482013359747e7,332642.21505633835,2.123110825,4.033128000033156e7,3.999397705315652e7,337302.9471750399,1.954519606,4.036304064738138e7,4.002716406374948e7,335876.58363190293,2.36669588,4.0344251489078276e7,3.997978526019286e7,364466.2288854122,2.320166007
15,4.026652755346093e7,4.033898552195e7,4.0055443283093095e7,283542.2388569033,2.792767074,4.0338567904609874e7,4.004343865659268e7,295129.24801719096,2.288942437,4.0321278631396964e7,4.0007942085631594e7,313336.545765372,2.106316595,4.035129321551724e7,4.0046430231305e7,304862.9842122346,2.546573104,4.033309488117801e7,3.999743707168259e7,335657.80949541926,2.50069983
16,4.026652755346093e7,4.033170411552283e7,4.006510935417757e7,266594.7613452617,2.973078698,4.0331281590721264e7,4.006313421312644e7,268147.3775948221,2.44654038,4.031275388581025e7,4.002429262679317e7,288461.25901707914,2.257228452,4.034155797440377e7,4.0065488342433035e7,276069.6319707334,2.728750476,4.032327271185866e7,4.0011798542915285e7,311474.16894337535,2.675588175
17,4.026652755346093e7,4.032539202504991e7,4.0076951590294935e7,248440.43475497793,3.157808512,4.032437404081667e7,4.007030853785994e7,254065.50295673497,2.609321562,4.03060363169202e7,4.004870195339655e7,257334.3635236444,2.415655853,4.0333927928317904e7,4.007374600378531e7,260181.9245325923,2.911236931,4.031445473872705e7,4.0021692444277644e7,292762.2944494039,2.856499392
18,4.026652755346093e7,4.0319407410238266e7,4.008408032908605e7,235327.08115221374,3.345172424,4.031859023343796e7,4.0082295569943786e7,236294.66349417716,2.767805256,4.03005696117595e7,4.006967504154814e7,230894.57021135557,2.566589273,4.032705915779328e7,4.009234750962512e7,234711.6481681615,3.099984416,4.030757368321146e7,4.005199461205964e7,255579.0711518228,3.040414556
19,4.026652755346093e7,4.031482721674713e7,4.0104121422648184e7,210705.79409894347,3.532005834,4.031400738843057e7,4.010389039493168e7,210116.99349889066,2.928093961,4.0295912046901904e7,4.008646292284085e7,209449.12406105176,2.722438486,4.032135791607581e7,4.011131661286314e7,210041.30321267247,3.285886126,4.0301996705663875e7,4.006538855110806e7,236608.15455581248,3.22036389
20,4.026652755346093e7,4.031079663792005e7,4.011484743442464e7,195949.20349541586,3.716142554,4.031002297990012e7,4.011563956901273e7,194383.4108873941,3.163690867,4.029188171792698e7,4.009772903000734e7,194152.6879196372,2.875761051,4.031680646053731e7,4.0117266812491216e7,199539.6480460912,3.4648189,4.02972276435629e7,4.0082326879689395e7,214900.7638735026,3.40246258
21,4.026652755346093e7,4.030697292554891e7,4.011884301849175e7,188129.9070571568,3.918630504,4.030639454451354e7,4.012180677247487e7,184587.77203867026,3.325264217,4.028834618901753e7,4.010585653225827e7,182489.65675925836,3.028482588,4.031253437582372e7,4.011574702807027e7,196787.34775345027,3.647905499,4.029337625292684e7,4.009985938483438e7,193516.86809246242,3.582028031
22,4.026652755346093e7,4.030372818824452e7,4.012676801949127e7,176960.16875325516,4.128138645,4.0303300095080495e7,4.01311265183113e7,172173.57676919457,3.485105991,4.0285342138428405e7,4.011830477604828e7,167037.3623801237,3.179442449,4.030837209928301e7,4.012756040663011e7,180811.69265289605,3.828514452,4.02899512397789e7,4.010864171387146e7,181309.52590744197,3.764197469
23,4.026652755346093e7,4.030073853641522e7,4.013245899419941e7,168279.54221580923,4.336644255,4.030042403483581e7,4.013666385856356e7,163760.17627224978,3.646967039,4.0282743761960015e7,4.012570403167543e7,157039.73028459027,3.332223958,4.030501625277002e7,4.0133667349458024e7,171348.90331199765,4.010061699,4.0287005727740094e7,4.011957248436257e7,167433.24337752163,3.945651824
24,4.026652755346093e7,4.029814464054223e7,4.014022777509133e7,157916.86545090284,4.548130365,4.02978212719319e7,4.0140890332979724e7,156930.93895217776,3.814091171,4.028042198441358e7,4.013329587918418e7,147126.10522939824,3.484301039,4.030199868665524e7,4.014436546687509e7,157633.21978014708,4.194914211,4.028423500257631e7,4.0122860329335764e7,161374.6732405424,4.126789087
25,4.026652755346093e7,4.0295859641040854e7,4.01479045340259e7,147955.10701495316,4.756566795,4.029551391879985e7,4.0146235715099916e7,149278.2036999287,3.981192845,4.027839201917548e7,4.014030268267135e7,138089.33650412317,3.637083685,4.029941351814831e7,4.015060731533102e7,148806.20281729102,4.375640033,4.028165256164572e7,4.012466528346069e7,156987.27818502486,4.31443273
26,4.026652755346093e7,4.029399315366346e7,4.015994814962819e7,134045.00403526332,4.963885355,4.029366505346886e7,4.01599468923783e7,133718.16109056398,4.148061234,4.0276687054530516e7,4.015182067918666e7,124866.3753438592,3.789164411,4.029712915525079e7,4.016246734080495e7,134661.81444583833,4.554739876,4.027950427736354e7,4.013474533232696e7,144758.9450365752,4.495844024
27,4.026652755346093e7,4.029234521721177e7,4.016682921191742e7,125516.00529434811,5.175066578,4.029202358106308e7,4.016776563986007e7,124257.94120300375,4.314795433,4.027534732824515e7,4.016577901255346e7,109568.31569168996,3.945411126,4.029520304261761e7,4.0163415244158275e7,131787.79845933616,4.738816363,4.0277650691338174e7,4.0142968307443924e7,134682.3838942498,4.673776101
28,4.026652755346093e7,4.029087275009383e7,4.017447140545722e7,116401.3446366135,5.394944229,4.0290538340021394e7,4.0174429224053115e7,116109.11596827861,4.479774001,4.027415042879115e7,4.017002063718439e7,104129.79160676152,4.097891947,4.02933396656576e7,4.016557091251988e7,127768.75313772261,4.927024823,4.027619141149433e7,4.015709358878136e7,119097.82271297276,4.851576894
29,4.026652755346093e7,4.028966167263594e7,4.01843324037062e7,105329.26892974414,5.604729709,4.0289287443012804e7,4.0182192940029055e7,107094.50298374519,4.64443261,4.027307514068079e7,4.017615067371852e7,96924.46696226951,4.253165323,4.029165537297664e7,4.0180511968295e7,111143.40468163788,5.106607037,4.027494975753392e7,4.016635252393976e7,108597.23359416425,5.032874206
30,4.026652755346093e7,4.028855209005912e7,4.0185897501476824e7,102654.5885822922,5.813754302,4.0288187304234564e7,4.01861638577787e7,102023.44645586889,4.810113042,4.027220786179761e7,4.018374410060786e7,88463.76118975226,4.404117666,4.029035909615811e7,4.018371456158886e7,106644.53456924856,5.287089084,4.0273755340147525e7,4.016949915268789e7,104256.18745963275,5.213672411
31,4.026652755346093e7,4.028752009443276e7,4.018994800571627e7,97572.08871648274,6.022841823,4.028716171466529e7,4.019061989980439e7,96541.81486089993,4.975855623,4.027138532734609e7,4.018696500785649e7,84420.3194895992,4.60523378,4.028917178765112e7,4.0187602084121004e7,101569.70353011787,5.46696025,4.027273979160105e7,4.0175559083458215e7,97180.70814283192,5.396353125
32,4.026652755346093e7,4.028654973035647e7,4.01912747765947e7,95274.95376176853,6.230074236,4.028621892756475e7,4.0192778635259025e7,93440.29230572097,5.139596279,4.0270666370214984e7,4.019147071323452e7,79195.65698046237,4.755848734,4.028806543803534e7,4.018842280946384e7,99642.62857149541,5.648831979,4.027185946120671e7,4.017979951211131e7,92059.94909539819,5.576944595
33,4.026652755346093e7,4.028569296072596e7,4.0198994692425944e7,86698.26830002014,6.437885434,4.028531678115526e7,4.019669981498075e7,88616.96617450565,5.304034395,4.027001336941777e7,4.0194698270745724e7,75315.09867204353,4.907313341,4.0287002897705846e7,4.0196969441744454e7,90033.45596139133,5.83043539,4.027110933803307e7,4.018794471839609e7,83164.61963698268,5.760303984
34,4.026652755346093e7,4.028507653355512e7,4.020819909060996e7,76877.44294515904,6.656212796,4.0284661185019255e7,4.020693360874215e7,77727.5762771098,5.471086559,4.026960777589542e7,4.020945272427802e7,60155.05161740165,5.056176321,4.028611765000729e7,4.020315852459419e7,82959.12541310489,6.019465782,4.0270464703054555e7,4.019245224430748e7,78012.45874707401,5.940696718
35,4.026652755346093e7,4.0284483541022904e7,4.021096859775531e7,73514.94326758757,6.866060835,4.028407874367795e7,4.020989901903488e7,74179.7246430777,5.636018536,4.026919178066469e7,4.021166141943945e7,57530.36122524366,5.205235754,4.028537220003426e7,4.020527413665211e7,80098.06338214874,6.20483535,4.026998669336914e7,4.02038637551857e7,66122.93818344176,6.122327675
36,4.026652755346093e7,4.0283926848096825e7,4.021277918543583e7,71147.66266099177,7.0739255,4.028355560458987e7,4.021341349124036e7,70142.11334951036,5.799964906,4.026881210342486e7,4.021234163155025e7,56470.471874613315,5.354648046,4.028467354022326e7,4.02113067904528e7,73366.74977046251,6.386448459,4.0269549302367e7,4.020489024328445e7,64659.05908255279,6.306179627
37,4.026652755346093e7,4.028335129371385e7,4.021100335812156e7,72347.9355922956,7.280641011,4.028304465186688e7,4.021548132648526e7,67563.32538162358,5.957828145,4.0268469439784564e7,4.021481436850732e7,53655.07127724588,5.504108895,4.028410043346293e7,4.021781524504097e7,66285.18842196465,6.568939392,4.0269166876038626e7,4.020924454457569e7,59922.33146293461,6.485352774
38,4.026652755346093e7,4.028291648998922e7,4.021812549068674e7,64790.999302484095,7.490398051,4.028261722737367e7,4.0219354167167604e7,63263.06020606682,6.114586418,4.026819669818155e7,4.021889563053868e7,49301.067642866634,5.653709714,4.028364466345051e7,4.0217121525431424e7,66523.13801908493,6.753725025,4.026884063573638e7,4.021349922926775e7,55341.40646862984,6.666271856
