iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,16235.056315559894,-1.8122865019821543e7,1.8139100076137103e7,0.0,16235.30449757725,-1.8144130844543017e7,1.8160366149040595e7,0.0,16235.30449757725,-1.8144130844543017e7,1.8160366149040595e7,0.0,8.780391172012903e6,-9.379974977027692e6,1.8160366149040595e7,0.0,8.780391172012903e6,-Inf,Inf,0.0
2,11455.700543038547,-347828.8436235115,359284.54416655004,1.117307529,11458.638608835638,-351502.434298382,362961.07290721766,0.974951469,11458.638608835638,-351502.434298382,362961.07290721766,0.980124135,20999.980467781425,-420025.8674768484,441025.84794462984,1.885229918,20999.980467773974,-1.813936616857282e7,1.8160366149040595e7,1.097058839
3,10115.457349654287,-174085.8157949598,184201.2731446141,2.233190183,10119.693502612412,-174092.94837060347,184212.64187321588,2.01783847,10116.367561131716,-174096.27431208416,184212.64187321588,2.023211366,13625.64737759903,-209413.67424223013,223039.32161982916,2.956870509,13625.647377595305,-427400.2005670346,441025.8479446299,2.174860877
4,9717.22835426405,-88615.75899116114,98332.9873454252,3.370603228,9722.391778361052,-88182.51199228373,97904.90377064479,3.118466575,8130.390612594783,-93332.49068094726,101462.88129354204,3.02360114,11674.595971815288,-106290.72429619782,117965.3202680131,4.029057003,11674.595971800387,-211364.72564802875,223039.32161982913,3.253936472
5,9598.257156386971,-42984.76641225447,52583.02356864144,4.501691887,9599.213077988476,-42882.21836499966,52481.431442988134,4.362824608,6638.110640138388,-186947.78087130588,193585.89151144426,4.036655564,11105.153791241348,-54359.69057407794,65464.84436531929,5.112551987,9150.821942001581,-108814.45964080095,117965.28158280253,4.315760857
6,9566.219270542264,-20208.114716949854,29774.33398749212,5.602854974,9566.337951097637,-21473.207184263094,31039.54513536073,5.468641232,6194.671557947993,-99652.22707854203,105846.89863649002,5.038223241,10923.841577515006,-24191.50947564547,35115.35105316048,6.220643361,7440.370897449553,-199410.50039332308,206850.87129077263,5.409089372
7,7070.673457924277,-15114.322737764833,22184.99619568911,6.74066128,7071.756591375917,-15336.295637178984,22408.0522285549,6.577720098,5473.983611963689,-48932.085651418616,54406.069263382306,6.064254332,10870.20266668126,-12694.383342734363,23564.586009415623,7.297378308,6950.351623319089,-102911.74253692849,109862.09416024758,6.510338525
8,6132.553715892136,-146643.05208512256,152775.6058010147,7.95592998,6135.03484332934,-147458.95655389386,153593.9913972232,8.042268987,4967.271671246737,-108556.84934796751,113524.12101921425,7.030322313,7815.306687194854,-160078.11927723026,167893.4259644251,8.356515309,5937.02558010444,-53403.32794493079,59340.35352503523,7.57257281
9,5856.770806051791,-77674.11482086622,83530.88562691801,9.305046557,5857.567348323762,-75678.34795855475,81535.91530687851,9.461515066,4455.890502523631,-59611.578516853275,64067.469019376906,8.037280924,6699.142500162125,-83323.66499927716,90022.80749943928,9.448910321,5260.279123555869,-122362.86217531678,127623.14129887265,8.673889711
10,5775.68425149098,-39046.97546102803,44822.65971251901,10.604255,5775.97182514146,-41077.09597446013,46853.06779960159,10.638247377,3958.788343627006,-107560.8964965601,111519.68484018711,9.039016256,6360.25927778706,-42579.114793300745,48939.374071087805,10.528600286,4764.0629206858575,-64318.43776031298,69082.50068099884,9.72114487
11,5751.446057058871,-18038.874405926843,23790.320462985714,11.933268485,5751.939370021224,-18686.86246208245,24438.801832103672,11.656112647,3815.2589843533933,-56596.65067776323,60411.909662116625,10.039714806,6261.301323194057,-19916.796318027446,26178.097641221502,11.653480427,4291.634491086006,-104450.93290319426,108742.56739428027,10.790604035
12,5743.897068332881,-8441.32978277062,14185.2268511035,13.325899597,5744.200976125896,-7381.5496426534155,13125.750618779311,12.72415349,3563.677822805941,-29138.46060326026,32702.1384260662,11.068608887,6232.251872245222,-8255.456865355627,14487.70873760085,12.733412963,4104.327464643866,-55316.48677251426,59420.81423715813,11.837189089
13,4686.584661215544,-9393.8405345085,14080.425195724043,15.614268096,4686.614605303854,-9413.881469294,14100.496074597853,13.725438999,3376.9007899090648,-64838.68255554332,68215.58334545238,12.05483476,6223.41292854026,-7824.9966571672485,14048.409585707508,13.815752203,3770.4117949306965,-85875.36137088298,89645.77316581368,12.948061901
14,4257.7264839001,-98697.52233640771,102955.24882030781,16.731374346,4257.823190707713,-99874.18601903236,104132.00920974008,14.737794943,3162.9331685192883,-34352.2525938506,37515.18576236989,13.273460542,5007.353267475963,-104315.22081059254,109322.5740780685,14.885598201,3592.63121156767,-44858.78350039588,48451.41471196355,14.014696206
15,4129.329867772758,-52330.8277799181,56460.15764769086,17.843761654,4129.27298752591,-51616.07872475363,55745.35171227954,15.766381276,2967.7485982999206,-66621.70701014352,69589.45560844344,14.358514339,4516.317612826824,-55031.17685206879,59547.494464895615,15.971230698,3339.489438019693,-74683.03605084469,78022.52548886438,15.245869414
16,4090.851763665676,-26550.300621578215,30641.15238524389,18.96767751,4090.750775910914,-27162.260464641033,31253.011240551947,16.767991827,2809.198859013617,-34487.71646439348,37296.9153234071,15.509247789,4369.578801900148,-27233.489353348967,31603.068155249115,17.051127073,3217.033056356013,-39092.52537569133,42309.55843204734,16.637350125
17,4079.352838985622,-12668.090416369978,16747.4432553556,20.134828746,4079.2446469813585,-12760.26005306693,16839.50470004829,17.78473612,2636.9375962242484,-62131.72104793041,64768.65864415466,16.906323767,4327.255481887609,-12940.178819171444,17267.434301059053,18.142432399,3053.8681332580745,-59278.898415614516,62332.76654887259,18.870471319
18,4075.9768747016788,-4959.073605415349,9035.050480117028,21.254322558,4075.870735887438,-5024.9973811935415,9100.86811708098,18.815377042,2494.2368712872267,-33018.09574516301,35512.332616450236,18.382629561,4314.813954278827,-5168.378568988192,9483.192523267018,19.24292743,2836.762577906251,-29766.89987694906,32603.66245485531,19.933278505
19,3494.481795743108,-6283.227018520265,9777.708814263373,22.397362063,3494.4676978364587,-5956.652411495626,9451.120109332085,19.847010974,2341.3640125244856,-59672.8025822513,62014.16659477579,19.43182546,3721.861645013094,-78473.98212150024,82195.84376651334,20.330690201,2662.5813907161355,-61904.90345996761,64567.484850683744,21.023765887
20,3250.0398081950843,-73570.16562621554,76820.20543441063,23.526558261,3250.379789456725,-73896.28249239737,77146.6622818541,20.871825857,2291.2811859324574,-31104.355968772812,33395.63715470527,20.462274753,3444.57665059343,-41332.92218101514,44777.49883160857,21.418568538,2545.189174834639,-32541.89199749288,35087.08117232752,22.074662808
21,3173.9497671425343,-39751.42842771181,42925.37819485435,24.632221969,3174.001399360597,-39107.73673322596,42281.73813258656,21.888354537,2191.6320445351303,-46594.583471955375,48786.215516490505,21.417116061,3361.0737312212586,-21178.12055472407,24539.19428594533,22.512794352,2399.5316805914044,-56831.287455085985,59230.81913567739,23.172646076
22,3151.581573367119,-19809.115483145673,22960.697056512792,25.757699317,3151.563936725259,-20505.269420140336,23656.833356865594,22.895993416,2119.4045736156404,-25338.629791278483,27458.034364894123,22.418487312,3335.8518900536,-9523.87088918985,12859.72277924345,23.626735907,2321.1812010481954,-30180.01903245949,32501.200233507687,24.242720989
23,3144.906912200153,-9339.860749562666,12484.767661762819,26.874103082,3144.973068587482,-9410.362072762244,12555.335141349726,23.921141117,2032.3210968934,-43953.558313330395,45985.879410223795,23.412519853,3328.824641484767,-4038.2169197486455,7367.041561233413,24.716746099,2207.2608239091933,-50007.232393429236,52214.49321733843,25.32466648
24,2810.5773418881,-5030.051693181749,7840.629035069849,27.966113064,2810.6803012900054,-4184.816956601494,6995.497257891499,24.949643927,1966.5921475254,-22594.317975811584,24560.910123336984,24.432556099,2959.9842151887715,-62896.1316373844,65856.11585257317,25.771604174,2147.5364762581885,-25687.0201439318,27834.55662018999,26.374351593
25,2650.996098652482,-59941.11298822213,62592.10908687461,29.093730095,2650.984887737781,-60712.85729723427,63363.842184972054,26.286362918,1891.1263260059059,-40663.19936916884,42554.325695174746,25.401193493,2781.907729137689,-33034.731959323195,35816.639688460884,26.873315168,2065.277437351644,-42754.9746881952,44820.252125546845,27.466974949
26,2602.061363399029,-31539.325320415905,34141.38668381493,30.233560872,2602.1096842363477,-31776.442139820792,34378.55182405714,27.317987048,1830.499602701515,-21655.528756655447,23486.028359356962,26.421921583,2728.712830197066,-17141.950998432098,19870.663828629164,27.950397319,1998.7675771713257,-22134.412165177462,24133.179742348788,28.522960879
27,2587.1597071252763,-16743.953180085453,19331.11288721073,31.319583641,2587.180518399924,-16178.483137817755,18765.66365621768,28.334091596,1763.0731448344886,-39051.602410400636,40814.675555235124,27.942461576,2712.047642480582,-7888.7053368577635,10600.752979338346,29.027049619,1925.4176599122584,-40260.75616866929,42186.17382858155,29.599984321
28,2582.858513150364,-7821.804184213743,10404.662697364107,32.748538761,2582.8552374765277,-8176.128556170042,10758.98379364657,29.348879732,1706.9227809123695,-20470.006013001064,22176.928793913434,28.970539415,2707.2936554327607,-3354.9968430603803,6062.290498493141,30.118493138,1867.6909155473113,-21027.31030333608,22895.00121888339,30.667113897
29,2351.0171855054796,-3856.485521909215,6207.502707414695,33.870388665,2351.0039806813,-3678.151134899321,6029.155115580621,30.371454363,1646.874361731112,-36711.23547766544,38358.10983939655,29.955023966,2452.805492244661,-52274.8236900856,54727.62918233026,31.177027392,1802.0598817244172,-37946.74721437302,39748.80709609744,31.751665918
30,2237.5970276407897,-50360.51703804785,52598.11406568864,35.001093832,2237.695565842092,-50812.607828570246,53050.30339441234,31.381559795,1595.3882237486541,-19469.999917215813,21065.388140964467,30.983469627,2330.8074242696166,-27469.30644100612,29800.113865275736,32.302443856,1761.0147921405733,-19896.204889119137,21657.21968125971,32.938784437
31,2201.8427390158176,-27478.82011016538,29680.662849181197,36.097936312,2201.820760332048,-27020.557348412916,29222.378108744964,32.401750551,1538.159862138331,-35807.07195397778,37345.23181611611,31.969621671,2293.628865081817,-14600.31315159539,16893.942016677207,33.38122571,1715.235705215484,-31454.893967465825,33170.12967268131,34.31157032
32,2191.09323945269,-13910.884738356322,16101.977977809012,37.199858957,2191.0569444410503,-14146.334386836927,16337.391331277977,33.429464348,1488.539710022509,-18140.757410783357,19629.297120805866,33.02434486,2281.789228975773,-6855.25459194113,9137.043820916902,34.457953564,1657.7857366353273,-16484.563350475386,18142.349087110713,36.607359838
33,2187.8994245529175,-6546.064078169065,8733.963502721983,38.30560957,2187.8591426238418,-6735.65189886756,8923.511041491402,34.4501387,1437.922949641943,-33823.49846166729,35261.42141130923,34.027311426,2278.2057781443,-2865.9177720733724,5144.123550217672,35.535116618,1607.8751384690404,-33148.55195960219,34756.42709807123,37.703850345
34,2014.4258003346622,-3286.9848640228993,5301.4106643575615,39.418173053,2014.411859355867,-2968.8849210648696,4983.2967804207365,35.473036244,1401.7871140763164,-17728.784264171016,19130.571378247332,35.079337962,2092.4508489221334,-45144.15597029549,47236.606819217624,36.607772229,1554.7733724489808,-17784.538756107322,19339.312128556303,38.765344453
35,1928.0985941588879,-43803.94897274958,45732.04756690847,40.543874467,1928.164529774338,-44148.558786843656,46076.723316617994,36.499212322,1357.6119496002793,-31398.935878268498,32756.547827868777,36.055417122,1998.9542399533093,-23750.67817300029,25749.6324129536,37.699584819,1503.1295625716448,-33452.989069114,34956.11863168565,39.856845497
36,1902.4078326374292,-23234.729029959046,25137.136862596475,41.618926921,1902.4028350375593,-22899.477237076935,24801.880072114494,37.517355539,1325.271834988147,-16460.9100874063,17786.181922394448,37.103354729,1971.0084066092968,-12069.879030456626,14040.887437065923,38.786014493,1460.1398657821119,-17664.479228998527,19124.61909478064,40.914226925
37,1894.4633608683944,-11932.940683391182,13827.404044259576,42.75525573,1894.4488208442926,-12110.64437026752,14005.093191111813,38.526666126,1288.015599027276,-29028.318955182178,30316.334554209454,38.074865712,1962.6125563792884,-5779.2658446819805,7741.878401061269,39.859129913,1413.2253497168422,-32304.037437873805,33717.26278759065,42.002482686
38,1891.9108435958624,-5769.2493236926875,7661.16016728855,43.915845626,1891.9182819649577,-5877.134769234893,7769.05305119985,39.550536879,1260.9257849678397,-15148.526070627784,16409.451855595624,39.106025165,1960.099133130163,-2492.8889530711303,4452.988086201293,40.938839875,1381.774029046297,-16981.169439670164,18362.94346871646,43.055386688
39,1759.3020606525242,-3085.2939314603227,4844.595992112847,45.234996209,1759.3104741461575,-2560.2510099686033,4319.561484114761,40.565907101,1229.1375117599964,-26484.01700860142,27713.154520361415,40.068054344,1819.4317202791572,-39557.32761303276,41376.759333311915,41.995458241,1343.4241916313767,-29291.786751189826,30635.210942821202,44.137969735
40,1692.5949865020812,-38626.09401490687,40318.68900140895,46.567090535,1692.5925938561559,-38812.05245604616,40504.64504990232,41.552843154,1204.138910330832,-13947.761137914535,15151.900048245367,41.05914437,1748.3656421154737,-20691.86359786734,22440.229239982815,43.100986905,1311.607021600008,-15593.494309425121,16905.10133102513,45.193166634
