iter,opt,CBCFW_pgap,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_pgap,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_pgap,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_pgap,FFW_dual,FFW_dgap,FFW_time,FAFW_pgap,FAFW_dual,FAFW_dgap,FAFW_time
187,1.998569499733222e6,490.6044521785807,1.9981020259469654e6,958.0782384349732,0.475762798,488.03984007495455,1.9980536238599e6,1003.9157133969711,0.467276648,9.976793080568314e-7,1.9985694904854745e6,0.009248745278455317,0.441667835,492.32839253987186,1.9981226021044552e6,939.2260213065892,0.395612513,9.955302812159061e-5,1.9985671924437536e6,2.307389021385461,0.348947012
188,1.998569499733222e6,488.8146477204282,1.9981351647108663e6,923.1496700761782,0.477442207,485.8932415621821,1.9980343951915929e6,1020.9977831912693,0.468950028,9.98144969344139e-7,1.9985694871890475e6,0.012545172474347055,0.443446349,490.208366751438,1.9980636137636015e6,996.0943363718688,0.397587956,9.378348477184772e-5,1.9985678991961787e6,1.6006308267824352,0.350634465
189,1.998569499733222e6,487.27671787492,1.9982231805708539e6,833.5958802428795,0.479201067,483.73605909128673,1.9981389706971303e6,914.2650951828691,0.473730538,9.986106306314468e-7,1.9985694935447406e6,0.006189479929162189,0.445364389,487.7027643134352,1.9979670561411325e6,1090.1463564028963,0.399617949,8.750217966735363e-5,1.9985678562494894e6,1.6435712347738445,0.352554564
190,1.998569499733222e6,485.37708078161813,1.998135280440555e6,919.5963734487304,0.483701939,480.65256360615604,1.9978927744162707e6,1157.3778805575275,0.475460634,9.98144969344139e-7,1.998569484895504e6,0.014838715986115858,0.449847544,485.0270856998395,1.998100594863494e6,953.9319554278627,0.401627137,8.157291449606419e-5,1.998567814328649e6,1.6854861457832158,0.354567463
191,1.998569499733222e6,482.9878289171029,1.9980671985008582e6,985.2890612807823,0.485382296,478.4342132147867,1.9980638479038638e6,984.0860425729188,0.477089182,9.990762919187546e-7,1.9985694882957626e6,0.011438458517659456,0.451625347,482.8435311310459,1.9980513079965017e6,1001.0352678513154,0.403634727,7.698056288063526e-5,1.998568029379914e6,1.470430288463831,0.356558506
192,1.998569499733222e6,480.8702195698861,1.998106734433403e6,943.6355193888012,0.48706591,476.5121868934948,1.9981075681925833e6,938.4437275322271,0.478730767,9.972136467695236e-7,1.9985694933699607e6,0.0063642583845648915,0.453702174,480.5990362584125,1.9982531114549236e6,796.9873145567253,0.405737386,7.1290647611022e-5,1.998567993934277e6,1.5058702356182039,0.358792494
193,1.998569499733222e6,478.75129123660736,1.9980790915498838e6,969.1594745747861,0.488848268,474.40028962190263,1.998169423121761e6,874.476901082875,0.480457441,9.976793080568314e-7,1.9985694914374251e6,0.008296794432681054,0.455572712,479.33420715876855,1.9982751563565638e6,773.6775838169269,0.407765245,6.682262755930424e-5,1.9985681725167478e6,1.3272832967340946,0.360835406
194,1.998569499733222e6,476.7662619438488,1.9981201732413168e6,926.0927538489923,0.49047625,472.18352285656147,1.998058787006545e6,982.8962495333108,0.484799565,9.967479854822159e-7,1.9985694942021633e6,0.005532055482035503,0.45759231,477.758953837445,1.9981605985353603e6,886.6601516990922,0.409703418,6.297254003584385e-5,1.9985682765911184e6,1.2232050760649145,0.362784228
195,1.998569499733222e6,474.35649088560604,1.9979986048750735e6,1045.2513490339916,0.494780221,470.6112107539084,1.9981732326214854e6,866.8783224905783,0.486466195,9.990762919187546e-7,1.998569493880359e6,0.0058538621524348855,0.462028675,475.74457734194584,1.998049449330837e6,995.7949797268957,0.411785137,5.910010077059269e-5,1.9985683325354815e6,1.167256840504706,0.3643742
196,1.998569499733222e6,471.9428938853089,1.998052107355412e6,989.3352716950758,0.496649965,468.8102713308763,1.9981623530632085e6,875.9569413443969,0.488289685,9.976793080568314e-7,1.998569489653647e6,0.010080572683364153,0.463948394,473.26934736664407,1.9980695467312094e6,973.2223493792117,0.4137995,5.5930810049176216e-5,1.9985683802456087e6,1.1195435440167785,0.366387811
197,1.998569499733222e6,469.9692804014776,1.9981622735062367e6,877.1955073866702,0.498413298,466.8316541558597,1.9981135065444773e6,922.8248429004452,0.490239798,9.995419532060623e-7,1.9985694901096176e6,0.00962460381560959,0.465769194,471.2189680861775,1.998124484893018e6,916.2338082902133,0.41577483,5.3127529099583626e-5,1.9985684320057859e6,1.067780563607812,0.36791584
198,1.998569499733222e6,468.0578081395943,1.9981146330412058e6,922.9245001556119,0.500159265,464.87051147664897,1.9980990817533485e6,935.2884913500748,0.491980673,9.972136467695236e-7,1.9985694905976937e6,0.009136525535723194,0.46770831,469.367997413734,1.9980965048260316e6,942.3629046040587,0.417668082,4.999781958758831e-5,1.998568395783896e6,1.1039993236772716,0.369819525
199,1.998569499733222e6,466.65700532658957,1.9982161362403205e6,820.0204982279975,0.501804447,462.42172634624876,1.9980378436892803e6,994.0777702878986,0.496258755,9.976793080568314e-7,1.9985694962943445e6,0.003439875174080953,0.46928542,467.64673558366485,1.998081471115299e6,955.67535350658,0.419832374,4.488206468522549e-5,1.998568438861759e6,1.0609163451008499,0.374044122
200,1.998569499733222e6,465.13092831452377,1.9981595031598047e6,875.1275017317093,0.506135349,460.381572045153,1.9980506284058816e6,979.2528993854357,0.498008494,9.976793080568314e-7,1.9985694936512904e6,0.006082929263357073,0.473913831,465.4958070565481,1.9979426228287509e6,1092.372711527627,0.421773093,4.1279708966612816e-5,1.9985682126785074e6,1.2870959942229092,0.376083085
201,1.998569499733222e6,462.7207127220463,1.998032042930993e6,1000.1775149510358,0.508156554,458.12419205601327,1.9979668021572453e6,1060.821768032707,0.500065338,9.972136467695236e-7,1.9985694929537773e6,0.006780441937735304,0.47594089,462.5896924340632,1.9981154868484996e6,916.6025771563873,0.424096912,3.883545286953449e-5,1.998568478013035e6,1.0217590224929154,0.378040136
202,1.998569499733222e6,460.4589684831444,1.998031060331461e6,998.8983702441619,0.509913641,455.73598215705715,1.9979603624165822e6,1064.873298796767,0.501842522,9.986106306314468e-7,1.998569495680978e6,0.004053242621012032,0.477656278,460.73898379248567,1.9982249353157957e6,805.3034012187272,0.426100532,3.692903555929661e-5,1.9985685915375883e6,0.9082325627095997,0.379555267
203,1.998569499733222e6,457.99771309341304,1.9980659085183209e6,961.5889279945113,0.511554948,453.70936100021936,1.9981511481605163e6,872.0609337057977,0.50685518,9.976793080568314e-7,1.998569486675795e6,0.01305842463625595,0.479489095,458.99433250376023,1.9981328754974562e6,895.6185682695359,0.428117215,3.477581776678562e-5,1.9985686367592253e6,0.8630087724886835,0.381243998
204,1.998569499733222e6,456.2910009624902,1.9981478644776323e6,877.9262565521058,0.516690724,451.9377338674385,1.9980848799590378e6,936.5575080516574,0.50856993,9.98144969344139e-7,1.9985694834646955e6,0.016269524639938027,0.481348307,457.27509782253765,1.998097544768135e6,929.2300629094243,0.430078956,3.220117650926113e-5,1.9985684547321885e6,1.0450332346372306,0.383187831
205,1.998569499733222e6,454.1893739986699,1.9980874524380816e6,936.2366691391217,0.51859586,450.18768836627714,1.9981138400481064e6,905.8473734817235,0.510322864,9.972136467695236e-7,1.9985694944896558e6,0.005244563362793997,0.486448939,455.45112821110524,1.99814208802445e6,882.8628369830549,0.432158108,3.068172372877598e-5,1.9985686427388443e6,0.8570250594057143,0.384872583
206,1.998569499733222e6,452.4795160156209,1.9981947640938289e6,827.2151554086595,0.520360409,447.6738023792859,1.9980068104796892e6,1010.3630559121375,0.5120584,9.972136467695236e-7,1.9985694871621656e6,0.012572053557960317,0.488687172,453.67578512546606,1.998072074701957e6,951.1008163904771,0.434115756,2.8043752536177635e-5,1.9985684022757472e6,1.0974855185486376,0.386827664
207,1.998569499733222e6,450.9776589816902,1.998162708651551e6,857.7687406524783,0.522060524,445.8634025005158,1.9980921334043022e6,923.229731420317,0.513661379,9.972136467695236e-7,1.998569495079258e6,0.0046549612015951425,0.490725434,451.66370733850636,1.9980780327069121e6,943.1307336483151,0.436083436,2.6206718757748604e-5,1.9985686633303585e6,0.8364290702156723,0.389662675
208,1.998569499733222e6,449.1050120627042,1.9981292225849407e6,889.3821603440156,0.523718692,444.28541590156965,1.998152476672414e6,861.3084767094988,0.518198456,9.986106306314468e-7,1.9985694914010363e6,0.008333184261573479,0.492283559,449.43465561023913,1.9981082368296087e6,910.6975592235103,0.440665792,2.431892789900303e-5,1.9985687124964935e6,0.7872610474005342,0.39135417
209,1.998569499733222e6,447.46648215292953,1.9981736686005183e6,843.2976148565358,0.52819116,442.12178652524017,1.9981073727313436e6,904.2487884035218,0.519978269,9.972136467695236e-7,1.9985694926114192e6,0.007122800045181066,0.496771517,447.7228933882434,1.9980679038397786e6,949.3187868315727,0.442695259,2.2417167201638222e-5,1.998568786869538e6,0.7128861011005938,0.392937399
210,1.998569499733222e6,445.8351115130354,1.998169110537999e6,846.2243067358504,0.530152135,440.14637379185297,1.9981326333215083e6,877.0127855054161,0.521629913,9.972136467695236e-7,1.9985694882390613e6,0.011495157785248011,0.498495882,445.7465542538557,1.9982240197830796e6,791.2265043961816,0.444614389,2.1102605387568474e-5,1.9985688903921354e6,0.6093621891923249,0.39451205
211,1.998569499733222e6,444.0263260847423,1.9981193460143465e6,894.1800449601433,0.531785578,438.41920497477986,1.9980930958037353e6,914.8231344614469,0.523453372,9.967479854822159e-7,1.998569495670388e6,0.004063830827362835,0.500309427,444.34917591442354,1.9981153926648223e6,898.4562443140894,0.446552964,1.9841594621539116e-5,1.9985687407829869e6,0.7589700766839087,0.396358247
212,1.998569499733222e6,442.26151321898215,1.998132117683185e6,879.6435632559878,0.533496195,436.5948973817285,1.998187498682613e6,818.5959479906014,0.525077489,9.986106306314468e-7,1.998569491185761e6,0.008548459503799677,0.502492161,442.2818023657892,1.9979700767449317e6,1041.7047906559892,0.448470619,1.8900027498602867e-5,1.9985688861532188e6,0.6135989031754434,0.397887699
213,1.998569499733222e6,440.5262492184993,1.9981389728399317e6,871.0531425086665,0.535302092,434.8695392550435,1.998158208449577e6,846.1608229000703,0.529398403,9.976793080568314e-7,1.998569490156977e6,0.00957724268664606,0.504230656,440.049503631657,1.9980354406759557e6,974.1085608978756,0.450338044,1.7540762200951576e-5,1.9985687224944993e6,0.7772562634199858,0.399803395
214,1.998569499733222e6,438.60226983274333,1.9981073545728214e6,900.7474302332848,0.539587729,432.83628797042184,1.9981530691675155e6,849.2668536767887,0.531116615,9.972136467695236e-7,1.998569496397255e6,0.003336964058689773,0.508640431,437.8157686290797,1.99807608438198e6,931.2311198711395,0.452602354,1.657591201364994e-5,1.9985688478323426e6,0.65191745525226,0.401726639
215,1.998569499733222e6,436.4246320987586,1.9980872824376351e6,918.6419276855886,0.541211453,431.3811813679058,1.9981527770803452e6,848.1038342445681,0.53275681,9.976793080568314e-7,1.9985694941673756e6,0.005566844076383859,0.510388675,436.0615953959059,1.9982318697900372e6,773.6915385806933,0.454504843,1.5517929568886757e-5,1.998568829544085e6,0.6702046548016369,0.403660048
216,1.998569499733222e6,434.3173770222347,1.9980922473573864e6,911.5697528577002,0.542814194,429.7277683678549,1.9981968296210626e6,802.3978805271618,0.534361787,9.98144969344139e-7,1.9985694951698647e6,0.004564355447655544,0.512146165,434.6584883125033,1.9981707629187973e6,833.3953027371317,0.456475173,1.4467863366007805e-5,1.9985688091770066e6,0.6905706832185388,0.405912934
217,1.998569499733222e6,432.400139342295,1.9981109907170709e6,890.9091554934566,0.544627801,428.20775422570296,1.9981394159899547e6,858.291497492959,0.539299694,9.972136467695236e-7,1.9985694864156859e6,0.01331853333977051,0.514014817,432.8824880758766,1.9981735980265783e6,828.784194719512,0.458471515,1.3633398339152336e-5,1.9985689390082057e6,0.5607386496849358,0.407615708
218,1.998569499733222e6,430.5681700774003,1.9981292136514173e6,870.854251881945,0.549090755,427.06168079865165,1.998245345725473e6,751.2156885474687,0.540947505,9.976793080568314e-7,1.9985694937690422e6,0.005965177377220243,0.518624006,431.3499904659111,1.9981575968158208e6,843.2529078670777,0.460515375,1.3000564649701118e-5,1.9985689908705796e6,0.5088756429031491,0.409272808
219,1.998569499733222e6,428.6928816626314,1.9980778004281614e6,920.392186723242,0.550958562,425.68289809511043,1.998220485981315e6,774.6966500021808,0.542585957,9.98144969344139e-7,1.998569487985215e6,0.011749005236197263,0.520416155,429.9710928534623,1.9980946544223418e6,904.8164037335664,0.462501252,1.2243399396538734e-5,1.9985689516786118e6,0.5480668535456061,0.410944311
220,1.998569499733222e6,426.9909727156628,1.9981406048909063e6,855.8858150314481,0.552680392,424.17975434917025,1.9982572680335667e6,736.4114540044393,0.544314537,9.972136467695236e-7,1.9985694767972475e6,0.022936971712624654,0.522019577,427.8773743493948,1.9980727303003292e6,924.6468072421849,0.464462076,1.146574504673481e-5,1.9985689212378468e6,0.5785068408586085,0.412968046
221,1.998569499733222e6,425.07140545896254,1.998072803659342e6,921.7674793388578,0.554304859,422.5810811074916,1.9981545026503394e6,837.5781639899942,0.545948475,9.972136467695236e-7,1.9985694912104409e6,0.008523778204107657,0.52371831,425.7948623059783,1.9980514018507046e6,943.892744823359,0.466431447,1.0804971680045128e-5,1.9985690085153943e6,0.4912286326289177,0.41478755
222,1.998569499733222e6,423.37370562017895,1.9980981819973171e6,894.6914415249485,0.555949742,420.8954805850517,1.9981897683970279e6,800.626816779084,0.550226588,9.986106306314468e-7,1.9985694968101552e6,0.002924065396655351,0.525684603,423.6227773439605,1.9981998669563555e6,793.2555542103946,0.468518279,1.0119983926415443e-5,1.9985689484225991e6,0.551320742815733,0.416825452
223,1.998569499733222e6,421.96647204761393,1.9982067710579224e6,784.6951473472582,0.560276872,419.519121554913,1.9982057235335233e6,783.2953212536522,0.552094766,9.976793080568314e-7,1.9985694895942435e6,0.010139976220671088,0.529963138,422.2215391427744,1.9982264637795328e6,765.2574928319082,0.470533973,9.683659300208092e-6,1.9985690553065375e6,0.4444363680668175,0.418477531
224,1.998569499733222e6,420.2797175014857,1.9981971025278466e6,792.6769228768244,0.562190304,418.32800118695013,1.9982077269396384e6,780.1007947705511,0.553702465,9.967479854822159e-7,1.9985694966552616e6,0.003078957030083984,0.531784825,421.00236437958665,1.998183418075135e6,807.084022466559,0.472562502,9.308336302638054e-6,1.9985690818775157e6,0.41786501463502645,0.420589624
225,1.998569499733222e6,418.7196043783333,1.9981510298125455e6,837.1895250546804,0.563812431,416.38761361292563,1.9981161550052615e6,869.7323415732535,0.5554423,9.98144969344139e-7,1.9985694836264164e6,0.0161078036762774,0.533421793,419.4668284172658,1.998165850265408e6,823.116296231281,0.47452746,8.485512807965279e-6,1.9985690770309693e6,0.42271073814481497,0.422498145
226,1.998569499733222e6,416.86749551654793,1.998116910577409e6,869.4566513295576,0.565548247,414.2481672002468,1.9980515427920716e6,932.2051083504921,0.557057717,9.967479854822159e-7,1.998569493649445e6,0.006084773631300777,0.535531034,417.6880948052276,1.9981816292092032e6,805.5586188239977,0.476523688,7.901107892394066e-6,1.9985690150538483e6,0.484687274787575,0.424689923
227,1.998569499733222e6,415.5091889461037,1.998198365719983e6,786.6432021852233,0.567361389,412.4079079173971,1.9980710402109956e6,910.8674301436695,0.561394349,9.976793080568314e-7,1.9985694908979845e6,0.008836235123453662,0.537304364,416.3369916428346,1.998121823048682e6,864.0136761828326,0.478534649,7.466180250048637e-6,1.9985690905981292e6,0.4091425589285791,0.426256862
228,1.998569499733222e6,414.1943535960745,1.9982129072457794e6,770.7868410386436,0.571632845,411.0630344611127,1.998120456463845e6,860.1063038380817,0.563048178,9.976793080568314e-7,1.9985694880900218e6,0.011644197889836505,0.541618703,414.48817428876646,1.9981279557135566e6,856.0321939541027,0.480600831,7.108552381396294e-6,1.9985690923979837e6,0.40734234685078263,0.427834936
229,1.998569499733222e6,412.7807967190165,1.9981959002837557e6,786.3802461851737,0.573260331,409.3851154905278,1.9981196966300965e6,859.1882186159492,0.564759887,9.986106306314468e-7,1.998569486094477e6,0.013639743759995326,0.543414428,413.01279250881635,1.9981875187600055e6,794.9937657252885,0.482485896,6.725778803229332e-6,1.9985691340615838e6,0.36567836394533515,0.429635666
230,1.998569499733222e6,410.9158837629948,1.9981410555966618e6,839.3600203232781,0.574945398,407.51492604543455,1.9981089317748013e6,868.0828844659554,0.566407801,9.976793080568314e-7,1.99856948615938e6,0.01357483968604356,0.545031557,411.4336096018087,1.9981550856810827e6,825.8476617410779,0.484586761,6.328104063868523e-6,1.9985690880350126e6,0.4117045374587178,0.431723086
231,1.998569499733222e6,409.43419412733056,1.9981706001495107e6,808.3337778385612,0.576739392,405.80953772342764,1.9980992508104648e6,876.0584604804171,0.570932088,9.976793080568314e-7,1.9985694874272654e6,0.012306954246014357,0.546834991,409.8363390213344,1.9982242992744124e6,755.036797830835,0.486556668,6.030546501278877e-6,1.9985691415239e6,0.35821535252034664,0.433447542
232,1.998569499733222e6,407.670815204503,1.9981419506615433e6,835.2198868832784,0.581062111,403.8954456432257,1.9980525928651467e6,920.8023137185082,0.572603201,9.962823241949081e-7,1.9985694912076148e6,0.008526603371137753,0.551348694,408.63234909414314,1.9983076735984427e6,670.4584838734008,0.488620406,5.72926364839077e-6,1.998569129437277e6,0.37030167412012815,0.435543613
233,1.998569499733222e6,406.31402172497474,1.9981714602387e6,804.3535162469489,0.582916282,402.15268072788604,1.9981327187422204e6,838.933671729319,0.574285609,9.972136467695236e-7,1.9985694958194592e6,0.003914759843610227,0.553077852,407.6533869688865,1.9982627277857647e6,714.4253344261087,0.490604654,5.447538569569588e-6,1.9985691505847531e6,0.3491539163514972,0.437484559
234,1.998569499733222e6,404.7324981663842,1.9982048310112504e6,769.401220137981,0.584574811,400.8867212620098,1.998177588554675e6,792.7978998088802,0.575883785,9.976793080568314e-7,1.9985694867943502e6,0.012939869455294684,0.554911329,406.2797248621937,1.998185770961755e6,790.0084963291883,0.492627792,5.148118361830711e-6,1.9985691513478137e6,0.34839055640622973,0.439247832
235,1.998569499733222e6,402.78063058131374,1.998067141339025e6,905.139024778211,0.586263228,399.0970382934902,1.9981616354637707e6,806.9613077446411,0.577553022,9.967479854822159e-7,1.9985694931614047e6,0.006572813930688426,0.556689925,404.995060675079,1.9981777157620164e6,796.7790318806656,0.494591647,4.916684702038765e-6,1.9985691566728232e6,0.34306531539186835,0.441301435
236,1.998569499733222e6,401.141602875432,1.998138031855238e6,832.609480859508,0.587872916,397.5520696232561,1.998150475533139e6,816.5762697063619,0.5818182,9.972136467695236e-7,1.9985694945285274e6,0.0052056919084861875,0.558625197,403.58625623141415,1.9981636536331126e6,809.4323563408107,0.496563842,4.653586074709892e-6,1.9985691767194238e6,0.32301845168694854,0.446044421
237,1.998569499733222e6,399.54502223362215,1.9981072943061064e6,861.7504493490851,0.592309642,396.0994532171171,1.9982022916734656e6,763.3075129734934,0.58355789,9.962823241949081e-7,1.9985694768778926e6,0.022856325696920976,0.562783015,402.0725700294133,1.998093264197894e6,878.308105357457,0.498508665,4.411442205309868e-6,1.9985691855398607e6,0.3141977726481855,0.448326247
238,1.998569499733222e6,398.19904249324463,1.9981620552355929e6,805.6435401222843,0.594619359,394.6123977911193,1.9981770163232663e6,787.0958077466639,0.585400869,9.967479854822159e-7,1.9985694965967368e6,0.003137481864541769,0.564599353,400.0997613717336,1.9980561201368687e6,913.4793577250093,0.500854382,4.1907187551259995e-6,1.9985691826983024e6,0.3170391102321446,0.450467692
239,1.998569499733222e6,396.91750889853574,1.9982391867922149e6,727.2304499057354,0.597078712,393.21148477797396,1.9981866290949758e6,776.0821230241272,0.587078547,9.986106306314468e-7,1.9985694932627236e6,0.006471497123129666,0.566552382,398.3497218328994,1.9980691730384724e6,898.6764165824279,0.503705704,3.905268386006355e-6,1.9985691665455238e6,0.3331916034221649,0.45262389
240,1.998569499733222e6,395.4198604251724,1.998177076615303e6,787.8429783441534,0.599025547,391.71381250745617,1.9981827882148542e6,778.4253308752086,0.588844673,9.98144969344139e-7,1.9985694931086628e6,0.006625557318329811,0.568219723,396.34479427640326,1.9982109716742183e6,754.8728532800451,0.505727789,3.5709235817193985e-6,1.99856911149112e6,0.38824567291885614,0.454820525
241,1.998569499733222e6,393.9795562347863,1.9981248354347772e6,838.6438546796562,0.601187813,390.35932868975215,1.9981376990722183e6,822.1599896934349,0.593235093,9.958166629076004e-7,1.9985694814077015e6,0.018326516292290762,0.569889795,395.11146436142735,1.9982619192855945e6,702.6919119888917,0.510471857,3.38931567966938e-6,1.9985692701822333e6,0.2295543779619038,0.456484141
242,1.998569499733222e6,392.66874224343337,1.9982210771371387e6,741.0913383266889,0.606040766,388.60472887777723,1.9980773533828394e6,880.7510792602552,0.594884037,9.995419532060623e-7,1.9985694902787814e6,0.0094554400711786,0.574178296,393.9507199001964,1.998246047261076e6,717.4031920460984,0.512596002,3.1867530196905136e-6,1.9985692193615153e6,0.2803748934529722,0.458559447
243,1.998569499733222e6,390.7001336507965,1.998078081041996e6,882.1188248768158,0.607903286,387.2036472086329,1.998097531382754e6,859.1719976764871,0.596543823,9.967479854822159e-7,1.9985694794994907e6,0.020234727911883965,0.576117237,392.6935809806455,1.9981498366701636e6,812.3566440390423,0.514507543,2.9832590371370316e-6,1.998569288848971e6,0.21088723419234157,0.460154389
244,1.998569499733222e6,388.83468376402743,1.9981094980764168e6,848.8363405691925,0.609599381,386.1210789938923,1.9982398482304018e6,715.7725818140607,0.598359748,9.972136467695236e-7,1.9985694928310243e6,0.0069031947932671756,0.577762718,390.9591728246305,1.9981559673153344e6,804.4915907122195,0.516421209,2.8477516025304794e-6,1.9985692489506896e6,0.25078538013622165,0.462199394
245,1.998569499733222e6,386.93771907058544,1.9980550316417355e6,901.4058105570148,0.611324498,384.86558698513545,1.998284795952864e6,669.5693673429778,0.603092994,9.976793080568314e-7,1.9985694959979716e6,0.003736248007044196,0.579687539,389.42383593623526,1.9980758514563455e6,883.0721128126606,0.518561974,2.7420464903116226e-6,1.998569295799966e6,0.2039359980262816,0.464229583
246,1.998569499733222e6,385.7593619429972,1.9981895913943122e6,765.6677008527331,0.615707869,383.63292400655337,1.9982374368032191e6,715.6958540094201,0.604760634,9.986106306314468e-7,1.9985694815474767e6,0.018186743749538437,0.584038785,387.4274635834154,1.9980960690579908e6,860.8581388145685,0.520516529,2.6670750230550766e-6,1.9985693128990014e6,0.18683688761666417,0.4664908
247,1.998569499733222e6,384.8198325957637,1.9982924720257302e6,661.8475400874449,0.617379713,382.3314102937002,1.9981869046109258e6,764.9265325897431,0.606505642,1.00000761449337e-6,1.9985694952729992e6,0.004461222677491605,0.585961648,385.7331342047546,1.998216237970329e6,738.9948970978148,0.522425947,2.525513991713524e-6,1.9985693446073788e6,0.15512836864218116,0.468266259
248,1.998569499733222e6,383.8361455926206,1.9982804184044944e6,672.9174743202166,0.619126865,380.78325213794596,1.9981697063947413e6,780.5765906185261,0.608179599,9.98144969344139e-7,1.9985694695839724e6,0.03015024765045382,0.58751931,384.5963011805434,1.9982226017271085e6,731.4943072940223,0.524325601,2.3979227989912033e-6,1.9985692637557457e6,0.23597987415269017,0.470684302
249,1.998569499733222e6,382.5772779553663,1.9982459180163424e6,706.1589948349574,0.620760566,379.55459087365307,1.9982554467387046e6,693.6075853910006,0.609830182,9.972136467695236e-7,1.9985694944387751e6,0.005295444134389982,0.589318724,383.24386553582735,1.9982206218791157e6,732.1217196420766,0.526276434,2.335989847779274e-6,1.9985693529361654e6,0.14679939253255725,0.472410871
250,1.998569499733222e6,380.9850870829541,1.9981880489409359e6,762.4358793691208,0.622382879,377.78767723659985,1.998054550014478e6,892.7373959807155,0.614069472,9.976793080568314e-7,1.9985694878992932e6,0.011834926321171224,0.591126281,382.0368966285605,1.998293139500835e6,658.3971290155314,0.528222122,2.257293090224266e-6,1.9985693206581078e6,0.17907737148925662,0.47469742
251,1.998569499733222e6,379.1719288963359,1.9980918846400522e6,856.7870220660116,0.627448449,376.1315488393884,1.9980958793378533e6,849.7519442080811,0.615927209,9.976793080568314e-7,1.9985694962618737e6,0.0034723459684755653,0.595550815,381.07646176056005,1.9982701943714698e6,680.3818235127255,0.53021101,2.2102613002061844e-6,1.9985693534576907e6,0.1462777415290475,0.47639576
252,1.998569499733222e6,377.75294061214663,1.998165953819276e6,781.2988545579428,0.629410733,374.42591561120935,1.9980758572415675e6,868.0684072657605,0.617781928,9.972136467695236e-7,1.9985694940451581e6,0.005689060955774039,0.597292267,380.04372757230885,1.998252728613534e6,696.8148472602479,0.53215908,2.0710285753011703e-6,1.9985692510873908e6,0.24864790216088295,0.479418146
253,1.998569499733222e6,376.5084781057667,1.9982089645854202e6,737.043625907565,0.631153268,373.2247531225439,1.9981885427407396e6,754.1817456047866,0.619595483,1.00000761449337e-6,1.998569496202848e6,0.003531374008161947,0.599252264,379.04255476244725,1.9981819386480632e6,766.6036399211735,0.534272028,2.012820914387703e-6,1.998569371287792e6,0.12844744278118014,0.48191736
254,1.998569499733222e6,375.3744316131342,1.9982151686311702e6,729.7055336649064,0.632901162,371.6297108673025,1.9981800866239723e6,761.0428201169125,0.621236553,9.976793080568314e-7,1.9985694564143308e6,0.04331988876219839,0.601278003,377.5968883682508,1.9981224353770255e6,824.6612445646897,0.536294155,1.9439030438661575e-6,1.9985693109327336e6,0.18880243226885796,0.48496054
255,1.998569499733222e6,373.96040211687796,1.998214047117577e6,729.4130177619227,0.634546778,370.6274897090625,1.9982353962085177e6,704.731014413177,0.625581594,9.967479854822159e-7,1.9985694958700603e6,0.0038641582941636443,0.603524924,375.8550510231871,1.998092081411424e6,853.2733728210442,0.538287352,1.8852297216653824e-6,1.9985693620980927e6,0.1376370145007968,0.487502571
256,1.998569499733222e6,372.82729286770336,1.9981984913109492e6,743.835715140478,0.638846492,369.6235119418707,1.998266062011659e6,673.061233504879,0.627226096,9.976793080568314e-7,1.998569494712887e6,0.005021332442993298,0.608031959,374.04718106868677,1.9981166848337725e6,826.8620805181563,0.540167706,1.828884705901146e-6,1.9985693799121734e6,0.11982287745922804,0.489400184
257,1.998569499733222e6,371.3341226016637,1.9981400055371742e6,800.8283186494955,0.640794131,368.5260659183841,1.99824552331045e6,692.5024886903993,0.628988017,9.967479854822159e-7,1.9985694917431332e6,0.007991085498360917,0.609821326,372.5028783583548,1.998289512035611e6,652.4905759692192,0.542181266,1.7925631254911423e-6,1.9985693763528368e6,0.12338217766955495,0.491083729
258,1.998569499733222e6,370.41005489532836,1.9982680702743616e6,671.8395137556072,0.642446889,367.3598368752282,1.998190959266361e6,745.9003037361545,0.630755586,9.976793080568314e-7,1.998569493187887e6,0.006546332821017131,0.611475835,371.5395714545157,1.9982731030465239e6,667.9362581525929,0.544114726,1.719919964671135e-6,1.998569315387439e6,0.184347502887249,0.49335009
259,1.998569499733222e6,369.03854969120584,1.9981816265357777e6,756.9117471353966,0.644201925,366.2475648338441,1.9982783327134605e6,657.4145845953317,0.635154797,9.976793080568314e-7,1.998569491157444e6,0.008576775580877438,0.613327492,370.4515379301738,1.9982403202393395e6,699.6310318126343,0.546324372,1.6803387552499771e-6,1.9985693791690595e6,0.12056584283709526,0.495040915
260,1.998569499733222e6,367.8984719796572,1.9982143472404587e6,723.0509647428989,0.648513203,365.03465031669475,1.9982385123705498e6,696.0220129887166,0.636956788,9.98144969344139e-7,1.9985694918781999e6,0.007856020296458155,0.617887521,369.1638540031854,1.9982571048479215e6,681.5587393036112,0.548349138,1.6263220459222794e-6,1.9985693412898802e6,0.15844496805220842,0.497164482
261,1.998569499733222e6,366.5341343653854,1.9982243139189458e6,711.7199486414902,0.650258335,363.8068522165995,1.9982212539125294e6,712.0526729090489,0.638633436,9.98144969344139e-7,1.9985694946402877e6,0.005093932442832738,0.619776611,368.20712745632045,1.9981889117910666e6,748.7950696116313,0.550496738,1.5927944332361221e-6,1.9985693766718647e6,0.12306295009329915,0.498925333
