iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,4.062376159811057e7,4.204087449224806e7,3.606680444921449e7,5.974070043033568e6,0.0,4.204103508025412e7,3.60970939310562e7,5.943941149197919e6,0.0,4.204103508025412e7,3.60970939310562e7,5.943941149197919e6,0.0,4.394387569933073e7,3.799993455013281e7,5.943941149197921e6,0.0,4.394387569933073e7,-Inf,Inf,0.0
2,4.062376159811057e7,4.145293156368098e7,3.855894239523235e7,2.893989168448624e6,0.199513752,4.145427050411136e7,3.856118586831331e7,2.8930846357980464e6,0.146168367,4.145427050411136e7,3.856118586831331e7,2.8930846357980464e6,0.149499841,4.204361493466977e7,3.913766247179953e7,2.90595246287024e6,0.16512178,4.204361493466977e7,3.609967378547185e7,5.943941149197921e6,0.171205555
3,4.062376159811057e7,4.117408742343852e7,3.931310399838599e7,1.860983425052532e6,0.396678059,4.1179045332034364e7,3.932659513773248e7,1.852450194301879e6,0.291530004,4.1179045332034364e7,3.932659513773248e7,1.852450194301879e6,0.307064673,4.145400679771037e7,3.959880175539095e7,1.855205042319417e6,0.332298948,4.145400679771039e7,3.854805433484015e7,2.90595246287024e6,0.344100458
4,4.062376159811057e7,4.1016486437766135e7,3.964951506952876e7,1.3669713682373744e6,0.592136371,4.101796843534093e7,3.9649406671681896e7,1.3685617636590358e6,0.437818607,4.101796843534093e7,3.9649406671681896e7,1.3685617636590358e6,0.458715631,4.117824352544985e7,3.9810768861152224e7,1.3674746642976254e6,0.498199204,4.1178243526925944e7,3.932303849167236e7,1.8552050352535844e6,0.518799506
5,4.062376159811057e7,4.091397812034178e7,3.984107036678799e7,1.0729077535537854e6,0.788156013,4.091473766703385e7,3.984416471967459e7,1.070572947359263e6,0.584470617,4.091473766703385e7,3.984416471967459e7,1.070572947359263e6,0.611239299,4.101773329527271e7,3.9946715038709685e7,1.0710182565630227e6,0.663344248,4.101773329851613e7,3.9650258644508965e7,1.3674746540071666e6,0.692377613
6,4.062376159811057e7,4.084732445252565e7,4.000166274490628e7,845661.7076193793,0.986206186,4.084810146521704e7,4.0001511679033995e7,846589.7861830415,0.72947277,4.084709771346949e7,4.0000507927286446e7,846589.7861830415,0.759859903,4.091444282573256e7,4.0067103752504975e7,847339.0732275844,0.829594464,4.091444282714044e7,3.9843424559562124e7,1.0710182675783187e6,0.86407996
7,4.062376159811057e7,4.080356154754478e7,4.013284561970935e7,670715.9278354291,1.188884236,4.0803804613802895e7,4.012741371845848e7,676390.895344411,0.875405933,4.0792860424747184e7,4.0083234482645944e7,709625.9421012383,0.907483407,4.084771700764248e7,4.017180684463228e7,675910.1630101949,0.993202275,4.0847717008888125e7,4.000037793470092e7,847339.0741872042,1.035776157
8,4.062376159811057e7,4.0772381466494426e7,4.020807154410128e7,564309.9223931395,1.383780376,4.077294803771475e7,4.020825706494139e7,564690.9727733592,1.020891416,4.075097611489813e7,4.00894431487558e7,661532.9661423229,1.041731275,4.0803566140474856e7,4.023878476550333e7,564781.3749715239,1.158117066,4.079380879273906e7,4.011789862664144e7,675910.1660976261,1.173061463
9,4.062376159811057e7,4.074906533153513e7,4.026292742688279e7,486137.9046523385,1.583261006,4.0749585333015546e7,4.026667423338135e7,482911.0996341938,1.165634614,4.0722670459123895e7,4.017878031337093e7,543890.1457529655,1.184111251,4.077272591190718e7,4.029048181982082e7,482244.09208635986,1.330159398,4.075147403751298e7,4.0083793452276625e7,667680.5852363557,1.346022711
10,4.062376159811057e7,4.073213326207763e7,4.031654588268371e7,415587.37939391844,1.778580741,4.073268132040039e7,4.031557285767372e7,417108.46272667125,1.310864286,4.070241248904901e7,4.0246196030931786e7,456216.45811722334,1.331295279,4.0749422226094514e7,4.0331830737712935e7,417591.4883815795,1.497594838,4.072316358913036e7,4.017873047238056e7,544433.1167497933,1.516206905
