iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,3.309458350703395e8,3.330967002682996e8,3.228619417299179e8,1.0234758538381666e7,0.0,3.330967557332552e8,3.228759708487343e8,1.0220784884520907e7,0.0,3.330967557332552e8,3.228759708487343e8,1.0220784884520907e7,0.0,3.3685899623154414e8,3.2663821134702325e8,1.0220784884520888e7,0.0,3.3685899623154414e8,-Inf,Inf,0.0
2,3.309458350703395e8,3.320804565269253e8,3.272514766232563e8,4.828979903669009e6,0.22058295,3.32090088002668e8,3.272606608892382e8,4.829427113429854e6,0.150269525,3.32090088002668e8,3.272606608892382e8,4.829427113429854e6,0.082876994,3.3321040479168427e8,3.283791183183315e8,4.83128647335279e6,0.226495269,3.332104047916844e8,3.229896199071635e8,1.0220784884520888e7,0.182196367
3,3.309458350703395e8,3.316775440783438e8,3.288892334861315e8,2.7883105922123212e6,0.449695896,3.316786271308553e8,3.2885783870695376e8,2.8207884239015523e6,0.345654313,3.316786271308553e8,3.2885783870695376e8,2.8207884239015523e6,0.148387645,3.3218228190294766e8,3.2930641672468185e8,2.87586517826581e6,0.383935404,3.321822819029477e8,3.2735099542959493e8,4.83128647335279e6,0.327729465
4,3.309458350703395e8,3.3145425495353866e8,3.294456072960869e8,2.0086476574517312e6,0.673840477,3.3145396753361475e8,3.294400741410962e8,2.0138933925185576e6,0.413649463,3.3148087126806045e8,3.2946697787554187e8,2.0138933925185576e6,0.204944393,3.3175422994097024e8,3.2969163874155885e8,2.0625911994113922e6,0.542958311,3.317542299499483e8,3.2887836481462586e8,2.8758651353224516e6,0.481188681
5,3.309458350703395e8,3.313213398900362e8,3.298079428365591e8,1.5133970534771e6,0.891443335,3.3132119337983704e8,3.298073190705069e8,1.5138743093301617e6,0.474298087,3.313235049372954e8,3.2973009765873563e8,1.5934072785597583e6,0.255197564,3.3151607657301354e8,3.299438513136213e8,1.5722252593922615e6,0.692839038,3.3151607659005636e8,3.294534854387509e8,2.062591151305437e6,0.631584003
6,3.309458350703395e8,3.3123464528153116e8,3.300398691909788e8,1.1947760905523458e6,1.118203112,3.312351982791687e8,3.3003580135424334e8,1.1993969249253673e6,0.527340894,3.312173193963217e8,3.298596526757167e8,1.35766672060504e6,0.310671202,3.313744207372662e8,3.3012587958224416e8,1.248541155022025e6,0.842888811,3.3138281660151225e8,3.298105913154058e8,1.5722252861064672e6,0.734499235
7,3.309458350703395e8,3.31176756185739e8,3.302102578249739e8,966498.3607651228,1.361680598,3.311766572875304e8,3.302124365169806e8,964220.7705498068,0.580071674,3.3114164057777494e8,3.300481222730179e8,1.0935183047570717e6,0.36842014,3.3128094164451694e8,3.302725009326656e8,1.0084407118513584e6,0.99643403,3.312475738162184e8,3.296912057465447e8,1.5563680696736574e6,0.884711062
8,3.309458350703395e8,3.311382262303341e8,3.3036024140495986e8,777984.8253742177,1.623609083,3.311381250351424e8,3.3036215175299907e8,775973.2821433404,0.648747909,3.310898584276328e8,3.3017977591461176e8,910082.5130210584,0.426387169,3.312171579663246e8,3.304013908186285e8,815767.1476961374,1.148323952,3.31162970657183e8,3.299610456185413e8,1.2019250386416912e6,1.027500857
9,3.309458350703395e8,3.311048576859817e8,3.3042706189294904e8,677795.7930326369,1.88689308,3.311048445071056e8,3.304247348839186e8,680109.6231869906,0.711339452,3.310569268918379e8,3.303377673040384e8,719159.5877994746,0.484759371,3.3117091680980426e8,3.304114382001837e8,759478.6096205711,1.295850043,3.3110739288588154e8,3.3015927032308686e8,948122.5627946854,1.171456298
10,3.309458350703395e8,3.310819410263843e8,3.304893419072167e8,592599.119167544,2.147323189,3.3108190619742864e8,3.3048963127247775e8,592274.9249508865,0.776842183,3.310328223580581e8,3.30429768832096e8,603053.525962133,0.54127077,3.31134125322907e8,3.3049696544735754e8,637159.8755494356,1.442006285,3.310734319393766e8,3.3033309038799894e8,740341.5513776541,1.315986761
