iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,4059.530088428408,-4.337164502708505e6,4.341224032796933e6,0.0,4060.443820156157,-4.3602563620007895e6,4.364316805820946e6,0.0,4060.443820156157,-4.3602563620007895e6,4.364316805820946e6,0.0,2.109852832456976e6,-2.2544639733639695e6,4.364316805820946e6,0.0,2.109852832456976e6,-Inf,Inf,0.0
2,2540.2373240450397,-98503.0573915299,101043.29471557494,0.04196849,2541.7481401460245,-101078.4886862918,103620.23682643783,0.0358561,2541.7481401460245,-101078.4886862918,103620.23682643783,0.03915718,5081.841475121677,-106029.20108563731,111111.04256075899,0.059933509,5081.841475121677,-4.359234964345824e6,4.364316805820946e6,0.053884289
3,2120.63359846361,-48261.25482935536,50381.88842781897,0.08250877,2123.541209746152,-48840.05479415972,50963.59600390587,0.076180245,2119.5600693272427,-48844.03593457863,50963.59600390587,0.080549851,3161.314789900556,-51927.79132223966,55089.106112140216,0.125200253,3161.314789902419,-107949.72777085657,111111.04256075899,0.108869124
4,2002.2744816606864,-24385.24070547113,26387.515187131816,0.123931091,2000.3938305312768,-24168.45101347471,26168.844844005987,0.116164851,1829.3287921948358,-25256.906959639287,27086.235751834123,0.119752876,2664.8183848904446,-25369.608530858637,28034.42691574908,0.179477688,2664.8180705420673,-52424.3058011624,55089.12387170447,0.162804433
5,1973.0037398273125,-11291.168013087938,13264.17175291525,0.167294051,1969.4950715163723,-12539.079219729909,14508.574291246281,0.153335748,1509.819776069373,-43603.4684825451,45113.28825861447,0.15771026,2535.2873619711027,-12206.066916573742,14741.354278544844,0.243267177,2049.488983636722,-25984.876560836434,28034.365544473156,0.207889111
6,1961.6351605858654,-5233.71264005354,7195.347800639405,0.208017386,1959.607002007775,-5885.370340384722,7844.977342392497,0.212195025,1413.455865864642,-22025.782994011926,23439.23885987657,0.200110079,2497.638010532595,-5668.649855837741,8166.287866370336,0.297417038,1663.1341959098354,-47422.899550641836,49086.03374655167,0.256628299
7,1476.734554734081,-4524.2150892728405,6000.9496440069215,0.247051095,1474.7799591207877,-3246.4412145986453,4721.221173719433,0.253804186,1223.4511397723109,-33582.97007714436,34806.42121691667,0.237401503,2485.709658201784,-3172.733868228065,5658.443526429849,0.350434413,1549.4571311306208,-23724.409856551705,25273.866987682326,0.300561377
8,1280.289719489403,-33296.4993211992,34576.7890406886,0.286327687,1282.0810518506914,-33141.82171570349,34423.90276755418,0.292640778,1131.5488846795633,-16523.82623499113,17655.375119670694,0.278262607,1764.5791043443605,-38308.08151261472,40072.66061695908,0.401258879,1329.1379100000486,-35897.597952194235,37226.735862194284,0.350489148
9,1227.559792758897,-16480.888060359815,17708.447853118712,0.326610599,1225.7953256964684,-16504.02213040663,17729.817456103097,0.332005099,1005.8950274884701,-27283.31549697039,28289.21052445886,0.316405003,1502.7527231816202,-19343.261696719834,20846.014419901454,0.472645062,1237.5250883018598,-18579.48533538526,19817.01042368712,0.395462392
10,1210.6905630780384,-8565.710202287617,9776.400765365655,0.387455689,1209.543432510458,-8665.83963452785,9875.383067038309,0.369515368,948.7086043367162,-14163.092478593586,15111.801082930302,0.362036192,1426.6165943387896,-9773.070679808989,11199.687274147778,0.523583475,1108.536473510787,-27151.037215603665,28259.57368911445,0.44489254
11,1205.0531038446352,-3983.8993753305276,5188.952479175163,0.42827341,1204.5475551029667,-4106.513269494681,5311.060824597647,0.409260554,856.9556812942028,-23107.632621191595,23964.588302485798,0.396500882,1404.432497116737,-4624.466554297636,6028.899051414373,0.574883361,1030.6072149472311,-13913.676881538267,14944.284096485499,0.488990936
12,998.7567291921005,-2778.2407356516605,3776.997464843761,0.467309847,998.3963504265994,-1807.1447095367516,2805.541059963351,0.448631912,819.9849645802751,-11954.00773130358,12773.992695883855,0.437120058,1397.921303234063,-1801.1243592754804,3199.0456625095435,0.626658322,927.7453481061384,-23979.889422948603,24907.63477105474,0.538638832
13,906.7648994093761,-23069.4500594064,23976.214958815777,0.507427743,907.276396968402,-23402.864834506272,24310.141231474674,0.487527045,756.8117863032967,-18793.966990490648,19550.778776793944,0.471285508,1134.9289047447965,-25177.93564603733,26312.864550782127,0.691511715,889.1316263061017,-12601.828160467034,13490.959786773135,0.583882717
14,879.5981549145654,-11785.597186374103,12665.195341288669,0.547702978,877.138073829934,-12185.045736695387,13062.183810525321,0.526754405,717.1200475022197,-8867.32208345991,9584.44213096213,0.515680826,1024.1165642207488,-13089.524800831376,14113.641365052124,0.744670909,818.2275497857481,-19297.954387886144,20116.181937671892,0.638636681
15,871.4090275578201,-5791.03314337852,6662.4421709363405,0.589147692,868.916344884783,-6200.896030869412,7069.812375754195,0.56819573,672.203013013117,-16318.276378384653,16990.47939139777,0.556903699,989.5583941368386,-6438.289715845556,7427.848109982395,0.798622982,784.5304293967783,-9630.822928795558,10415.353358192337,0.685655984
16,868.8701569261029,-3366.446958694254,4235.317115620357,0.62769442,866.6521246610209,-2807.3139943638894,3673.9661190249103,0.613112492,638.3941524196416,-8274.963261738063,8913.357414157705,0.600634105,979.808197430335,-3011.310089433763,3991.118286864098,0.854559745,742.1990310605615,-15122.866498153122,15865.065529213683,0.741365682
17,752.3326892126352,-1664.3556538748917,2416.688343087527,0.668775267,749.3494206666946,-1320.9502205106005,2070.299641177295,0.653292018,599.1832450246438,-15244.895488277285,15844.078733301929,0.643598299,977.0635590795428,-1297.455193196014,2274.518752275557,0.906057877,693.7047845236957,-7673.991252146479,8367.696036670175,0.791307564
18,696.8771749390289,-17557.26383708312,18254.141012022148,0.710586618,694.2378559159115,-17861.56501664244,18555.80287255835,0.68954818,566.0533282486722,-7500.599588056008,8066.65291630468,0.686196631,836.8566934065893,-18905.75830508913,19742.61499849572,0.958156456,652.2694224044681,-15375.695180726532,16027.964603131,0.843858544
19,681.4240085361525,-9023.242447936449,9704.666456472602,0.750683884,679.1291298018768,-8756.25810061621,9435.387230418088,0.729422184,531.416958110407,-13712.860278286085,14244.277236396492,0.741367362,770.4764369679615,-9811.775693496673,10582.252130464634,1.011256816,610.6969059556723,-7799.66114754085,8410.358053496522,0.891014634
20,676.6517858272418,-4571.055634242866,5247.707420070108,0.792841314,674.1513073118404,-4894.4283001572,5568.579607469041,0.76694777,512.3239835007116,-7254.583268537024,7766.907252037736,0.7811504,751.2100102808326,-5016.136763145831,5767.346773426663,1.063896428,570.5080535029992,-15008.125755662648,15578.633809165647,0.945825412
21,675.3814162109047,-2076.5909098679535,2751.9723260788583,0.834118013,672.6587167950347,-2158.9960126049077,2831.6547293999424,0.825657297,486.8654796509072,-11909.0626979503,12395.928177601207,0.818537236,745.366576413624,-2295.8687312242146,3041.2353076378386,1.129847595,547.3566666375846,-7711.196182211772,8258.552848849356,0.989995598
22,599.9234501225874,-1157.6203675633155,1757.543817685903,0.874995121,599.1398220220581,-1322.2247213336436,1921.3645433557017,0.862572258,470.3902109730989,-6168.889278561535,6639.279489534634,0.860425389,743.7771817371249,-1023.158044543849,1766.935226280974,1.195199942,516.7990956893191,-13085.89309181657,13602.692187505889,1.041615586
23,563.4712231922895,-14244.946404892535,14808.417628084824,0.914759586,563.7769552608952,-14234.43558323681,14798.212538497704,0.901209482,449.93284005858004,-10779.484005875904,11229.416845934484,0.897198129,656.5722112171352,-15099.678116134484,15756.25032735162,1.245529628,498.00132634025067,-6684.53996656114,7182.541292901391,1.085305059
24,552.426787934266,-7578.190543750912,8130.617331685178,0.953715397,553.1866129115224,-7235.445597904389,7788.632210815911,0.940876756,431.95137689169496,-5634.913651925598,6066.865028817293,0.939405229,616.162653259933,-7875.703317206739,8491.865970466672,1.301467452,472.5911875991151,-11659.914493113649,12132.505680712764,1.134966805
25,549.3744543343782,-3697.3911798831095,4246.765634217488,1.013831985,549.8486074609682,-3898.2529134902725,4448.101520951241,0.978500576,412.7046735966578,-10305.63616415507,10718.340837751728,0.989598085,603.8850494641811,-3825.532529344453,4429.417578808634,1.357306358,456.93554745242,-5966.091824392789,6423.027371845209,1.18006224
26,548.478330552578,-1679.0628755497528,2227.5412061023308,1.054956224,548.8521085865796,-1793.2960404286941,2342.1481490152737,1.018421643,397.4808907099068,-5274.810575078878,5672.291465788785,1.03726693,600.4351381035522,-1839.8433217082647,2440.278459811817,1.411234679,436.9373688660562,-10283.49208677209,10720.429455638146,1.229073593
27,496.15651997737586,-1190.8198957985792,1686.976415775955,1.093420574,496.7755797021091,-851.7991717258458,1348.5747514279549,1.058735464,380.4501786455512,-9757.690925081146,10138.141103726697,1.074223399,599.3605018341914,-838.4273257677203,1437.7878276019117,1.466113654,425.6469902684912,-5685.234684325341,6110.881674593832,1.2728753
28,470.34883727226406,-11978.784768037893,12449.133605310157,1.133975675,471.5238042771816,-12199.683126205508,12671.20693048269,1.095986488,368.5693039484322,-5196.357682691279,5564.926986639711,1.124757925,540.4019237542525,-12682.985983576798,13223.38790733105,1.52212658,411.4490530192852,-8485.198153709596,8896.647206728881,1.322520179
29,462.93714925739914,-6121.357232064839,6584.294381322238,1.175747316,464.53813788853586,-5963.476140036451,6428.014277924987,1.139431604,354.1800240399316,-8863.7513175313,9217.931341571231,1.167371042,511.0979082155973,-6607.620542531886,7118.718450747483,1.57525187,393.15399540029466,-4456.278881637091,4849.432877037386,1.365652712
30,460.74210793338716,-2994.202108964968,3454.944216898355,1.232566053,462.1951158782467,-3299.6810379090307,3761.8761537872774,1.17762723,343.31641937512904,-4412.1491473192855,4755.4655666944145,1.21450186,502.4379852563143,-3343.7705414140623,3846.2085266703766,1.623485106,377.7623011255637,-8995.087354795569,9372.849655921133,1.413923218
31,460.09805794712156,-1593.7393248019735,2053.837382749095,1.270504929,461.5472205905244,-1488.052243607895,1949.5994641984194,1.220275869,330.7265088222921,-8257.703682037652,8588.430190859945,1.256871591,499.88330681808293,-1556.3220225959053,2056.2053294139882,1.67270108,366.4323155246675,-4847.625768591237,5214.058084115904,1.457570419
32,421.91864363849163,-880.8155324656514,1302.734176104143,1.312141216,423.5755861159414,-725.9742745142182,1149.5498606301596,1.265359403,320.78140894975513,-4012.3844378359463,4333.165846785701,1.304941187,499.1326426640153,-729.595247253927,1228.7278899179423,1.722940612,352.27387725934386,-8592.165517169939,8944.439394429282,1.506039271
33,403.4292690027505,-10158.16435894321,10561.59362794596,1.35227731,404.9833045201376,-10259.902495022672,10664.88579954281,1.305347021,310.6124032251537,-7525.91446148172,7836.526864706873,1.349156098,455.5318193733692,-10740.278299421527,11195.810118794896,1.770323732,340.1057809693739,-4305.843477348525,4645.949258317899,1.550220592
34,397.6071991333738,-5419.134437444921,5816.741636578295,1.392308561,399.3113706372678,-5463.190868882042,5862.50223951931,1.348305261,301.7008585995063,-4067.4348889056373,4369.135747505144,1.414393092,434.4835680164397,-5487.108900814952,5921.592468831392,1.819740106,327.71753481030464,-8259.617061729461,8587.334596539766,1.608851461
35,395.95162299927324,-2886.328098424967,3282.27972142424,1.429391617,397.4312714226544,-2806.91799346605,3204.3492648887045,1.393766016,291.3914654981345,-7486.149814202116,7777.541279700251,1.463240364,428.4094883510843,-2869.778216347243,3298.1877046983273,1.869821278,316.80020026117563,-4077.0632129867718,4393.863413247947,1.672641668
36,395.42766249459237,-1343.6219436343686,1739.049606128961,1.469019783,396.89321672171354,-1546.6118407727618,1943.5050574944753,1.434284809,284.3061200659722,-3845.1003823293004,4129.406502395273,1.511151377,426.46859820745885,-1340.2820341410636,1766.7506323485225,1.917337378,306.26181686483324,-7669.120573132395,7975.3823899972285,1.725513239
37,366.58593503572047,-761.9485367860168,1128.5344718217373,1.508275357,367.4757254021242,-668.7145075701892,1036.1902329723134,1.495210545,275.7143134167418,-6730.927830441968,7006.6421438587095,1.550318925,425.90675963740796,-628.1443078026409,1054.0510674400489,1.964917671,295.99150589853525,-4253.3177259428485,4549.309231841384,1.770047854
38,351.9919786620885,-8926.870322473402,9278.86230113549,1.551581205,352.67791835591197,-9030.383792579887,9383.061710935799,1.53656832,268.6729003973305,-3641.46437358577,3910.1372739831004,1.590800012,393.440951297991,-9404.294285721182,9797.735237019173,2.013661748,284.8072940763086,-7645.0574694323805,7929.864763508689,1.821140524
39,347.6631482988596,-4720.409318368464,5068.072466667323,1.592734926,348.2023156452924,-4734.827483939351,5083.029799584643,1.576830153,260.88371018040925,-6483.535409253691,6744.4191194341,1.654929422,377.1946921404451,-4841.0017564828595,5218.196448623305,2.062565447,277.1241393266246,-4123.886536082406,4401.01067540903,1.866111866
40,346.11328504327685,-2559.3605438222257,2905.4738288655026,1.65439339,346.80961259733886,-2432.7063714058213,2779.51598400316,1.624737003,253.75781649909914,-3331.6461234607514,3585.4039399598505,1.699068731,372.4677490396425,-2447.788074266825,2820.2558233064674,2.11138479,267.40096459165215,-7211.629975834057,7479.03094042571,1.917632312
41,345.78610194753855,-984.2101834400778,1329.9962853876164,1.694411205,346.3592677032575,-1352.2837550145548,1698.6430227178123,1.666335304,246.4572369446978,-6285.63754831961,6532.094785264308,1.734649808,371.0700228130445,-1152.2029865804755,1523.27300939352,2.159098176,261.88182882219553,-3780.3773575562745,4042.25918637847,1.965946083
42,322.6773876193911,-805.8654570049544,1128.5428446243454,1.731876179,323.16936417203397,-578.8945231664552,902.0638873384892,1.708726825,240.838506876491,-3265.3539022470895,3506.1924091235805,1.772672554,370.66804868075997,-549.4254290996572,920.0934777804172,2.212133142,254.45899865496904,-6264.197378398107,6518.656377053076,2.013036612
43,310.97697114013135,-7968.041081954601,8279.018053094733,1.772587525,311.4727692268789,-8110.50623809114,8421.97900731802,1.748759364,234.98639798443764,-5817.638687899529,6052.625085883967,1.810923565,345.7001885175705,-8349.26582787214,8694.96601638971,2.260034976,248.5078794658184,-3316.2025196290315,3564.71039909485,2.057256575
44,307.5875070774928,-4179.48441035573,4487.071917433223,1.811475497,308.00723043456674,-4155.036951343761,4463.044181778328,1.790543199,230.19985803682357,-3047.817513615856,3278.0173716526797,1.856453707,332.90536637138575,-4471.554701141775,4804.4600675131605,2.308220448,241.83867724612355,-6014.635047701031,6256.473724947155,2.107856441
45,306.5863069295883,-2077.2889953895938,2383.875302319182,1.851957146,306.94968300592154,-2287.251600703797,2594.2012837097186,1.828641781,224.55898328404874,-5551.091832716047,5775.650816000096,1.892335714,328.8427812475711,-2185.298957617093,2514.141738864664,2.36225105,237.75038293935359,-3137.235525049101,3374.9859079884545,2.151947811
46,306.2702883435413,-1017.9641308080622,1324.2344191516036,1.892960955,306.6149099236354,-1019.2342565516146,1325.84916647525,1.869450232,219.44199178833514,-2881.2494455305264,3100.6914373188615,1.934498133,327.74434761703014,-1107.5381553272355,1435.2825029442656,2.414760652,234.69653122499585,-4886.786092514463,5121.482623739459,2.201606476
