iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,1.9791796459796816e7,2.048816558482423e7,1.7459481647396557e7,3.028683937427672e6,0.0,2.048837510870603e7,1.748383013729518e7,3.0045449714108505e6,0.0,2.048837510870603e7,1.748383013729518e7,3.0045449714108505e6,0.0,2.148734263916345e7,1.84827976677526e7,3.004544971410848e6,0.0,2.148734263916345e7,-Inf,Inf,0.0
2,1.9791796459796816e7,2.0172222730225515e7,1.867192820820611e7,1.5002945220194063e6,0.088491319,2.01697099722358e7,1.8667410912918612e7,1.5022990593171865e6,0.051887855,2.01697099722358e7,1.8667410912918612e7,1.5022990593171865e6,0.042662921,2.0492367215496637e7,1.897978462559297e7,1.5125825899036676e6,0.048038198,2.049236721549663e7,1.748782224408578e7,3.004544971410848e6,0.051944791
3,1.9791796459796816e7,2.0029287113514837e7,1.909380785290952e7,935479.2606053152,0.156252834,2.002870658783169e7,1.9089757406069715e7,938949.1817619763,0.092182188,2.002870658783169e7,1.9089757406069715e7,938949.1817619763,0.085395582,2.0170706795171726e7,1.9232468518648017e7,938238.2765237093,0.096419782,2.0170706795171715e7,1.8658124205268048e7,1.5125825899036676e6,0.109465341
4,1.9791796459796816e7,1.9962894995735202e7,1.9349716802570358e7,613178.1931648422,0.244153473,1.9963642657625586e7,1.9354340367633056e7,609302.2899925304,0.131476065,1.9963642657625586e7,1.9354340367633056e7,609302.2899925304,0.125815938,2.0029970999423876e7,1.9419348701809324e7,610622.2976145521,0.144138014,2.002997099879213e7,1.909173271926001e7,938238.2795321196,0.158767859
5,1.9791796459796816e7,1.992520113839356e7,1.9467776840386137e7,457424.29800742073,0.315840535,1.9925720349989653e7,1.9464854377080493e7,460865.972909159,0.171840778,1.9927429788507648e7,1.9466563815598488e7,460865.972909159,0.168703128,1.9965093729059357e7,1.9503032447886664e7,462061.2811726928,0.19365552,1.9965093728641316e7,1.93544714321334e7,610622.2965079173,0.210328366
6,1.9791796459796816e7,1.9897747146102298e7,1.9519594289851613e7,378152.8562506838,0.387293408,1.989823615550252e7,1.951758553603682e7,380650.6194657008,0.211190172,1.989420413584091e7,1.9493731294757124e7,400472.8410837874,0.20448338,1.992747211040224e7,1.9546590148380794e7,380881.9620214477,0.244256814,1.9927472110163987e7,1.946541083022894e7,462061.27993504703,0.260056424
7,1.9791796459796816e7,1.9879595751630336e7,1.9573186455361344e7,306409.2962689935,0.450673353,1.987994463576678e7,1.9572065859900735e7,307878.77586604375,0.252377699,1.9868521794304915e7,1.94970361002725e7,371485.6940324162,0.240138762,1.990020738864011e7,1.959351281021666e7,306694.5784234479,0.292801159,1.9894412198191475e7,1.9513530236857254e7,380881.96133422107,0.291324565
8,1.9791796459796816e7,1.9865743889246613e7,1.960108305019844e7,264660.8390481719,0.51443546,1.9866052126505934e7,1.960061326042606e7,265438.8660798739,0.294296648,1.9852110030711886e7,1.9558202970837146e7,293907.05987474136,0.281847307,1.988211007820391e7,1.9615736444670163e7,266373.633533746,0.343348383,1.9868992127391823e7,1.949803628452494e7,370955.8428668827,0.340828909
9,1.9791796459796816e7,1.985501169001338e7,1.9625420030468922e7,229591.65954445628,0.585397459,1.9855286694204964e7,1.962584133899047e7,229445.35521449614,0.337092446,1.9839429539755378e7,1.958378625450015e7,255643.28525522724,0.326413052,1.9868170124592174e7,1.963671648433697e7,231453.64025520533,0.391840752,1.9852603081812825e7,1.956022663793331e7,292376.44387951493,0.394505547
10,1.9791796459796816e7,1.9845950708593138e7,1.9634795391655862e7,211155.31693727337,0.650607527,1.9846172879266266e7,1.963700574551216e7,209167.13375410484,0.382298214,1.982961562446018e7,1.96107804904824e7,218835.1339777792,0.367909999,1.9857220890364807e7,1.9647395954150226e7,209824.93621458113,0.439169306,1.9840155389484093e7,1.9585816375151575e7,254339.01433251798,0.445778441
