label,iters,tot_time,avg_time
C-BC-FW,1002,255338.10102850007,254.82844414021963
F-BC-FW,1002,102550.69978442803,102.34600776889025
F-BC-AFW,1002,98733.71983833899,98.53664654524849
F-FW,1002,243481.74221573115,242.99575071430255
F-AFW,1003,246541.43226419896,245.80402020358818
