label,iters,tot_time,avg_time
C-BC-FW,4,7.936479079,1.98411976975
F-BC-FW,3,4.322626091,1.4408753636666667
F-BC-AFW,3,4.644817314,1.548272438
F-FW,3,6.727269449,2.2424231496666667
F-AFW,4,9.04831358,2.262078395
