iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,0.0,-9.075105917923184e6,9.075105917923184e6,0.0,0.0,-9.163147708160698e6,9.163147708160698e6,0.0,0.0,-9.163147708160698e6,9.163147708160698e6,0.0,4.581573854080351e6,-4.581573854080347e6,9.163147708160698e6,0.0,4.581573854080351e6,-Inf,Inf,0.0
2,7.450580596923828e-9,-0.002236488308553779,0.002236495759134376,1.124616453,1.1175870895385742e-8,1.11137664983494e-8,6.210439703634201e-11,1.016164358,0.0,-6.210439703634201e-11,6.210439703634201e-11,1.156953139,0.0,-1.8198611784203678e-9,1.8198611784203678e-9,1.319618597,0.0,-9.163147708160698e6,9.163147708160698e6,1.156763065
3,0.0,-1.9757888478078023e-8,1.9757888478078023e-8,2.291690786,1.1175870895385742e-8,-1.5362100910798482e-8,2.6537971806184224e-8,3.306461733,0.0,-6.2104397036342e-11,6.2104397036342e-11,3.487864175,0.0,-6.073482032293014e-11,6.073482032293014e-11,5.407650852,-3.725290298461914e-9,-3.860468578489873e-9,1.3517828002795884e-10,3.388027702
