iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,13440.5464861691,-2.751510691893705e7,2.752854746542322e7,0.0,13455.338081455231,-2.7516778923354376e7,2.7530234261435833e7,0.0,13455.338081455231,-2.7516778923354376e7,2.7530234261435833e7,0.0,1.3531855940263415e7,-1.3998378321172418e7,2.7530234261435833e7,0.0,1.3531855940263415e7,-Inf,Inf,0.0
2,8727.72761631012,-302514.1995748984,311241.9271912085,0.569067399,8728.681534802914,-304169.8515488263,312898.5330836292,0.221912975,8728.68153821826,-304169.85154541093,312898.5330836292,0.214428798,21494.59173997045,-433626.828862281,455121.4206022514,0.513439776,21494.591739976408,-2.7508739669695858e7,2.7530234261435833e7,0.481667905
3,7509.239351803065,-151231.89745502512,158741.13680682817,1.083782825,7511.463602864743,-150550.16053678223,158061.62413964697,0.439370964,7510.540416693688,-150551.06702303365,158061.60743972735,0.421069211,11887.209822630883,-207515.59138784252,219402.8012104734,1.037484494,11887.209822630883,-443234.21077962057,455121.4206022514,0.96412839
4,7178.299805724621,-74800.17456643889,81978.4743721635,1.722175914,7179.269247269631,-74539.60079210058,81718.87003937022,0.660686836,6275.9894701302055,-76742.08124257831,83018.07071270852,0.619517783,9514.744445508719,-104843.89782773776,114358.64227324649,1.561088217,9514.744445502758,-209888.05676497065,219402.8012104734,1.911306191
5,7083.601339375973,-36287.730677190375,43371.332016566346,2.364347546,7084.326394212247,-38341.88681452925,45426.2132087415,0.875413762,5150.345186877251,-146812.81563972597,151963.1608266032,0.810513125,8856.61733608246,-52080.77155158269,60937.388887665154,2.090960748,7814.879863995314,-106543.7471014883,114358.62696548362,2.971217904
6,7055.811938387156,-16602.350584240066,23658.162522627223,3.374091231,7056.29758092761,-16626.61609889223,23682.91367981984,1.217985882,4846.69889035225,-73498.9024833543,78345.60137370654,1.007419793,8655.910064435006,-22469.212335192256,31125.122399627264,2.589641487,6522.2943841338165,-154523.1748866803,161045.46927081412,3.448995228
7,5267.363255077601,-11004.771348978953,16272.134604056555,3.988839505,5267.805549514294,-11998.602102392044,17266.40765190634,1.442749413,4233.715106254816,-37861.11674397195,42094.831850226765,1.205416578,8604.084243774414,-10101.938391961627,18706.02263573604,3.068824464,5675.444153296948,-76282.52258398953,81957.96673728648,3.90824679
8,4576.73412154913,-113052.10226252495,117628.83638407408,5.232349615,4577.008366876841,-112763.39098502487,117340.39935190171,1.661039699,3815.2521286129954,-86819.79466329813,90635.04679191113,1.402548827,6200.838972431422,-129420.8562555434,135621.69522797482,3.543041425,4696.207530516386,-135558.69062874792,140254.8981592643,4.389114369
9,4382.240281224251,-58046.66278493715,62428.9030661614,6.214886928,4382.402240306139,-57769.55909647919,62151.96133678533,1.877734548,3351.9791490972043,-44601.71034303597,47953.68949213318,1.590604797,5280.651321405173,-65495.52340317454,70776.17472457972,4.022387427,4587.271570622921,-69521.55141928856,74108.82298991148,4.844250775
10,4325.020640397072,-28989.358491405575,33314.37913180265,6.827310179,4325.1642773687845,-29418.99066691359,33744.154944282374,2.101714077,2955.0189611256123,-85077.84990175818,88032.86886288378,1.808233559,5017.134211009741,-32912.872295965724,37930.006506975464,4.504911498,4194.848981785774,-81667.05390320226,85861.90288498804,5.320457541
11,4306.46307271719,-14167.14745214746,18473.61052486465,7.469035608,4306.584112453461,-14384.713665362538,18691.297777816,2.33198623,2843.2915540874005,-43886.02204801068,46729.31360209808,2.016420857,4939.9491932153705,-14418.09075689435,19358.03995010972,4.984170976,3758.183874452114,-42083.51016987376,45841.69404432588,5.777579832
12,4300.886478507519,-6334.986841332257,10635.873319839777,8.055897383,4300.976104700566,-6276.370564124217,10577.346668824783,2.569819712,2646.3747710049156,-22583.564352953406,25229.93912395832,2.223189308,4920.030504482985,-5865.075000638218,10785.105505121202,5.470046181,3378.2923941493036,-83679.19771933851,87057.49011348782,6.258171429
13,3502.869335782528,-7279.171004351396,10782.040340133924,8.686228447,3503.0758777856827,-7010.355130258231,10513.431008043914,2.791426143,2504.3431959509853,-50488.05025686042,52992.393452811404,2.423952729,4015.909588259459,-85617.78744686444,89633.6970351239,5.944140066,3182.1007220566275,-43332.75454475,46514.855266806626,6.710932623
14,3181.854560118914,-76274.82704911589,79456.6816092348,9.254799584,3181.9712993323806,-76329.10479884197,79511.07609817435,3.037671249,2338.3833927333358,-26530.151011371665,28868.534404105,2.630371563,3612.032721358538,-43751.62049439734,47363.65321575588,6.423079739,2902.492792105675,-70748.06544109876,73650.55823320444,7.187838707
