iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,8.166274713180575e7,8.4256547160337e7,7.305126201847811e7,1.120528514185889e7,0.0,8.425678273786944e7,7.299975313402422e7,1.1257029603845224e7,0.0,8.425678273786944e7,7.299975313402422e7,1.1257029603845224e7,0.0,8.762737598090166e7,7.637034637705645e7,1.1257029603845209e7,0.0,8.762737598090166e7,-Inf,Inf,0.0
2,8.166274713180575e7,8.325323001029623e7,7.794908693781117e7,5.304143072485067e6,0.881157639,8.32521099868893e7,7.791840534972066e7,5.33370463716865e6,0.766077359,8.32521099868893e7,7.791840534972066e7,5.33370463716865e6,0.76916956,8.42565030661833e7,7.893451994356054e7,5.321983122622758e6,0.826061899,8.42565030661833e7,7.299947346233809e7,1.1257029603845209e7,0.848277713
3,8.166274713180575e7,8.279263313187361e7,7.937321370883428e7,3.419419423039332e6,1.778818257,8.279112449674001e7,7.937164079157004e7,3.419483705169983e6,1.531234962,8.279112449674001e7,7.937164079157004e7,3.419483705169983e6,1.530345395,8.325577529918686e7,7.983930408737713e7,3.4164712118097246e6,1.658384939,8.325577529918687e7,7.793379217656411e7,5.321983122622758e6,1.839668071
4,8.166274713180575e7,8.25121314228743e7,7.997556465263748e7,2.5365667702368125e6,2.748632266,8.251370737213328e7,7.997610586071023e7,2.5376015114230514e6,2.295631155,8.251370737213328e7,7.997610586071023e7,2.5376015114230514e6,2.289959217,8.279548954107639e7,8.02585435373947e7,2.5369460036816895e6,2.482931497,8.279548954107638e7,7.937901832926665e7,3.4164712118097246e6,2.903198764
5,8.166274713180575e7,8.23286151969467e7,8.031684343123817e7,2.0117717657085229e6,3.691211639,8.233142958655822e7,8.03159372803529e7,2.0154923062053137e6,3.057898506,8.233142958655822e7,8.03159372803529e7,2.0154923062053137e6,3.049930741,8.251797459225953e7,8.050231160235143e7,2.0156629899080992e6,3.31018569,8.251797458953252e7,7.998102856989577e7,2.53694601963675e6,3.977683709
6,8.166274713180575e7,8.220210307917616e7,8.055139135740727e7,1.6507117217688803e6,4.637145432,8.220444932946827e7,8.05513174602353e7,1.6531318692329638e6,3.825597397,8.220444932946827e7,8.05513174602353e7,1.6531318692329638e6,3.811346299,8.233555945728613e7,8.068051274182798e7,1.6550467154581547e6,4.147433875,8.233555945446402e7,8.03198964633117e7,2.0156629911523163e6,5.001396918
7,8.166274713180575e7,8.211032236286904e7,8.072294415186544e7,1.3873782110036053e6,5.553292041,8.210762923706336e7,8.068732268935332e7,1.4203065477100462e6,4.588854047,8.210762923706336e7,8.068732268935332e7,1.4203065477100462e6,4.571741943,8.220823351609817e7,8.078617469746068e7,1.4220588186374903e6,4.974317262,8.2208233513533e7,8.055318679953536e7,1.6550467139976323e6,6.044715192
8,8.166274713180575e7,8.203924111246276e7,8.08260468882075e7,1.2131942242552694e6,6.45304,8.203677085404254e7,8.082140581924194e7,1.2153650348006096e6,5.354241104,8.203677085404254e7,8.082140581924194e7,1.2153650348006096e6,5.331222089,8.21111592258979e7,8.0894375314721e7,1.2167839111768901e6,5.813985706,8.211115922447503e7,8.068910041512156e7,1.4220588093534708e6,7.927579162
9,8.166274713180575e7,8.19834757908358e7,8.09162664561837e7,1.0672093346521016e6,7.395253776,8.198205048426971e7,8.092804462905435e7,1.054005855215352e6,6.127441849,8.197766621142171e7,8.092366035620636e7,1.054005855215352e6,6.09481788,8.204014343618861e7,8.098282688329247e7,1.057316552896142e6,6.654085917,8.204014343619402e7,8.08233595386817e7,1.2167838975123167e6,8.784763269
10,8.166274713180575e7,8.193868799129242e7,8.098832693131627e7,950361.0599761512,8.30248226,8.193787160053775e7,8.099702434774916e7,940847.2527885903,6.895003815,8.192472009060603e7,8.095486459507224e7,969855.4955337904,6.842887172,8.198510763437706e7,8.104252261918202e7,942585.0151950419,7.507146903,8.197953995262516e7,8.092222340809247e7,1.0573165445326865e6,9.550117742
