iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,8.191151908179212e7,8.437527817102486e7,7.389297287681745e7,1.0482305294207415e7,0.0,8.437529494713652e7,7.390672774167381e7,1.0468567205462715e7,0.0,8.437529494713652e7,7.390672774167381e7,1.0468567205462715e7,0.0,8.732305297446814e7,7.685448576900542e7,1.0468567205462724e7,0.0,8.732305297446814e7,-Inf,Inf,0.0
2,8.191151908179212e7,8.341972896914284e7,7.826933879744086e7,5.150390171701988e6,0.852192782,8.342008939451824e7,7.827232737276894e7,5.147762021749308e6,0.770675887,8.342008939451824e7,7.827232737276894e7,5.147762021749308e6,0.790108896,8.438388345054255e7,7.923167319457461e7,5.152210255967945e6,0.826410086,8.438388345054255e7,7.391531624507983e7,1.0468567205462724e7,0.828792084
3,8.191151908179212e7,8.295404187873451e7,7.955171043651809e7,3.40233144221643e6,1.707493767,8.295443173387687e7,7.955571598486435e7,3.398715749012517e6,1.532829711,8.295443173387687e7,7.955571598486435e7,3.398715749012517e6,1.59836432,8.343044455738188e7,8.00279179358203e7,3.402526621561587e6,1.66264937,8.34304445573819e7,7.827823430141401e7,5.152210255967885e6,1.657961806
4,8.191151908179212e7,8.268936393354693e7,8.022081826644719e7,2.4685456670997366e6,2.561379245,8.268974505176476e7,8.022910946124978e7,2.4606355905149747e6,2.295879818,8.268974505176476e7,8.022910946124978e7,2.4606355905149747e6,2.41773374,8.296463879917896e7,8.049692004887477e7,2.4677187503041923e6,2.483184084,8.296463879890099e7,7.95621121759417e7,3.402526622959286e6,2.494581019
5,8.191151908179212e7,8.252035515712082e7,8.058408175573663e7,1.9362734013841935e6,3.413405628,8.252070838972454e7,8.05840380109202e7,1.9366703788043335e6,3.065904963,8.252070838972454e7,8.05840380109202e7,1.9366703788043335e6,3.194468109,8.269827130774117e7,8.075283070727551e7,1.9454406004656553e6,3.304423493,8.26982713047741e7,8.023055253850701e7,2.467718766267091e6,3.335948237
6,8.191151908179212e7,8.240114187127069e7,8.079826823161706e7,1.6028736396536157e6,4.265051785,8.240146565896034e7,8.080204798841155e7,1.5994176705487985e6,3.82931692,8.240146565896034e7,8.080204798841155e7,1.5994176705487985e6,3.97286201,8.252778966828607e7,8.092182238725783e7,1.605967281028241e6,4.129343629,8.252778966452822e7,8.058234905796152e7,1.9454406065666974e6,4.18015242
7,8.191151908179212e7,8.231615001190507e7,8.098105328808542e7,1.33509672381966e6,5.121481751,8.231645376051822e7,8.098923744932407e7,1.3272163111941554e6,4.589804833,8.231645376051822e7,8.098923744932407e7,1.3272163111941554e6,5.566877416,8.24075739964799e7,8.107386832242104e7,1.3337056740588546e6,4.947416045,8.240757399268147e7,8.080160671067294e7,1.6059672820085287e6,5.003354627
8,8.191151908179212e7,8.225185179040295e7,8.109658932388698e7,1.1552624665159732e6,5.97713756,8.225211436705846e7,8.11004395595483e7,1.1516748075101469e6,5.350881228,8.22495813680367e7,8.109790656052655e7,1.1516748075101469e6,6.442620673,8.23227689574017e7,8.116692269045874e7,1.155846266942948e6,5.775511154,8.232276895197056e7,8.098906326264937e7,1.3337056893211901e6,5.833081228
9,8.191151908179212e7,8.220344654410782e7,8.120120269995779e7,1.0022438441500384e6,6.834381281,8.220368780757934e7,8.120783113289823e7,995856.6746811178,6.115384004,8.219648810262987e7,8.114378840824866e7,1.0526996943812147e6,7.607935119,8.225940200405878e7,8.123041170517224e7,1.0289902988865376e6,6.60213319,8.225940199738082e7,8.110355571699658e7,1.1558462803842425e6,6.67448318
10,8.191151908179212e7,8.216493573332155e7,8.127667460849512e7,888261.1248264238,7.697409052,8.216547196594444e7,8.127558164805499e7,889890.3178894594,6.881777373,8.215489384692904e7,8.124143515337788e7,913458.6935511697,8.539494022,8.220785564574815e7,8.131417387741853e7,893681.7683296204,7.423378204,8.220785563955066e7,8.117886534525034e7,1.0289902943003178e6,7.53046017
