iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FBCFW_prim,FBCFW_dual,FBCFW_dgap,FBCFW_time,FBCAFW_prim,FBCAFW_dual,FBCAFW_dgap,FBCAFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,16669.06513445452,-1.786021030820206e7,1.7876879373336516e7,0.0,16669.06513445452,-1.7916449384429168e7,1.7933118449563622e7,0.0,16669.06513445452,-1.7916449384429168e7,1.7933118449563622e7,0.0,8.67738496169253e6,-9.255733487871092e6,1.7933118449563622e7,0.0,8.67738496169253e6,-Inf,Inf,0.0
2,11188.411857940257,-373240.01681361906,384428.4286715593,1.354189705,11190.911959361285,-375539.9918150723,386730.9037744336,0.744803087,11190.911959361285,-375539.9918150723,386730.9037744336,0.749134598,21402.600977171212,-427708.2909999034,449110.8919770746,0.847527708,21402.600977167487,-1.7911715848586455e7,1.7933118449563622e7,0.853259519
3,9636.85493221134,-187790.2561868713,197427.11111908263,3.405896013,9641.478546701372,-187100.3859007035,196741.86444740486,1.511379895,9639.03356219083,-187102.83088521403,196741.86444740486,1.519327131,13737.283142440021,-215176.54563324727,228913.8287756873,1.689735361,13737.28314243257,-435373.60883464204,449110.8919770746,1.691082925
4,9213.753523923457,-92284.50464022665,101498.2581641501,4.670179367,9219.283411756158,-92085.47930839732,101304.76272015348,2.281164308,8050.030211802572,-96234.4152091586,104284.44542096117,2.925166966,11602.899229511619,-107160.28389131417,118763.1831208258,2.532863506,11602.899229515344,-217310.92954617203,228913.82877568738,2.531508202
5,9091.60603621602,-44590.31434445951,53681.92038067553,5.528024083,9093.079210098833,-44456.42008804239,53549.49929814122,3.052212583,6661.536318317056,-180265.98819178864,186927.5245101057,3.685779242,11016.249357797205,-53479.03405493245,64495.28341272965,3.609503801,9135.706586383283,-109627.42849106336,118763.13507744664,3.3523559
6,9054.416145410389,-22346.61506461045,31401.03121002084,6.363589588,9054.871340148151,-24040.255683066505,33095.127023214656,4.050049179,6261.500989370048,-94704.25433250012,100965.75532187017,4.441503639,10839.604670986533,-24524.629140635545,35364.23381162208,5.608965674,7451.371840622276,-197642.93409127352,205094.3059318958,4.187703334
7,6808.753495100886,-13374.330916124745,20183.08441122563,7.226101341,6810.079298753291,-14423.608963691597,21233.688262444888,5.488447815,5541.623371660709,-50245.021668259775,55786.645039920484,5.203734787,10786.408663768321,-12525.848621935998,23312.25728570432,7.196410571,6932.339150324464,-100956.72096365591,107889.06011398038,5.024338574
8,5932.14990028739,-141452.03935981286,147384.18926010025,8.072355837,5934.279288858175,-141589.22901913134,147523.5083079895,6.768147427,5025.781054720283,-107605.49328198638,112631.27433670666,5.956934826,7771.999057274312,-158776.42378422138,166548.4228414957,8.022929616,5911.790080584586,-152244.5407360742,158156.3308166588,5.869220451
9,5674.470503747463,-74013.90297966925,79688.37348341671,8.907849608,5672.3818985931575,-73268.45840357471,78940.84030216787,7.866839613,4440.235635541379,-56391.14346957335,60831.37910511473,6.709244271,6658.060935258865,-82433.78825268842,89091.84918794729,8.869692432,5546.074632201344,-78861.87426200963,84407.94889421097,7.099343886
10,5596.65199059248,-37732.84462554098,43329.49661613346,9.761076837,5596.700676344335,-38523.06119159538,44119.76186793971,8.625917756,3925.5349016711116,-109096.03494248925,113021.56984416036,7.463156591,6323.509165003896,-41893.90838048292,48217.41754548682,9.709803646,4974.216034077108,-113464.9116675508,118439.1277016279,9.085473638
11,5572.957614757121,-17910.82906161921,23483.78667637633,10.628206754,5573.952305406332,-18415.9289964387,23989.88130184503,9.395482234,3779.678370360285,-56968.95585395324,60748.63422431352,8.221978523,6225.097789570689,-20160.147634078443,26385.245423649132,10.552235727,4615.118123523891,-59280.9074597446,63896.02558326849,10.503356915
12,5566.281790778041,-6795.246102614958,12361.527893392999,11.492238223,5566.724710904062,-7866.950351852653,13433.675062756714,10.168968296,3529.576637879014,-29063.962220270703,32593.538858149717,8.987960535,6196.023027531803,-8330.282208897315,14526.305236429118,11.396083204,4161.923684544861,-101150.99284010485,105312.91652464971,11.347078539
13,4550.658195074648,-9412.387113810477,13963.045308885125,12.334252116,4554.761027272791,-8120.604346833388,12675.365374106179,10.936209689,3343.426498994231,-64710.1900817882,68053.61658078243,9.733747426,6187.196260966361,-7747.664731134728,13934.860992101088,12.265736726,4002.449877154082,-52886.42259813546,56888.87247528954,12.173234456
14,4139.345216359943,-96010.79637842244,100150.14159478238,13.182960015,4140.50210076198,-96235.5048190468,100376.00691980877,11.699559438,3126.380896575749,-33750.16358080527,36876.544477381016,10.496765074,4982.417307302356,-103585.54013078862,108567.95743809098,13.096917869,3712.4873016364872,-80043.66071229732,83756.14801393381,13.011711662
15,4019.978640526533,-49797.482114027116,53817.46075455365,14.039377465,4016.5930816829205,-50319.58450412961,54336.17758581253,12.464823337,2933.128104902804,-66698.09117769837,69631.21928260117,11.241611228,4502.725826002657,-55098.622885469245,59601.3487114719,13.962598171,3568.677855886519,-41731.484050190265,45300.161906076784,13.837318587
16,3983.178295072168,-25445.74494559854,29428.92324067071,14.892487611,3980.682840142399,-26140.28697656713,30120.96981670953,13.225779475,2769.533164296299,-33096.11897418584,35865.65213848214,12.037172502,4354.85801383853,-27658.516674475733,32013.374688314263,14.800314763,3389.163737103343,-62773.57645441609,66162.74019151944,14.693332194
17,3971.486582443118,-13401.6002837614,17373.086866204518,15.727128998,3969.857592936605,-12564.438545663194,16534.2961385998,13.992640033,2599.918453000486,-62144.0905788404,64744.009031840884,12.778370799,4311.4017177298665,-12458.905689866158,16770.307407596025,15.64446968,3200.1018674001098,-32862.15170053996,36062.25356794007,15.523003853
18,3968.102972138673,-5228.833392373574,9196.936364512247,16.578782908,3455.977323781699,-5538.80151517207,8994.778838953769,14.760962986,2454.3714520148933,-32454.951454132897,34909.32290614779,13.56281466,4299.438078310341,-5180.457697764981,9479.895776075322,16.481154602,3020.9466634616256,-62634.46947488145,65655.41613834308,16.370796956
19,3409.8503833934665,-5831.731631428849,9241.582014822316,17.430171959,3210.4060585051775,-74212.68641132407,77423.09246982925,15.527468726,2297.9767037779093,-59343.36059037767,61641.33729415558,14.303934874,4295.564870167524,-5536.940963430832,9832.505833598356,17.318086435,2832.8117217086256,-32894.44212408388,35727.253845792504,17.204087311
20,3173.0121640600264,-72803.28459757942,75976.29676163945,18.284526312,3137.8452733829618,-38544.982773864256,41682.82804724722,16.29914676,2248.7156689167023,-31370.08489920159,33618.80056811829,15.067559698,3660.911283865571,-77345.62328056517,81006.53456443074,18.149734701,2648.960801385343,-63420.51994695043,66069.48074833577,18.045174671
21,3100.893907621503,-38319.619009028254,41420.51291664976,19.13734661,3115.4827524907887,-20638.592858924287,23754.075611415075,17.061603014,2148.717521112412,-46505.17344727537,48653.89096838778,15.801647537,3391.2694147937,-40305.7472152117,43697.0166300054,19.082756904,2559.810213740915,-32984.963625681834,35544.77383942275,18.865939747
22,3080.3637869097292,-18962.931407948698,22043.295194858427,19.997446164,3108.971198603511,-9753.500602548724,12862.471801152235,17.835453097,2079.674450792372,-24825.5944652791,26905.268916071473,16.558863168,3311.0440946780145,-20634.87744174912,23945.921536427133,20.379659675,2430.126276783645,-53736.866287996105,56166.99256477975,19.724021001
23,3073.8506294712424,-9851.853050349408,12925.70367982065,20.83532776,2778.912244424224,-4424.556002332293,7203.468246756517,18.602848356,2000.72541211918,-42037.20922948631,44037.93464160549,17.309484447,3286.5528264716268,-10044.228338985198,13330.781165456825,22.559808442,2332.1057527437806,-28824.615098110477,31156.720850854257,20.552340371
24,3071.816973861307,-4120.710951804085,7192.527925665392,21.693771856,2618.614756848663,-59962.42280717298,62581.037564021644,19.359804626,1934.0239372849464,-23241.011218991927,25175.035156276874,18.063945053,3278.9318429902196,-4005.156684697082,7284.088527687301,23.902073455,2218.3789286985993,-49511.27112702395,51729.65005572255,21.655173749
25,2720.107583463192,-4916.913524747545,7637.021108210737,22.555037418,2568.7190511748195,-31940.708816961196,34509.427868136016,20.12936912,1859.0283602327108,-41609.01069658102,43468.03905681373,18.809486307,2916.0309413187206,-62141.81343331044,65057.84437462916,24.73444511,2155.2218883670866,-26270.452317838488,28425.674206205575,23.676056855
26,2566.017448525876,-58903.12174979228,61469.13919831815,23.405427792,2554.175866615027,-16585.701929928655,19139.877796543682,21.26833819,1797.5575513504446,-21542.3492125704,23339.906763920844,19.572488366,2740.6754007674754,-32304.047541253276,35044.72294202075,25.579346849,2067.129736017436,-43679.70051803173,45746.830254049164,25.226286538
27,2520.266582325101,-31162.77099462456,33683.03757694966,24.248668291,2549.8475726619363,-7676.082658131156,10225.930230793092,22.033572059,1730.976196654141,-38875.00004090706,40605.976237561204,20.3050777,2688.8074508979917,-16801.84255005946,19490.650000957452,26.427185247,1998.562537908554,-22915.17162904204,24913.734166950595,26.057868215
28,2505.353935096413,-16320.790088188616,18826.14402328503,25.111652239,2318.7441481389105,-3475.1896088089534,5793.933756947864,22.799023183,1679.4732618927956,-20251.839540197114,21931.31280208991,21.071170036,2672.680243514478,-7697.171241808355,10369.851485322833,27.292621081,1919.4406883902848,-41260.29769997656,43179.738388366844,26.904658015
29,2501.1216432265937,-7567.625009456562,10068.746652683156,25.981489196,2204.6034166514874,-50587.68137324842,52792.28478989991,23.554774812,1621.2491986230016,-36116.28530136627,37737.53449998927,21.802829394,2668.039858020842,-3322.3943502803913,5990.434208301233,28.135456323,1873.915279366076,-21615.02969212993,23488.944971496006,27.726861804
30,2277.3204754441977,-3580.553180660072,5857.87365610427,27.173570482,2169.917764134705,-27072.95774959865,29242.875513733354,24.307947716,1568.0368353128433,-19743.568145566245,21311.60498087909,22.55518866,2417.922756612301,-51618.6334009022,54036.556157514504,28.971881713,1821.2420441433787,-33594.82314342895,35416.06518757233,28.58239912
31,2165.4829007051885,-50102.85085622371,52268.3337569289,29.297521545,2159.354876294732,-13708.442262459108,15867.79713875384,25.074864141,1511.4163176491857,-35285.02933956761,36796.4456572168,23.305381774,2296.151493832469,-27300.48402013845,29596.63551397092,29.808302247,1752.6685665547848,-17465.588666591553,19218.257233146338,29.406643561
32,2133.271986462176,-25409.76318734776,27543.035173809934,30.698224966,2156.1664164960384,-6487.455808198949,8643.622224694987,25.837805891,1471.553354140371,-18657.5752550493,20129.128609189673,24.051499541,2259.3638610094786,-13907.396506000056,16166.760367009534,30.656695927,1693.9094155803323,-35559.7469480163,37253.65636359663,30.252450311
33,2122.965129517019,-13685.528107141647,15808.493236658665,31.534467024,1985.9850675016642,-3541.970975671714,5527.956043173378,26.594599385,1424.2854471169412,-32729.97967273544,34154.26511985238,24.784856529,2248.2381467185915,-6427.716557283004,8675.954704001595,31.490368381,1640.1680128276348,-18816.283953901162,20456.451966728797,31.067586798
34,2119.821865044534,-6483.60092569398,8603.422790738514,32.388603053,1900.4142964445055,-43579.807624681314,45480.22192112582,27.353312458,1386.9426084011793,-17323.694194908014,18710.636803309193,25.549253163,2245.0641409680247,-2815.181480293325,5060.24562126135,32.338858542,1585.9296919927,-34533.94556910374,36119.87526109644,32.014516246
35,1954.0655387155712,-2922.569968747918,4876.635507463489,33.252056115,1874.189566515386,-22886.77280842237,24760.962374937757,28.126077125,1344.74295521155,-31110.459457055396,32455.202412266946,26.289653674,2064.032233592123,-44408.36283193566,46472.39506552778,33.173351548,1542.6835098005831,-18412.876164878704,19955.559674679287,32.941517575
36,1870.54069666937,-42727.15103696332,44597.69173363269,34.117773988,1866.2557970285416,-11907.952457542136,13774.208254570678,28.889518933,1316.5053743124008,-16011.984750403732,17328.490124716132,27.054120672,1975.40170352906,-23371.819128232102,25347.220831761162,34.02152223,1492.5684073604643,-33010.15835365449,34502.72676101496,33.81144629
37,1845.4163976684213,-22769.25319444055,24614.66959210897,34.957996758,1863.704691696912,-5880.540660425998,7744.24535212291,29.652342438,1282.4459866769612,-27648.675458218237,28931.121444895198,27.794693197,1948.6691345088184,-12232.734819754178,14181.403954262996,35.790258344,1448.77957174927,-17413.84099900973,18862.620570759,34.642732894
38,1837.8115074560046,-11656.993499302924,13494.805006758928,35.818093791,1731.7135441824794,-2565.122943225104,4296.836487407583,30.418070549,1252.768486790359,-14592.36924847576,15845.137735266118,28.559549068,1940.2045084834099,-6118.018734957498,8058.223243440908,37.783761995,1402.8478629216552,-31902.96570303355,33305.813565955206,35.489673359
39,1835.5844034329057,-5368.620541684041,7204.204945116947,36.679977249,1666.800772730261,-38463.41813419725,40130.21890692751,31.169198958,1220.5227791443467,-26732.931479304214,27953.45425844856,29.299965735,1937.402005970478,-2446.2179575959753,4383.619963566453,38.706400075,1371.32369376719,-16990.63332021305,18361.95701398024,37.056280785
40,1709.1686742380261,-2857.3139064397083,4566.482580677734,37.515685013,1646.9957345761359,-20446.390564058398,22093.386298634534,31.938129806,1194.896973349154,-13775.938873439129,14970.835846788283,30.072159349,1800.1138706170022,-39078.7455603851,40878.8594310021,39.53933945,1332.216339059174,-29125.17697582794,30457.393314887115,39.052179288
41,1644.4270465411246,-37605.55557011801,39249.98261665914,38.374078955,1640.7354549728334,-10609.7526773514,12250.488132324233,32.697984487,1166.506489019841,-25116.71123960041,26283.21772862025,30.810831886,1730.9111696481705,-20628.164976356173,22359.076146004343,40.380560266,1300.7782075032592,-15469.495828045561,16770.27403554882,40.111875499
42,1624.948107779026,-20022.647327381703,21647.59543516073,39.230825031,1638.7443856447935,-5140.3350018260835,6779.079387470877,33.466516269,1143.9878800325096,-13265.214993277927,14409.202873310436,31.582439035,1709.817576047033,-10604.443140335195,12314.260716382229,41.232567392,1265.7134611606598,-27715.87699845355,28981.59045961421,40.960157729
43,1619.1704005785286,-10241.658213294679,11860.828613873207,40.086107095,1535.1962571889162,-2747.676579112189,4282.872836301105,34.225455675,1117.7308386936784,-24090.081140155697,25207.811978849375,32.31340848,1703.3053682111204,-4914.428450926807,6617.733819137928,42.083271649,1232.6261682733893,-14541.353903245192,15773.980071518581,41.78083453
44,1617.39659005031,-4847.429436541225,6464.826026591535,40.961455254,1481.5311686098576,-34283.10130969301,35764.63247830287,34.982674256,1095.0476875528693,-12141.576706372165,13236.624393925034,33.060887011,1701.4727315679193,-2181.7015839592987,3883.174315527218,42.941900885,1199.2909560985863,-27093.501648157573,28292.79260425616,42.626742145
45,1516.6251878365874,-2234.6924178180434,3751.317605654631,41.948827746,1465.7124713994563,-17835.934079417268,19301.646550816724,35.74655522,1071.4584900662303,-22985.432321866792,24056.890811933023,33.802360393,1592.9210871309042,-34933.47903753028,36526.40012466118,43.776368193,1180.3127373494208,-14393.379325399104,15573.692062748525,43.458053383
46,1465.1525281630456,-33547.662828436696,35012.81535659974,42.904504252,1460.9962932765484,-9721.162050013634,11182.158343290183,36.50370392,1051.8934622183442,-12058.904037438868,13110.797499657212,34.547009243,1537.8134911730886,-18111.944374368413,19649.7578655415,44.615772395,1153.990951679647,-24251.33158108143,25405.322532761078,44.317591717
47,1449.4160948842764,-18199.841998828277,19649.258093712553,43.741835061,1459.5389772169292,-4590.078268450372,6049.617245667301,37.271992995,1030.4959264844656,-22064.796698348076,23095.292624832542,35.279809995,1521.633406110108,-9478.301467507705,10999.934873617813,45.457406181,1132.6340596973896,-12914.223460657635,14046.857520355024,45.138944882
