label,iters,tot_time,avg_time
C-BC-FW,1002,128744.94571595507,128.48796977640225
F-BC-FW,1002,128043.53043938303,127.78795453032238
F-BC-AFW,1002,94975.06342682708,94.78549244194319
F-FW,1002,77433.17070015405,77.27861347320763
F-AFW,1003,70919.7321966429,70.70760936853729
