label,iters,tot_time,avg_time
C-BC-FW,1002,3643.3531364440014,3.6360809744950116
F-BC-FW,1002,3635.1933928160015,3.6279375177804405
F-BC-AFW,1002,2906.2254979290014,2.9004246486317378
F-FW,1002,3469.4700865610002,3.4625449965678645
F-AFW,1003,4148.664680982001,4.136255913242274
