label,iters,tot_time,avg_time
C-BC-FW,1002,46894.350807849034,46.800749309230575
F-BC-FW,1002,11292.105374244991,11.269566241761469
F-BC-AFW,1002,9568.170202392,9.54907205827545
F-FW,1002,24054.91703179999,24.00690322534929
F-AFW,1003,21873.25333109999,21.807829841575263
