label,iters,tot_time,avg_time
C-BC-FW,1002,666909.5935397997,665.5784366664667
F-BC-FW,1002,553057.1258918891,551.9532194529831
F-BC-AFW,1002,547131.303647327,546.0392251969331
F-FW,1002,659509.5733856214,658.1931870115982
F-AFW,1003,670726.3827540512,668.7202220877879
