label,iters,tot_time,avg_time
C-BC-FW,1002,14988.43147344002,14.958514444550918
F-BC-FW,1002,16922.434684298,16.888657369558885
F-BC-AFW,1002,16599.529755994998,16.566396962070854
F-FW,1002,14055.242449145999,14.027188073
F-AFW,1003,13019.421019673004,12.980479580930213
