label,iters,tot_time,avg_time
C-BC-FW,1002,27349.84242599198,27.295251922147685
F-BC-FW,1002,27350.211875164998,27.295620633897204
F-BC-AFW,1002,27259.270212207983,27.20486049122553
F-FW,1002,30574.611679260015,30.513584510239536
F-AFW,1003,29355.61110926699,29.267807686208364
