label,iters,tot_time,avg_time
C-BC-FW,1002,530.0159506359996,0.5289580345668659
F-BC-FW,1002,484.28012773299986,0.4833135007315368
F-BC-AFW,1002,484.24999261500045,0.4832834257634735
F-FW,1002,248.9200987640002,0.24842325225948123
F-AFW,1003,230.83873882700033,0.23014829394516484
