label,iters,tot_time,avg_time
C-BC-FW,1002,3287.0241462439994,3.280463219804391
F-BC-FW,1002,3127.3155112490026,3.1210733645199626
F-BC-AFW,1002,2827.661137329,2.8220171031227546
F-FW,1002,2147.630086663001,2.1433433998632743
F-AFW,1003,2026.6893811819987,2.0206274986859407
