label,iters,tot_time,avg_time
C-BC-FW,8,0.12220399100000001,0.015275498875000001
F-BC-FW,10,0.28474139299999995,0.028474139299999996
F-BC-AFW,10,0.14454956700000002,0.014454956700000002
F-FW,4,0.005514008,0.001378502
F-AFW,5,0.007501199,0.0015002398
