label,iters,tot_time,avg_time
C-BC-FW,10002,5.562850866276349e6,556.1738518572635
C-BC-BPFW,760,30648.086359098987,40.32642941986709
F-BC-BPFW,782,32485.879956839002,41.542045980612535
