iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
1,46.55220018373802,-1831.3941800312036,1877.9463802149417,0.0,817.3027660073712,-1040.8177411746187,1858.12050718199,0.0,817.3027660073712,-Inf,Inf,0.0
2,30.4900060207583,-192.03901428489254,222.52902030565085,0.820179875,60.997108686715364,-228.58506043996783,289.5821691266832,0.212477703,60.997108686715364,-1797.1233984952746,1858.12050718199,0.202303698
3,23.894467047415674,-103.60217977607667,127.49664682349234,1.09110877,34.04337803879753,-117.09154379618798,151.1349218349855,0.421772305,34.043378038331866,-255.53879108835133,289.5821691266832,0.400710105
4,20.740011036396027,-64.93943182916169,85.67944286555772,1.323600952,25.328160298988223,-69.15628051384795,94.48444081283617,0.624861308,25.328132666181773,-125.80706000272778,151.13519266890955,0.594934324
5,18.903216128703207,-43.56012590407202,62.46334203277522,1.551603276,21.354791291523725,-43.24213016598148,64.5969214575052,0.830634058,21.602589002344757,-72.88179664479837,94.48438564714313,0.783953757
6,13.237718109507114,-46.49521377640646,59.73293188591357,1.781081445,19.34027796285227,-31.190289451857893,50.53056741471016,1.036502819,17.277853618375957,-84.0206274070047,101.29848102538065,0.979097019
7,11.025900386739522,-62.97511203758097,74.00101242432049,2.031846114,14.491473818197846,-62.430743880498596,76.92221769869644,1.236155208,15.054116913117468,-54.564004193881004,69.61812110699847,1.166409381
8,9.922280905768275,-38.62920075653665,48.55148166230492,2.293929971,11.949768194463104,-41.00080066345087,52.95056885791397,1.43770061,13.153088469989598,-38.872115374839964,52.02520384482956,1.352764183
9,9.280217146966606,-26.28183769686661,35.56205484383322,2.519252276,10.666543238330632,-27.73453947326562,38.40108271159625,1.647159664,11.337441986426711,-51.37352595125846,62.71096793768517,1.542770917
10,8.909898831043392,-20.737689637794126,29.64758846883752,2.740846631,9.983749052044004,-19.689684349197297,29.6734334012413,1.85261734,10.372049903962761,-33.70381556358211,44.07586546754487,1.732338469
11,7.1799373659305274,-23.233796885412794,30.41373425134332,2.973724336,9.545696711633354,-19.718022654654863,29.263719366288218,2.053087641,9.230836584698409,-23.433552950620104,32.66438953531851,1.922677305
12,6.395804533269256,-36.39905833739433,42.794862870663586,3.197458929,7.764208814129233,-36.1603299263339,43.924538740463134,2.262771839,8.493716631550342,-31.738740069290316,40.23245670084066,2.11304406
13,5.963653542101383,-24.22963588298946,30.193289425090843,3.423915476,6.847018188331276,-24.698968117103252,31.54598630543453,2.478825404,7.843745062593371,-23.48976377600825,31.33350883860162,2.297690104
14,5.704237455967814,-16.277859891492913,21.982097347460726,3.666918038,6.3707897532731295,-18.241524966122455,24.612314719395584,2.690175161,7.441289624199271,-29.904219054945713,37.345508679144984,2.483276137
15,5.545384323690087,-14.29448542372388,19.839869747413967,3.911766596,6.075939375907183,-11.786786023140074,17.862725399047257,2.906286294,7.006922963541001,-23.193494382138674,30.200417345679675,2.670800919
16,4.730778981000185,-15.055628542872409,19.786407523872594,4.143789838,5.908405180554837,-14.16995506814192,20.078360248696757,3.119824027,6.495654752943665,-15.922712884061951,22.418367637005616,2.857673767
17,4.338039102032781,-24.72671651746957,29.06475561950235,4.403880041,5.029164699371904,-25.500140987852845,30.52930568722475,3.327138226,6.0667289942502975,-23.41674414967476,29.483473143925057,3.047065575
18,4.125194281805307,-17.32032662730003,21.445520909105337,4.64953866,4.6110246744938195,-18.135147120649222,22.74617179514304,3.532168264,5.642124738078564,-17.33928676538474,22.981411503463303,3.229562996
19,3.9881673944182694,-12.649232359327108,16.637399753745377,4.907362799,4.3550016903318465,-12.594779657878455,16.9497813482103,3.729092722,5.269976510666311,-23.099980072755027,28.369956583421338,3.416530208
20,3.8951743375509977,-9.171049609081749,13.066223946632746,5.138434744,4.217373571824282,-8.991274130699537,13.20864770252382,3.926753948,5.007086559664458,-16.11537596370505,21.122462523369506,3.60039973
21,3.439480310305953,-12.605326729573058,16.04480703987901,5.37335295,4.13172667240724,-11.25577272597814,15.38749939838538,4.127073653,4.754046254325658,-18.484827489187243,23.2388737435129,3.790588682
22,3.2057046168483794,-19.779701580182092,22.98540619703047,5.622264025,3.6018544416874647,-19.20559509116886,22.807449532856324,4.329448972,4.453704472631216,-13.678698289927922,18.13240276255914,3.980745191
23,3.0687373452819884,-13.733821517368462,16.80255886265045,5.858060686,3.352211111690849,-14.117631215220278,17.469842326911127,4.539400043,4.217634091619402,-17.941154155286966,22.15878824690637,4.16492731
24,2.978991194162518,-10.600046315566921,13.579037509729439,6.109014564,3.203629649244249,-10.005401110208282,13.209030759452531,4.747476059,4.0928786168806255,-12.915955654196374,17.008834271077,4.352829165
25,2.930252432823181,-7.210132377965866,10.140384810789048,6.352857061,3.118951864540577,-7.168292442698011,10.287244307238588,4.951633736,3.907941389363259,-15.49108498914351,19.39902637850677,4.551721457
26,2.624050439335406,-8.903593041526143,11.527643480861549,6.611178729,2.8731293962337077,-16.12454903618824,18.99767843242195,5.159135005,3.68362626619637,-11.008426480664685,14.692052746861055,4.740057853
27,2.472506401129067,-16.218385489893016,18.690891891022083,6.856275829,2.704031551256776,-11.238218993892957,13.942250545149733,5.362218562,3.4996966794133186,-15.749013126489409,19.248709805902728,4.938533678
28,2.3789223595522344,-11.039176677250655,13.41809903680289,7.0997502,2.6078912680968642,-8.540351715384432,11.148242983481296,5.5728944,3.357235171366483,-11.404113745523642,14.761348916890125,5.131963515
29,2.3248285269364715,-9.029726008585762,11.354554535522233,7.329840311,2.545660954900086,-6.188179927712625,8.73384088261271,5.774968157,3.1732349726371467,-16.615010071382585,19.78824504401973,5.326953083
30,2.2919087703339756,-6.046122539877572,8.338031310211548,7.566368795,2.505011241417378,-7.53348478982916,10.038496031246538,5.98400075,3.0399445220828056,-10.371498169546555,13.411442691629361,5.514562231
31,2.0873631513677537,-7.511980922689553,9.599344074057306,7.828450794,2.2717247270047665,-13.271551188820162,15.543275915824928,6.182134247,2.9090938502922654,-13.42853663624988,16.337630486542146,5.706558938
32,1.9820854081772268,-12.710543724046218,14.692629132223445,8.08525558,2.1583204208873212,-9.866012398127666,12.024332819014987,6.391692585,2.8531537745147943,-9.477178626548717,12.330332401063512,5.898588225
33,1.9234490445815027,-10.309144440407653,12.232593484989156,8.333132979,2.086681910790503,-7.171277232377054,9.257959143167557,6.609481538,2.758737422991544,-11.207001970713602,13.965739393705146,6.087244708
34,1.8847913220524788,-6.88596474901162,8.770756071064099,8.589722188,2.0443450985476375,-5.593716339105924,7.638061437653562,6.822903763,2.6637435536831617,-8.230805850444028,10.89454940412719,6.272772718
35,1.7767475051805377,-5.256766910353978,7.0335144155345155,8.822412846,2.014362636487931,-6.256894593163334,8.271257229651265,7.052323614,2.565651560202241,-11.612764718758015,14.178416278960256,6.460337262
36,1.6948377527296543,-11.078718995386527,12.773556748116182,9.086877937,1.8540898165665567,-11.157115472499349,13.011205289065906,7.257028464,2.4705204674974084,-8.065586077773691,10.5361065452711,6.649727104
37,1.646061294246465,-9.030787609539495,10.67684890378596,9.344904055,1.770520482212305,-8.247529158040471,10.018049640252777,7.463564428,2.3832801901735365,-11.017386720045128,13.400666910218664,6.835734825
38,1.6146262888796628,-6.395298603497412,8.009924892377075,9.586504184,1.7226083776913583,-6.066475963570198,7.789084341261557,7.670494339,2.3204758898355067,-8.09904779776246,10.419523687597966,7.023398126
39,1.5958024426363409,-4.521028132055621,6.116830574691962,9.828510243,1.6913498775102198,-4.638394146181788,6.329744023692008,7.872395548,2.2472736164927483,-10.470257793257666,12.717531409750414,7.215719894
40,1.4846483538858593,-6.060310768432359,7.544959122318218,10.067557323,1.6710493927821517,-5.422270053839583,7.093319446621734,8.085475244,2.204117011744529,-7.717333071838663,9.921450083583192,7.403024574
41,1.4249407891184092,-10.12462527353982,11.54956606265823,10.314066033,1.5522468122653663,-9.86808373590086,11.420330548166227,8.296085927,2.166451010853052,-9.200565542496722,11.367016553349774,7.592977805
42,1.3886113287881017,-7.305176015850417,8.693787344638519,10.576708994,1.4882136075757444,-6.938409765779774,8.426623373355518,8.535756157,2.1056774710305035,-7.523878165584371,9.629555636614874,7.777761418
