iter,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
47,1.1872838661074638,-6.520822799557004,7.7081066656644674,9.13338954,1.2808115812949836,-6.352529994978873,7.633341576273857,10.994370229,1.7666309587657452,-9.574929289160922,11.341560247926667,9.931175794
48,1.1687469859607518,-4.861753666065785,6.030500652026537,9.328619724,1.252380293328315,-4.642714999457148,5.895095292785463,11.199138908,1.7135007493197918,-6.745221297715213,8.458722047035005,10.132070864
49,1.156035266816616,-3.7865484817472694,4.9425837485638855,9.527148531,1.2349589918740094,-3.42952748131534,4.664486473189349,11.399500076,1.661929614841938,-8.723475272744775,10.385404887586713,10.34011089
50,1.086474393028766,-4.777376314789334,5.8638507078181,9.716447469,1.1826006146147847,-8.035852053475526,9.218452668090311,11.604538818,1.6169602274894714,-6.238876150695548,7.855836378185019,10.550886672
51,1.0486833336763084,-7.89465150841831,8.943334842094618,9.906076619,1.1413609371520579,-6.025605365245788,7.166966302397846,11.799412782,1.5740796783939004,-8.019801160525239,9.593880838919139,10.758385657
52,1.027731346897781,-5.605674163233787,6.633405510131568,10.097937657,1.1170951738022268,-4.423582943952987,5.540678117755213,12.013355956,1.553621953818947,-5.9941277086945615,7.5477496625135085,11.006143454
53,1.0135688316076994,-4.122973013176444,5.136541844784143,10.29146244,1.100919668097049,-3.347679102381136,4.448598770478185,12.222804062,1.516885181888938,-7.122370227707254,8.639255409596192,11.256142591
54,1.004566294606775,-3.735008185235274,4.739574479842049,10.489528672,1.0908539951778948,-4.115521607170301,5.206375602348196,12.419422277,1.4817888387478888,-4.809219994093115,6.291008832841004,11.50113803
55,0.9456553184427321,-4.140901325509773,5.086556643952505,10.686037333,1.0260515846312046,-7.009555286906277,8.035606871537482,12.633763575,1.4499369468539953,-6.464215540931686,7.914152487785682,11.736858976
56,0.9154762541875243,-7.364149657940242,8.279625912127766,10.878678626,0.9955640686675906,-5.24741304725945,6.24297711592704,12.829647036,1.4166236007586122,-4.9554560153702045,6.372079616128817,11.963225619
57,0.8973333621397614,-5.051525737585879,5.948859099725641,11.09376432,0.9762355876155198,-3.8987233695660635,4.874958957181583,13.032942652,1.3840832086279988,-6.618275912203561,8.00235912083156,12.185842642
58,0.885170126799494,-3.763476664379792,4.648646791179286,11.295856793,0.963924783281982,-2.952843783007772,3.916768566289754,13.269048074,1.3499351982027292,-4.8353136307928075,6.185248828995537,12.428823075
59,0.8777120816521347,-3.4613312286685263,4.339043310320661,11.497427673,0.9557424727827311,-3.5279275421023257,4.483670014885057,13.536445083,1.3170225056819618,-6.875311928805099,8.19233443448706,12.669631822
60,0.831716048065573,-3.794126101628427,4.625842149694,11.694329262,0.9074104884639382,-6.344885659736196,7.252296148200134,13.78848596,1.2885996671393514,-5.208064272044265,6.496663939183616,12.896969094
61,0.8083177618682384,-6.195239718777906,7.003557480646144,11.886398761,0.8808607487007976,-4.761428356109718,5.642289104810516,14.072476067,1.2601651507429779,-6.3759563949640246,7.636121545707002,13.120700144
62,0.7933233482763171,-4.990406103762667,5.783729452038984,12.079991853,0.8643921343609691,-3.6834828309039125,4.5478749652648816,14.327265134,1.224644479341805,-4.812809832364209,6.037454311706014,13.339816983
63,0.7835351191461086,-3.5139082020282695,4.297443321174378,12.272346813,0.8537173494696617,-2.7116927408015172,3.565410090271179,14.534245596,1.1951039163395762,-6.461171746725441,7.656275663065017,13.580413937
64,0.7768887202255428,-3.2581160405782317,4.0350047608037745,12.462630959,0.8469067146070302,-3.0927157057342356,3.9396224203412658,14.749505254,1.1785429455339909,-4.489128112522529,5.66767105805652,13.808958632
65,0.7404217510484159,-3.266125744982257,4.006547496030673,12.655080578,0.80943548027426,-6.001356452882142,6.810791933156402,14.954732451,1.1554383672773838,-5.702323341652168,6.8577617089295515,14.052373489
66,0.7202737843617797,-5.741743911212255,6.462017695574034,12.856688284,0.787230190820992,-4.335838903685989,5.123069094506981,15.152209691,1.1270856908522546,-4.1027248504214455,5.2298105412737,14.317077229
67,0.7073563667945564,-4.746106169271358,5.453462536065914,13.053808545,0.7742880056612194,-3.322314350502893,4.096602356164112,15.359469885,1.1037820265628397,-5.753834900649689,6.857616927212529,14.569626384
68,0.7000908041372895,-3.2674990531822745,3.967589857319564,13.246741778,0.7656524633057415,-2.4345225330914673,3.200174996397209,15.663788633,1.0785457692109048,-4.219485253717682,5.298031022928587,14.832794434
69,0.6762349982745945,-2.523593350999592,3.1998283492741866,13.438365052,0.7603227426297963,-2.98230826089447,3.7426310035242665,15.928285666,1.055697390343994,-5.801590041840157,6.857287432184151,15.086374012
70,0.6582168880850077,-5.227050733246021,5.885267621331029,13.628975206,0.7264690431766212,-5.42693938821764,6.153408431394261,16.147623181,1.0319257234223187,-4.326230234749943,5.3581559581722615,15.31827819
71,0.6479361895471811,-4.273058569379845,4.920994758927026,13.821659947,0.7085211519151926,-3.9035979154653937,4.612119067380586,16.374685114,1.0094508468173444,-5.55541643097262,6.564867277789965,15.568120809
72,0.6417648447677493,-2.960245874434964,3.6020107192027133,14.012931332,0.6976222554221749,-2.9916563160464236,3.6892785714685985,16.575469463,0.990223010070622,-4.392499818109156,5.382722828179778,15.817718949
73,0.6374982977285981,-2.2643961772734267,2.901894475002025,14.204146252,0.6901468960568309,-2.2753431915336435,2.9654900875904744,16.769786315,0.9671850465238094,-5.528701676516353,6.4958867230401625,16.06436665
74,0.6114282747730613,-2.660049643682907,3.271477918455968,14.412147192,0.6856634989380836,-2.7512800647840407,3.4369435637221244,16.965627999,0.9471529936417937,-3.8997726580383194,4.846925651680113,16.319828964
75,0.5972374733537436,-5.018274240538395,5.615511713892139,14.612878395,0.6570501979440451,-4.976284557613848,5.633334755557893,17.16498322,0.9285255116410553,-5.326593324870749,6.255118836511804,16.578125034
76,0.5881825303658843,-3.8940679497201014,4.482250480085986,14.815072397,0.6421343740075827,-3.650320521148412,4.292454895155995,17.372366689,0.9106747177429497,-4.009709949371054,4.9203846671140035,16.815897204
77,0.58156259637326,-3.013163975146108,3.594726571519368,15.017216972,0.6332342908717692,-2.8092589623778252,3.4424932532495944,17.582741967,0.8911666055209935,-5.415801661364676,6.3069682668856695,17.09341773
78,0.5773896481841803,-2.1327766668304604,2.7101663150146407,15.213736641,0.627522717230022,-2.1994546046448598,2.8269773218748817,17.787942969,0.8759650238789618,-3.762133436073997,4.638098459952959,17.340197905
79,0.5541354035958648,-2.7832360369160267,3.3373714405118915,15.422115884,0.6232601637020707,-2.576738459281927,3.1999986229839976,17.99257536,0.8575641270726919,-5.1056105991919285,5.96317472626462,17.625988358
80,0.5414965152740479,-4.721135587384175,5.262632102658223,15.6237018,0.5984140853397548,-4.683312744949152,5.281726830288907,18.259789293,0.8400312270969152,-3.795537627685654,4.635568854782569,17.84990612
81,0.5330229331739247,-3.6973550115190132,4.230377944692938,15.822421564,0.5844881883822381,-3.465651797708343,4.050139986090581,18.459861547,0.8227696949616075,-5.051682776476847,5.874452471438454,18.053322612
82,0.528102520853281,-2.52162358190146,3.049726102754741,16.017409549,0.5764060891233385,-2.5074443505620536,3.083850439685392,18.712696575,0.8081917800009251,-3.6286405259663788,4.436832305967304,18.251858163
83,0.5127972597256303,-1.9803470470594156,2.493144306785046,16.227130326,0.5715367547236383,-1.9660496065836632,2.5375863613073015,18.917722189,0.7933142739348114,-4.732124598359402,5.525438872294213,18.454059334
84,0.5020823534578085,-4.593292889042554,5.095375242500363,16.428238897,0.5684073362499475,-2.409169612240923,2.9775769484908707,19.120950624,0.7834685822017491,-3.491632701761958,4.275101283963707,18.666590529
85,0.4947072179056704,-3.470488915380977,3.965196133286647,16.624859593,0.5468601225875318,-4.174036222582902,4.720896345170434,19.326150829,0.7709229742176831,-4.192298713720195,4.963221687937878,18.914128736
86,0.49026255076751113,-2.6245626132212494,3.1148251639887605,16.817738639,0.5355378114618361,-3.2776683287556914,3.8132061402175275,19.526080959,0.7549788397736847,-3.339728266569626,4.094707106343311,19.122725616
87,0.4875519694760442,-1.8471829550944858,2.33473492457053,17.010047147,0.5283653954975307,-2.3878388044500163,2.916204199947547,19.750889058,0.7407014323398471,-4.502560379904267,5.243261812244114,19.326437137
88,0.47039251076057553,-2.19936369419915,2.6697562049597257,17.218542527,0.5235145799815655,-1.8971391435020273,2.4206537234835928,20.005597028,0.7263063946738839,-3.2703168496555364,3.9966232443294203,19.532254385
89,0.4608364929445088,-3.9557023210976325,4.416538814042141,17.415470474,0.5204986901953816,-2.2551965332868598,2.7756952234822414,20.308896553,0.7127556554041803,-4.371863455698428,5.084619111102608,19.745205698
90,0.4547397941350937,-3.205683267847791,3.660423061982885,17.605316316,0.5017461869865656,-3.951402948409708,4.4531491353962736,20.546489172,0.6995584568940103,-3.0184041134198516,3.717962570313862,19.955424679
91,0.45073552103713155,-2.3378170810754355,2.788552602112567,17.805452697,0.491868678946048,-3.038160156822439,3.530028835768487,20.752086818,0.6875171479769051,-4.253551223982704,4.941068371959609,20.189657988
92,0.44789112033322453,-1.7958700615974807,2.2437611819307053,18.001492055,0.4854273283854127,-2.3961800247978964,2.881607353183309,20.950462048,0.6766365976072848,-2.9650026175821544,3.6416392151894392,20.406814859
93,0.4314036942087114,-2.4467098108472243,2.8781135050559357,18.200320017,0.48122914554551244,-1.7860504970704447,2.267279642615957,21.153612779,0.6659222873859107,-3.8921115593144187,4.558033846700329,20.615850786
94,0.4230336444452405,-3.8734444754844644,4.296478119929705,18.402018898,0.4785447595641017,-2.1091653322556105,2.5877100918197122,21.352132291,0.6564348838292062,-2.9037901579792837,3.56022504180849,20.858186692
95,0.4178287908434868,-2.9665189970316175,3.3843477878751043,18.594585117,0.46222308091819286,-3.7132303317126727,4.175453412630866,21.56042485,0.6465241801925004,-3.8450833066727768,4.491607486865277,21.09041781
96,0.4142109379172325,-2.2594317918565436,2.673642729773776,18.794496127,0.4534490085206926,-2.9088550742778345,3.362304082798527,21.864729237,0.6371086011640728,-2.9408495283369653,3.577958129501038,21.306951355
97,0.40340455528348684,-1.9208595309462417,2.3242640862297286,18.997849249,0.4475161316804588,-2.2752098128205773,2.722725944501036,22.07629273,0.6272238632664084,-3.770295146094277,4.3975190093606855,21.521308523
98,0.39532546047121286,-3.744225713756263,4.139551174227476,19.201323087,0.4438685323111713,-1.6496319260633747,2.093500458374546,22.274394477,0.6183686745353043,-2.851410478122922,3.4697791526582265,21.725976488
99,0.39004930574446917,-2.812189640956335,3.2022389467008043,19.40432915,0.4416657527908683,-1.9995839197340182,2.4412496725248864,22.47782986,0.608545231167227,-3.7954984879982234,4.4040437191654505,21.931633287
100,0.38734163204208016,-2.064742885298294,2.4520845173403742,19.606136479,0.427123817615211,-3.5562005497617974,3.9833243673770085,22.679027291,0.5984553284943104,-2.756578496455827,3.3550338249501372,22.143865359
101,0.3781551970168948,-1.6304217959722092,2.008576992989104,19.802259305,0.41963519202545285,-2.6660928122290954,3.0857280042545483,22.915252396,0.5897996248677373,-3.6093319945975146,4.199131619465252,22.345957195
102,0.3710393770597875,-3.5046370066539323,3.87567638371372,19.994729754,0.41499110497534275,-2.076251811885445,2.491242916860788,23.128108938,0.5822261082939804,-2.7890091344994055,3.371235242793386,22.54675823
103,0.3666846598498523,-2.559136955119624,2.9258216149694762,20.187829451,0.41188115952536464,-1.583873176517642,1.9957543360430066,23.399703274,0.5731635601259768,-3.5888799865213734,4.16204354664735,22.776675695
104,0.3637204309925437,-2.2367098379224215,2.600430268914965,20.379437479,0.40983229875564575,-1.9124205686412985,2.3222528673969443,23.676585059,0.5642447303980589,-2.669572937448489,3.233817667846548,22.989057124
105,0.35556867718696594,-1.5285107569413752,1.8840794341283411,20.574431602,0.3966622776351869,-3.377825280409418,3.774487558044605,23.975675356,0.5560860419645905,-3.4182892099910127,3.9743752519556033,23.196505537
106,0.34950234834104776,-3.2668328665090707,3.6163352148501184,20.768774701,0.389705752953887,-2.5978428727973437,2.9875486257512307,24.214787806,0.5506363874301314,-2.487827822088054,3.0384642095181853,23.418313732
107,0.3451521536335349,-2.521689858055475,2.86684201168901,20.962956012,0.385324670933187,-1.9457262367818196,2.3310509077150066,24.42497481,0.5464960844255984,-3.163034642354333,3.7095307267799313,23.637866652
108,0.34277897607535124,-2.010837921931462,2.353616898006813,21.156342615,0.38252763031050563,-1.4313585814995093,1.813886211810015,24.632362073,0.5383632695302367,-2.5799555460662873,3.118318815596524,23.855592623
109,0.3350403094664216,-1.5139472858308978,1.8489875952973194,21.362620784,0.38082304457202554,-1.7829250559218401,2.1637481004938657,24.838162242,0.5304357898421586,-3.438418334365494,3.9688541242076525,24.08832604
110,0.3291375348344445,-3.298163835741157,3.6273013705756014,21.566152754,0.36937501979991794,-3.087738657816864,3.457113677616782,25.090911698,0.5234070541337132,-2.7937421890783867,3.3171492432121,24.32733182
111,0.32549660839140415,-2.4013011311207104,2.7267977395121146,21.761176268,0.3633821592666209,-2.444953554702021,2.808335713968642,25.333965129,0.5148603958077729,-3.60236287841985,4.117223274227623,24.568997032
112,0.323017462156713,-1.8118355219506745,2.1348529841073876,21.958834785,0.3592778844758868,-1.8751309476977198,2.2344088321736066,25.609069472,0.5078046061098576,-2.5663925004518866,3.074197106561744,24.771397826
113,0.32125736959278584,-1.668136617354925,1.9893939869477109,22.158071261,0.35664393473416567,-1.334730165350262,1.6913741000844276,25.868327397,0.499962302390486,-3.4687221847802334,3.9686844871707194,24.996884602
114,0.31117217941209674,-1.8282255716290967,2.1393977510411935,22.362301679,0.3551151123829186,-1.6702753676855515,2.02539048006847,26.07536726,0.4930932056158781,-2.579293768557811,3.072386974173689,25.218706839
115,0.3060330180451274,-3.0038628022377414,3.3098958202828688,22.561560055,0.34507326828315854,-3.01212032366805,3.3571935919512086,26.316056083,0.48568423744291067,-3.347548734756103,3.8332329721990135,25.469709516
116,0.3026383123360574,-2.2742421539269384,2.576880466262996,22.760132923,0.33933871798217297,-2.2184831472068254,2.5578218651889983,26.523120966,0.47899753926321864,-2.395976111303465,2.874973650566684,25.712617853
117,0.3007402615621686,-1.8529395564972653,2.153679818059434,22.963612169,0.3360832016915083,-1.6572442158590128,1.9933274175505211,26.732115265,0.4728183737024665,-3.0894018789337885,3.562220252636255,25.92468531
118,0.29941724380478263,-1.3613895586220002,1.6608068024267828,23.171361687,0.3340430473908782,-1.3214224887486736,1.6554655361395518,26.928289894,0.46679611084982753,-2.4251785296381954,2.891974640488023,26.120231119
119,0.29062035074457526,-1.6378108694559526,1.9284312202005278,23.367189652,0.33258840069174767,-1.5623023330394794,1.894890733731227,27.121379921,0.45990069722756743,-3.1369712793244595,3.596871976552027,26.317712287
120,0.2858864055015147,-2.7553983350404225,3.041284740541937,23.563032488,0.3237895960919559,-2.8680212190730607,3.1918108151650166,27.318723909,0.4543302017264068,-2.2303835217251766,2.6847137234515834,26.513161203
121,0.2828639461658895,-2.310550333502084,2.5934142796679733,23.759468105,0.3189694373868406,-2.1754470897659886,2.494416527152829,27.5155006,0.44824917055666447,-3.1201814605378004,3.568430631094465,26.756146903
122,0.28086952585726976,-1.752220274437056,2.033089800294326,23.958239797,0.3157777348533273,-1.67152311010447,1.9873008449577974,27.803388715,0.4428158039227128,-2.2992391790627664,2.7420549829854792,26.953229992
123,0.2796131046488881,-1.2855401517433893,1.5651532563922774,24.156789972,0.31369295343756676,-1.284384486720576,1.5980774401581428,28.051584857,0.43713920190930367,-3.0144769582025965,3.4516161601119,27.14643052
124,0.2718855459243059,-1.6816754660693307,1.9535610119936366,24.351500315,0.31237232964485884,-1.5428021611683853,1.8551744908132441,28.313109789,0.4342044680379331,-2.292822214213164,2.727026682251097,27.340962041
125,0.2676809895783663,-2.7484755566030157,3.016156546181382,24.543915726,0.30393688660115004,-2.791435040784201,3.095371927385351,28.532088128,0.4289862238802016,-2.8087947982538175,3.237781022134019,27.564918204
126,0.2650165534578264,-2.062215681260666,2.327232234718492,24.747788881,0.29932592855766416,-2.040910908583225,2.340236837140889,28.730537519,0.42270108172670007,-1.8863568657727292,2.3090579474994293,27.773920214
127,0.26323833176866174,-1.7377664828939787,2.0010048146626405,24.94819941,0.2966592852026224,-1.5928935874168069,1.8895528726194293,28.983980275,0.41783725563436747,-2.6897003830278052,3.1075376386621727,27.970377753
128,0.2621219949796796,-1.2825616553081756,1.5446836502878551,25.146207527,0.2948079970665276,-1.1939765568539187,1.4887845539204463,29.191113511,0.4122242284938693,-2.050315727584156,2.4625399560780252,28.204431321
129,0.25518652657046914,-1.4703487751077566,1.7255353016782258,25.353075599,0.2893568268045783,-2.591729438038872,2.88108626484345,29.483201039,0.40727592492476106,-2.701647690844215,3.108923615768976,28.420177882
130,0.25138193974271417,-2.5200136191927385,2.7713955589354526,25.55230581,0.2853700672276318,-1.9836486298239429,2.2690186970515747,29.821311149,0.40178814018145204,-2.1209840604016925,2.5227722005831446,28.620619484
131,0.24866372859105468,-1.9979276122806064,2.246591340871661,25.755392721,0.2827272335998714,-1.4880518653844952,1.7707790989843666,30.144777993,0.39702181331813335,-2.7024509776659684,3.0994727909841018,28.82082985
132,0.24706042278558016,-1.6793495389190607,1.9264099617046408,25.949938797,0.28107014345005155,-1.1408238183051793,1.4218939617552309,30.464364405,0.3917595408856869,-2.1136556792176364,2.5054152201033233,29.008934276
133,0.24254661705344915,-1.1833681863337837,1.4259148033872329,26.155228688,0.28006225917488337,-1.3575055877827644,1.6375678469576478,30.722827598,0.3866169131360948,-2.8154137907810863,3.202030703917181,29.198429572
134,0.23899253504350781,-2.48376481072725,2.722757345770758,26.359722731,0.27347770147025585,-2.466775209999703,2.740252911469959,31.046406261,0.3817439484409988,-2.1518088307270986,2.5335527791680974,29.38733637
135,0.236919435672462,-1.8301270475259823,2.0670464831984443,26.551568449,0.26965237176045775,-1.9477459977296903,2.217398369490148,31.330188868,0.37689333548769355,-2.8086489081769557,3.185542243664649,29.578317106
136,0.23544036084786057,-1.5999837482621153,1.8354241091099759,26.747687883,0.2673173965886235,-1.4747608423383234,1.742078238926947,31.587944497,0.3718555923551321,-2.197459733924564,2.569315326279696,29.772586891
137,0.2311720596626401,-1.124128787155601,1.355300846818241,26.947902248,0.2658632188104093,-1.0881163883316631,1.3539796071420724,31.862287443,0.3666835646145046,-2.823958797986167,3.1906423626006717,29.971738821
138,0.22782908147200942,-2.366411506593871,2.5942405880658805,27.14738694,0.2613498279824853,-2.3907318297133635,2.652081657695849,32.136354727,0.36151252686977386,-1.982593739941482,2.344106266811256,30.166411424
139,0.22572937002405524,-1.7609322236000917,1.986661593624147,27.343340999,0.25780646596103907,-1.8307451760598674,2.0885516420209065,32.345012008,0.3571330439299345,-2.6140354141147917,2.971168458044726,30.36501456
