iter,opt,CBCFW_prim,CBCFW_dual,CBCFW_dgap,CBCFW_time,FFW_prim,FFW_dual,FFW_dgap,FFW_time,FAFW_prim,FAFW_dual,FAFW_dgap,FAFW_time
51,8.343660127390501e6,8.343660127390514e6,8.343660127055352e6,0.00033516273833811283,10.854286877,8.343660127390512e6,8.343660125895363e6,0.0014951489865779877,9.813570935,8.343660127390526e6,8.343660127163947e6,0.00022657960653305054,9.823380707
52,8.343660127390501e6,8.3436601273905095e6,8.343660125060029e6,0.0023304796777665615,11.05107023,8.34366012739051e6,8.343660127094998e6,0.0002955123782157898,10.013920734,8.3436601273905225e6,8.343660126530476e6,0.0008600465953350067,10.012929133
53,8.343660127390501e6,8.343660127390509e6,8.343660126578483e6,0.0008120257407426834,11.245216348,8.343660127390513e6,8.343660126315111e6,0.0010754019021987915,10.206618513,8.343660127390522e6,8.343660127218706e6,0.00017181597650051117,10.204123337
54,8.343660127390501e6,8.343660127390512e6,8.343660125512122e6,0.00187839032150805,11.445081074,8.3436601273905095e6,8.343660126832297e6,0.000558212399482727,10.397797923,8.343660127390521e6,8.343660125973888e6,0.0014166329056024551,10.4031148
55,8.343660127390501e6,8.343660127390512e6,8.343660126970114e6,0.00042039831168949604,11.652946491,8.3436601273905095e6,8.34366012693987e6,0.0004506390541791916,10.587960823,8.343660127390524e6,8.343660127051815e6,0.0003387089818716049,10.608804967
56,8.343660127390501e6,8.343660127390512e6,8.343660124723747e6,0.002666765358299017,11.842632492,8.3436601273905095e6,8.343660125690095e6,0.0017004143446683884,10.778241892,8.343660127390521e6,8.34366012691181e6,0.00047871097922325134,10.797580053
57,8.343660127390501e6,8.34366012739051e6,8.343660126872971e6,0.0005175399128347635,12.03147236,8.343660127390511e6,8.343660127143787e6,0.00024672411382198334,10.972572076,8.343660127390524e6,8.343660127087366e6,0.0003031585365533829,10.987247442
58,8.343660127390501e6,8.343660127390512e6,8.343660125937652e6,0.00145286088809371,12.22437666,8.3436601273905095e6,8.343660126461806e6,0.0009287036955356598,11.167419188,8.343660127390524e6,8.343660126758125e6,0.0006323996931314468,11.182826108
59,8.343660127390501e6,8.343660127390508e6,8.343660127039705e6,0.0003508022055029869,12.417484312,8.343660127390513e6,8.343660126904452e6,0.0004860609769821167,11.361541587,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,11.37458243
60,8.343660127390501e6,8.343660127390513e6,8.343660125961041e6,0.0014294721186161041,12.611887278,8.343660127390511e6,8.3436601251235865e6,0.0022669248282909393,11.555869759,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,11.563277514
61,8.343660127390501e6,8.343660127390511e6,8.34366012674964e6,0.0006408712361007929,12.803300249,8.343660127390509e6,8.343660127292984e6,9.752437472343445e-5,11.746273472,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,11.754789179
62,8.343660127390501e6,8.343660127390512e6,8.343660125162117e6,0.002228394616395235,13.001269724,8.343660127390515e6,8.343660124820445e6,0.0025700703263282776,11.938819402,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,11.960274396
63,8.343660127390501e6,8.343660127390514e6,8.343660127152381e6,0.00023813219740986824,13.193147715,8.343660127390511e6,8.343660126598347e6,0.0007921643555164337,12.140831664,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,12.160015472
64,8.343660127390501e6,8.343660127390512e6,8.343660125431624e6,0.001958887791261077,13.384473392,8.343660127390517e6,8.343660126631483e6,0.0007590334862470627,12.344926458,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,12.343180709
65,8.343660127390501e6,8.343660127390513e6,8.34366012652367e6,0.0008668431546539068,13.575890013,8.3436601273905095e6,8.343660125738341e6,0.0016521681100130081,12.558444619,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,12.533387653
66,8.343660127390501e6,8.343660127390508e6,8.343660124121803e6,0.003268704516813159,13.774355565,8.34366012739051e6,8.343660126807951e6,0.0005825590342283249,12.761444589,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,12.718404832
67,8.343660127390501e6,8.343660127390515e6,8.34366012687809e6,0.0005124243907630444,13.96384768,8.343660127390514e6,8.343660125841555e6,0.0015489589422941208,12.968774398,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,12.905250668
68,8.343660127390501e6,8.3436601273905095e6,8.343660125921978e6,0.00146853132173419,14.156228987,8.343660127390514e6,8.343660127074827e6,0.0003156866878271103,13.171903958,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,13.091437287
69,8.343660127390501e6,8.34366012739052e6,8.343660127042841e6,0.0003476790152490139,14.347337895,8.343660127390513e6,8.343660123842573e6,0.0035479404032230377,13.363756785,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,13.283809098
70,8.343660127390501e6,8.343660127390508e6,8.343660122700848e6,0.0046896596904844046,14.543656029,8.343660127390507e6,8.343660126900819e6,0.0004896875470876694,13.556778811,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,13.477529368
71,8.343660127390501e6,8.34366012739051e6,8.34366012717678e6,0.00021373038180172443,14.73380663,8.343660127390512e6,8.343660124792089e6,0.002598423510789871,13.750588853,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,13.669973728
72,8.343660127390501e6,8.343660127390509e6,8.343660125907036e6,0.0014834725297987461,14.924307743,8.34366012739051e6,8.343660126170193e6,0.0012203175574541092,13.943218991,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,13.865234685
73,8.343660127390501e6,8.34366012739051e6,8.343660126978228e6,0.0004122825339436531,15.118182218,8.343660127390511e6,8.34366012656619e6,0.000824321061372757,14.138139244,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,14.061133316
74,8.343660127390501e6,8.3436601273905095e6,8.34366012581049e6,0.0015800194814801216,15.30750403,8.343660127390512e6,8.343660124925378e6,0.002465134486556053,14.327620839,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,14.255976918
75,8.343660127390501e6,8.34366012739051e6,8.343660127172972e6,0.00021753832697868347,15.509665114,8.343660127390511e6,8.343660126767086e6,0.0006234254688024521,14.53118073,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,14.46578729
76,8.343660127390501e6,8.343660127390514e6,8.3436601257342985e6,0.001656215637922287,15.70229289,8.343660127390511e6,8.343660126781056e6,0.0006094556301832199,14.728531929,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,14.676162607
77,8.343660127390501e6,8.34366012739051e6,8.343660127246764e6,0.00014374684542417526,15.894031774,8.343660127390513e6,8.343660123918733e6,0.0034717805683612823,14.923956522,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,14.870578682
78,8.343660127390501e6,8.343660127390509e6,8.343660125378275e6,0.0020122334826737642,16.100460958,8.343660127390513e6,8.343660126478313e6,0.0009122006595134735,15.112865982,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,15.06816762
79,8.343660127390501e6,8.34366012739051e6,8.343660127078008e6,0.0003125027287751436,16.29409372,8.34366012739051e6,8.343660127191507e6,0.00019900314509868622,15.305732325,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,15.260293227
80,8.343660127390501e6,8.3436601273905095e6,8.343660125962098e6,0.001428411342203617,16.487674178,8.34366012739051e6,8.343660126521475e6,0.0008690357208251953,15.500394554,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,15.458648784
81,8.343660127390501e6,8.3436601273905095e6,8.343660126560128e6,0.0008303814101964235,16.681283406,8.343660127390513e6,8.343660127125697e6,0.0002648159861564636,15.694982017,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,15.650754848
82,8.343660127390501e6,8.343660127390511e6,8.34366012608259e6,0.0013079217169433832,16.872215388,8.343660127390515e6,8.343660126785088e6,0.0006054267287254333,15.89284714,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,15.862550375
83,8.343660127390501e6,8.343660127390512e6,8.34366012670237e6,0.0006881416775286198,17.067405005,8.343660127390515e6,8.343660126694143e6,0.0006963722407817841,16.085303578,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,16.064409274
84,8.343660127390501e6,8.343660127390513e6,8.343660125705592e6,0.0016849206294864416,17.263393063,8.343660127390514e6,8.3436601248168545e6,0.0025736596435308456,16.283800291,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,16.265130859
85,8.343660127390501e6,8.343660127390516e6,8.343660125539262e6,0.0018512543756514788,17.457792789,8.343660127390514e6,8.343660126414661e6,0.000975852832198143,16.476526593,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,16.456450025
86,8.343660127390501e6,8.343660127390513e6,8.3436601266909e6,0.0006996137090027332,17.661255301,8.343660127390516e6,8.343660126092321e6,0.0012981947511434555,16.671150117,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,16.651917891
87,8.343660127390501e6,8.34366012739051e6,8.343660125817189e6,0.0015733218751847744,17.852922719,8.343660127390511e6,8.343660126239138e6,0.0011513736099004745,16.864463184,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,16.853386028
88,8.343660127390501e6,8.3436601273905095e6,8.343660126632849e6,0.0007576604839414358,18.043039392,8.343660127390513e6,8.343660127023984e6,0.0003665294498205185,17.059905626,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,17.054859776
89,8.343660127390501e6,8.343660127390511e6,8.3436601262908615e6,0.0010996495839208364,18.234517274,8.3436601273905095e6,8.343660126892943e6,0.0004975665360689163,17.250499062,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,17.254821334
90,8.343660127390501e6,8.343660127390513e6,8.343660126572268e6,0.0008182455785572529,18.426266242,8.343660127390509e6,8.343660126474121e6,0.0009163878858089447,17.444233423,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,17.452971119
91,8.343660127390501e6,8.343660127390509e6,8.34366012655625e6,0.0008342582732439041,18.618175967,8.343660127390512e6,8.343660126593982e6,0.0007965303957462311,17.641073205,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,17.650633342
92,8.343660127390501e6,8.343660127390512e6,8.343660126327308e6,0.001063204137608409,18.811163884,8.343660127390511e6,8.343660125445921e6,0.0019445903599262238,17.837413311,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,17.847714439
93,8.343660127390501e6,8.34366012739051e6,8.343660127083633e6,0.0003068777732551098,19.00427238,8.343660127390514e6,8.343660126978126e6,0.00041238777339458466,18.028525776,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,18.042269371
94,8.343660127390501e6,8.343660127390511e6,8.343660126538566e6,0.000851944787427783,19.20167657,8.34366012739051e6,8.3436601263316e6,0.0010589100420475006,18.226325664,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,18.240060981
95,8.343660127390501e6,8.34366012739051e6,8.343660126016025e6,0.001374484971165657,19.41291109,8.34366012739051e6,8.343660126861199e6,0.0005293115973472595,18.429299568,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,18.442667234
96,8.343660127390501e6,8.343660127390512e6,8.343660126654623e6,0.0007358887232840061,19.603959308,8.343660127390514e6,8.343660125205313e6,0.002185201272368431,18.620663654,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,18.637676072
97,8.343660127390501e6,8.343660127390514e6,8.343660126260793e6,0.0011297212913632393,19.797203148,8.34366012739051e6,8.343660126979248e6,0.00041126273572444916,18.817093262,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,18.832892499
98,8.343660127390501e6,8.34366012739051e6,8.3436601244838685e6,0.0029066416900604963,19.987372886,8.343660127390514e6,8.343660126326657e6,0.001063857227563858,19.010549253,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,19.029588119
99,8.343660127390501e6,8.34366012739051e6,8.343660126619915e6,0.0007705960888415575,20.177057322,8.343660127390512e6,8.343660125826412e6,0.0015641003847122192,19.204479558,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,19.226591919
100,8.343660127390501e6,8.34366012739051e6,8.343660125264129e6,0.0021263814996927977,20.372371225,8.343660127390511e6,8.34366012716897e6,0.0002215411514043808,19.4018205,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,19.421831251
101,8.343660127390501e6,8.343660127390512e6,8.343660126768958e6,0.0006215544417500496,20.576875658,8.343660127390511e6,8.343660126245277e6,0.0011452343314886093,19.600377357,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,19.616973705
102,8.343660127390501e6,8.343660127390518e6,8.343660126600941e6,0.0007895771414041519,20.773057749,8.343660127390514e6,8.34366012703188e6,0.00035863369703292847,19.808616286,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,19.824938862
103,8.343660127390501e6,8.343660127390512e6,8.343660125113425e6,0.0022770871873944998,20.958811359,8.343660127390513e6,8.34366012704915e6,0.00034136325120925903,20.011687556,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,20.021337176
104,8.343660127390501e6,8.343660127390512e6,8.343660125746297e6,0.0016442150808870792,21.148266994,8.343660127390511e6,8.343660126149865e6,0.0012406464666128159,20.213223216,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,20.21316227
105,8.343660127390501e6,8.343660127390512e6,8.343660126845984e6,0.0005445280112326145,21.34161323,8.343660127390514e6,8.343660127081149e6,0.0003093648701906204,20.415682285,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,20.417863024
106,8.343660127390501e6,8.343660127390512e6,8.343660125159973e6,0.002230539219453931,21.545089331,8.34366012739051e6,8.343660126905828e6,0.0004846826195716858,20.617505669,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,20.624935985
107,8.343660127390501e6,8.343660127390518e6,8.343660126279249e6,0.0011112689971923828,21.746302428,8.343660127390514e6,8.343660127177942e6,0.00021257251501083374,20.816177901,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,20.817123741
108,8.343660127390501e6,8.3436601273905095e6,8.343660125161547e6,0.002228962490335107,21.939920504,8.343660127390513e6,8.343660126974888e6,0.00041562505066394806,21.010625475,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,21.007985602
109,8.343660127390501e6,8.343660127390508e6,8.343660126480371e6,0.0009101368486881256,22.138136606,8.34366012739051e6,8.3436601258598985e6,0.0015306118875741959,21.206779577,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,21.199210314
110,8.343660127390501e6,8.343660127390511e6,8.343660127243741e6,0.0001467699185013771,22.342132547,8.343660127390513e6,8.343660126864471e6,0.0005260426551103592,21.403370437,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,21.3925033
111,8.343660127390501e6,8.343660127390513e6,8.343660124987153e6,0.0024033598601818085,22.535408276,8.343660127390512e6,8.3436601267950805e6,0.00059543177485466,21.595771921,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,21.583645757
112,8.343660127390501e6,8.343660127390512e6,8.343660126725625e6,0.0006648872513324022,22.726938529,8.343660127390513e6,8.343660127059141e6,0.0003313720226287842,21.792653645,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,21.776424375
113,8.343660127390501e6,8.343660127390516e6,8.34366012656911e6,0.0008214062545448542,22.912467877,8.343660127390512e6,8.343660124188795e6,0.003201717510819435,21.986619223,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,21.969497683
114,8.343660127390501e6,8.343660127390512e6,8.343660126704814e6,0.0006856983527541161,23.097896855,8.343660127390514e6,8.343660126225575e6,0.0011649392545223236,22.178265344,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,22.166870714
115,8.343660127390501e6,8.343660127390512e6,8.34366012709971e6,0.000290802214294672,23.297452531,8.34366012739051e6,8.343660126973127e6,0.0004173833876848221,22.377444697,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,22.370976428
116,8.343660127390501e6,8.3436601273905095e6,8.343660125672469e6,0.0017180403228849173,23.489048649,8.343660127390512e6,8.343660126542869e6,0.0008476432412862778,22.57526713,8.343660127390524e6,8.343660127031837e6,0.00035868771374225616,22.561738409
